,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,time,Fz
18.757,-2.612832,3.131337,551.144095,18.000519,7.233917,0.13204,-0.013125,0.03266,0.757,551.144095
18.758,-2.613444,3.219249,551.146146,18.062085,7.187666,0.119946,-0.013041,0.032772,0.758,551.146146
18.759,-2.613418,3.308177,551.1471,18.05765,7.187814,0.165495,-0.013042,0.032764,0.759,551.1471
18.76,-2.612761,3.39847,551.143139,18.053487,7.188331,0.143757,-0.013043,0.032756,0.76,551.143139
18.761,-2.612761,3.39847,551.143139,18.053487,7.188331,0.143757,-0.013043,0.032756,0.761,551.143139
18.762,-2.612761,3.39847,551.143139,18.053487,7.188331,0.143757,-0.013043,0.032756,0.762,551.143139
18.763,-2.52403,3.398415,550.973162,18.020332,7.169414,0.160494,-0.013012,0.032706,0.763,550.973162
18.764,-2.524199,3.398253,551.145706,18.053287,7.146388,0.160502,-0.012966,0.032756,0.764,551.145706
18.765,-2.524642,3.486326,550.975214,18.081898,7.123163,0.148399,-0.012928,0.032818,0.765,550.975214
18.766,-2.524575,3.398372,550.974231,18.085997,7.123281,0.160414,-0.012929,0.032825,0.766,550.974231
18.767,-2.612969,3.486764,550.973271,18.082193,7.11903,0.131557,-0.012921,0.032819,0.767,550.973271
18.768,-2.612969,3.486764,550.973271,18.082193,7.11903,0.131557,-0.012921,0.032819,0.768,550.973271
18.769,-2.524746,3.486924,550.97508,18.016268,7.077162,0.148241,-0.012845,0.032699,0.769,550.97508
18.77,-2.613414,3.397751,550.974641,18.020862,7.072697,0.119494,-0.012837,0.032707,0.77,550.974641
18.771,-2.52443,3.487606,550.972623,18.016403,7.077346,0.114597,-0.012845,0.032699,0.771,550.972623
18.772,-2.52508,3.310161,550.801669,18.057511,7.054025,0.114617,-0.012807,0.032784,0.772,550.801669
18.773,-2.525279,3.39821,551.145913,17.987932,7.054063,0.102638,-0.012799,0.032637,0.773,551.145913
18.774,-2.61379,3.39787,550.803166,18.053571,7.04959,0.119405,-0.012799,0.032777,0.774,550.803166
18.775,-2.613319,3.310299,550.630263,18.024811,7.026658,0.131315,-0.012761,0.032735,0.775,550.630263
18.776,-2.613319,3.310299,550.630263,18.024811,7.026658,0.131315,-0.012761,0.032735,0.776,550.630263
18.777,-2.61376,3.22256,550.801066,17.996139,7.003825,0.143276,-0.012716,0.032673,0.777,550.801066
18.778,-2.613968,3.310854,550.631198,18.024845,6.934524,0.131076,-0.012594,0.032735,0.778,550.631198
18.779,-2.525429,3.311696,550.63055,17.959055,6.89284,0.114116,-0.012518,0.032615,0.779,550.63055
18.78,-2.526018,3.133449,550.633527,17.967317,6.892442,0.147869,-0.012517,0.03263,0.78,550.633527
18.781,-2.614346,3.133887,550.631585,17.967612,6.888309,0.131027,-0.01251,0.032631,0.781,550.631585
18.782,-2.613836,3.22366,550.457537,17.930359,6.911667,0.142924,-0.012556,0.032574,0.782,550.457537
18.783,-2.614346,3.133887,550.631585,17.967612,6.888309,0.131027,-0.01251,0.032631,0.783,550.631585
18.784,-2.526081,2.957164,550.631457,17.910221,6.846411,0.114176,-0.012434,0.032527,0.784,550.631457
18.785,-2.437479,3.134291,550.632879,17.901528,6.850759,0.130909,-0.012442,0.032511,0.785,550.632879
18.786,-2.526148,3.045118,550.63244,17.906122,6.846293,0.102161,-0.012434,0.032519,0.786,550.63244
18.787,-2.525845,2.957385,550.632081,17.910316,6.800335,0.114079,-0.01235,0.032527,0.787,550.632081
18.788,-2.437349,2.957109,550.46148,17.877066,6.827494,0.130913,-0.012403,0.032477,0.788,550.46148
18.789,-2.526694,2.867989,550.805371,17.881844,6.777053,0.10212,-0.012304,0.032465,0.789,550.805371
18.79,-2.526187,2.867775,550.633585,17.914614,6.800003,0.102174,-0.012349,0.032535,0.79,550.633585
18.791,-2.437896,2.77998,550.634411,17.852788,6.758254,0.130872,-0.012274,0.032422,0.791,550.634411
18.792,-2.437923,2.779478,550.977806,17.852938,6.804411,0.131065,-0.01235,0.032402,0.792,550.977806
18.793,-2.349384,2.780319,550.977157,17.787148,6.762727,0.114105,-0.012274,0.032283,0.793,550.977157
18.794,-2.437999,2.780577,550.634277,17.787158,6.712253,0.130714,-0.01219,0.032303,0.794,550.634277
18.795,-2.349358,2.869248,550.978111,17.782714,6.762875,0.159655,-0.012274,0.032275,0.795,550.978111
18.796,-2.349803,2.780234,550.97948,17.721383,6.716542,0.147591,-0.01219,0.032163,0.796,550.97948
18.797,-2.437897,2.602893,550.806272,17.762846,6.735146,0.130911,-0.012228,0.032249,0.797,550.806272
18.798,-2.437725,2.692343,550.977313,17.791502,6.712452,0.142825,-0.012183,0.032291,0.798,550.977313
18.799,-2.437856,2.692438,551.320574,17.726021,6.712608,0.142861,-0.012176,0.032152,0.799,551.320574
18.8,-2.349058,2.604429,551.149613,17.696966,6.693809,0.171612,-0.012145,0.032109,0.8,551.149613
18.801,-2.349466,2.602771,551.1521,17.697166,6.693359,0.147692,-0.012144,0.032109,0.801,551.1521
18.802,-2.349973,2.602986,551.323886,17.664395,6.670408,0.147639,-0.012099,0.03204,0.802,551.323886
18.803,-2.350072,2.604858,551.493185,17.631424,6.647907,0.171505,-0.012054,0.03197,0.803,551.493185
18.804,-2.261771,2.515491,551.494175,17.635564,6.651893,0.142797,-0.012062,0.031978,0.804,551.494175
18.805,-2.349671,2.515253,551.323527,17.668589,6.624451,0.159557,-0.012016,0.032048,0.805,551.323527
18.806,-2.261367,2.515874,551.322255,17.602704,6.628843,0.142693,-0.012024,0.031928,0.806,551.322255
18.807,-2.350176,2.605455,551.493051,17.565794,6.601907,0.171347,-0.011971,0.031851,0.807,551.493051
18.808,-2.262358,2.515245,551.669042,17.602753,6.582682,0.176292,-0.011932,0.031908,0.808,551.669042
18.809,-2.261667,2.515808,551.83806,17.570179,6.605973,0.142736,-0.011971,0.031839,0.809,551.83806
18.81,-2.262516,2.426412,552.01135,17.541707,6.58269,0.130777,-0.011925,0.031778,0.81,552.01135
18.811,-2.173612,2.515805,552.012413,17.537208,6.54108,0.159428,-0.01185,0.03177,0.811,552.012413
18.812,-2.262254,2.515561,552.012927,17.537368,6.536762,0.17623,-0.011842,0.03177,0.812,552.012927
18.813,-2.173988,2.515925,551.840938,17.569918,6.517973,0.15934,-0.011811,0.031839,0.813,551.840938
18.814,-2.173584,2.516307,551.669018,17.537058,6.494923,0.159235,-0.011773,0.031789,0.814,551.669018
18.815,-2.173208,2.516188,551.840493,17.504349,6.51803,0.159323,-0.011811,0.03172,0.815,551.840493
18.816,-2.0849,2.606096,552.182805,17.500075,6.476703,0.154382,-0.011729,0.031693,0.816,552.182805
18.817,-2.085388,2.515964,552.014221,17.471283,6.499212,0.176112,-0.011774,0.03165,0.817,552.014221
18.818,-2.173884,2.516241,552.184823,17.504533,6.472053,0.159278,-0.011721,0.0317,0.818,552.184823
18.819,-1.996846,2.428093,552.185268,17.508177,6.480622,0.171333,-0.011736,0.031707,0.819,552.185268
18.82,-2.085153,2.516185,552.014845,17.471378,6.453136,0.176016,-0.01169,0.03165,0.82,552.014845
18.821,-2.085932,2.515922,552.01529,17.536948,6.453079,0.176032,-0.01169,0.031769,0.821,552.01529
18.822,-2.08644,2.516137,552.187076,17.504177,6.430128,0.175978,-0.011645,0.0317,0.822,552.187076
18.823,-2.085891,2.605467,552.529592,17.500123,6.430542,0.187981,-0.011638,0.031673,0.823,552.529592
18.824,-2.086205,2.516358,552.1877,17.504272,6.384052,0.175882,-0.011561,0.0317,0.824,552.1877
18.825,-2.085125,2.516687,551.67145,17.471228,6.406979,0.175822,-0.011614,0.03167,0.825,551.67145
18.826,-1.909442,2.516445,551.84511,17.503573,6.392422,0.175824,-0.011584,0.031718,0.826,551.84511
18.827,-1.997221,2.606213,552.185683,17.499814,6.388702,0.170985,-0.01157,0.031692,0.827,552.185683
18.828,-1.996817,2.606595,552.013763,17.466954,6.365652,0.17088,-0.011532,0.031642,0.828,552.013763
18.829,-1.908933,2.69423,551.845213,17.49527,6.34656,0.175619,-0.011501,0.031703,0.829,551.845213
18.83,-1.997193,2.606715,551.842288,17.499664,6.342545,0.170792,-0.011493,0.031711,0.83,551.842288
18.831,-1.996856,2.695051,551.67135,17.462705,6.319377,0.158673,-0.011455,0.031654,0.831,551.67135
18.832,-1.997364,2.695266,551.843136,17.429935,6.296426,0.158619,-0.01141,0.031585,0.832,551.843136
18.833,-1.908933,2.69423,551.845213,17.49527,6.34656,0.175619,-0.011501,0.031703,0.833,551.845213
18.834,-1.996856,2.695051,551.67135,17.462705,6.319377,0.158673,-0.011455,0.031654,0.834,551.67135
18.835,-1.996582,2.872616,551.67083,17.454308,6.319591,0.158564,-0.011455,0.031639,0.835,551.67083
18.836,-1.996347,2.872836,551.671454,17.454403,6.273515,0.158467,-0.011372,0.031639,0.836,551.671454
18.837,-1.90751,2.962171,551.499349,17.416854,6.301006,0.187206,-0.011425,0.031581,0.837,551.499349
18.838,-1.996751,2.872454,551.843374,17.487262,6.296565,0.158572,-0.01141,0.031689,0.838,551.843374
18.839,-1.908143,2.962428,551.669881,17.515514,6.278108,0.153587,-0.01138,0.03175,0.839,551.669881
18.84,-1.819411,2.962373,551.499904,17.482359,6.259191,0.170324,-0.011349,0.0317,0.84,551.499904
18.841,-1.997265,2.962901,551.498786,17.482753,6.204682,0.170142,-0.011251,0.0317,0.841,551.498786
18.842,-1.996615,3.140346,551.66974,17.441645,6.228003,0.170122,-0.011289,0.031616,0.842,551.66974
18.843,-1.908629,3.050297,551.673187,17.445649,6.231804,0.175058,-0.011296,0.031623,0.843,551.673187
18.844,-1.819919,2.962587,551.67169,17.449589,6.23624,0.17027,-0.011304,0.03163,0.844,551.67169
18.845,-1.908903,2.872732,551.673707,17.454047,6.23159,0.175167,-0.011296,0.031638,0.845,551.673707
18.846,-1.997332,3.050855,551.499769,17.478654,6.204564,0.158128,-0.01125,0.031693,0.846,551.499769
18.847,-1.908433,3.050961,551.157248,17.412545,6.208673,0.174856,-0.011265,0.031593,0.847,551.157248
18.848,-1.819958,3.051043,551.329278,17.44534,6.189965,0.158062,-0.011227,0.031642,0.848,551.329278
18.849,-1.819723,2.963251,551.155751,17.416484,6.213108,0.170069,-0.011273,0.0316,0.849,551.155751
18.85,-1.99676,3.051399,551.155305,17.41284,6.20454,0.158014,-0.011257,0.031593,0.85,551.155305
18.851,-1.996929,3.051237,551.327849,17.445794,6.181514,0.158023,-0.011212,0.031643,0.851,551.327849
18.852,-1.996693,2.963445,551.154322,17.416938,6.204658,0.170029,-0.011258,0.031601,0.852,551.154322
18.853,-2.085677,2.87359,551.15634,17.421397,6.200008,0.174926,-0.011249,0.031609,0.853,551.15634
18.854,-1.996317,2.963326,551.325797,17.384229,6.227765,0.170118,-0.011296,0.031532,0.854,551.325797
18.855,-1.995913,2.963708,551.153877,17.351369,6.204715,0.170013,-0.011258,0.031482,0.855,551.153877
18.856,-2.085299,2.963458,551.325553,17.318663,6.223522,0.186858,-0.011288,0.031413,0.856,551.325553
18.857,-2.084858,3.051197,551.15475,17.347335,6.246355,0.174897,-0.011333,0.031475,0.857,551.15475
18.858,-1.996252,2.964085,551.153119,17.285644,6.20479,0.169951,-0.011258,0.031363,0.858,551.153119
18.859,-1.996252,2.964085,551.153119,17.285644,6.20479,0.169951,-0.011258,0.031363,0.859,551.153119
18.86,-2.085068,2.874392,550.982593,17.257147,6.223166,0.174839,-0.011295,0.031321,0.86,550.982593
18.861,-2.084729,2.874015,550.983351,17.322873,6.223091,0.174901,-0.011295,0.03144,0.861,550.983351
18.862,-2.084157,2.874559,550.638887,17.257058,6.223067,0.174788,-0.011302,0.03134,0.862,550.638887
18.863,-2.084902,2.784566,550.81231,17.294217,6.245785,0.162987,-0.011339,0.031398,0.863,550.81231
18.864,-2.084498,2.784949,550.64039,17.261357,6.222735,0.162882,-0.011301,0.031348,0.864,550.64039
18.865,-1.99562,2.697401,550.466349,17.232342,6.250196,0.158086,-0.011354,0.031305,0.865,550.466349
18.866,-2.084262,2.697157,550.466864,17.232501,6.245879,0.174888,-0.011347,0.031305,0.866,550.466864
18.867,-2.084394,2.697252,550.810125,17.167021,6.246035,0.174924,-0.01134,0.031167,0.867,550.810125
18.868,-1.99541,2.787107,550.808107,17.162563,6.250684,0.170027,-0.011348,0.031159,0.868,550.808107
18.869,-1.995684,2.609542,550.808628,17.170961,6.25047,0.170136,-0.011348,0.031174,0.869,550.808628
18.87,-2.172721,2.69769,550.808182,17.167316,6.241902,0.158082,-0.011332,0.031168,0.87,550.808182
18.871,-2.172553,2.697852,550.635638,17.134361,6.264928,0.158073,-0.011378,0.031117,0.871,550.635638
18.872,-2.08419,2.607683,550.810559,17.105656,6.291836,0.163098,-0.011423,0.031055,0.872,550.810559
18.873,-2.172176,2.697732,550.807113,17.101652,6.288035,0.158162,-0.011416,0.031048,0.873,550.807113
18.874,-2.172109,2.609779,550.80613,17.105751,6.288153,0.170176,-0.011416,0.031056,0.874,550.80613
18.875,-2.171706,2.610161,550.63421,17.072891,6.265103,0.170072,-0.011378,0.031006,0.875,550.63421
18.876,-2.083467,2.610023,550.805616,17.105591,6.29247,0.153374,-0.011424,0.031056,0.876,550.805616
18.877,-2.172282,2.52033,550.63509,17.077095,6.310846,0.158262,-0.011461,0.031013,0.877,550.63509
18.878,-2.171906,2.52021,550.806565,17.044385,6.333954,0.158351,-0.011499,0.030944,0.878,550.806565
18.879,-2.171906,2.52021,550.806565,17.044385,6.333954,0.158351,-0.011499,0.030944,0.879,550.806565
18.88,-2.171839,2.432257,550.805582,17.048484,6.334071,0.170366,-0.0115,0.030952,0.88,550.805582
18.881,-2.171906,2.52021,550.806565,17.044385,6.333954,0.158351,-0.011499,0.030944,0.881,550.806565
18.882,-2.171969,2.609438,550.976981,17.072946,6.357336,0.170361,-0.011538,0.030987,0.882,550.976981
18.883,-2.260576,2.519464,551.150474,17.044694,6.375793,0.175347,-0.011568,0.030926,0.883,551.150474
18.884,-2.260067,2.609237,550.976426,17.007441,6.399151,0.187244,-0.011614,0.030868,0.884,550.976426
18.885,-2.259691,2.609117,551.147901,16.974731,6.422258,0.187332,-0.011653,0.030799,0.885,551.147901
18.886,-2.260812,2.519243,551.14985,17.044599,6.421869,0.175443,-0.011652,0.030926,0.886,551.14985
18.887,-2.260032,2.519506,551.149405,16.97903,6.421926,0.175427,-0.011652,0.030807,0.887,551.149405
18.888,-2.260198,2.609332,551.319687,16.94196,6.399307,0.187279,-0.011607,0.03073,0.888,551.319687
18.889,-2.259993,2.69685,551.14826,16.970537,6.468216,0.175414,-0.011736,0.030791,0.889,551.14826
18.89,-2.348253,2.609334,551.145334,16.974931,6.464201,0.170587,-0.011729,0.030799,0.89,551.145334
18.891,-2.436347,2.69842,551.488364,16.971036,6.460297,0.199392,-0.011714,0.030773,0.891,551.488364
18.892,-2.435738,2.786321,551.145017,16.966753,6.506155,0.187422,-0.011805,0.030785,0.892,551.145017
18.893,-2.43652,2.608971,551.317324,16.942381,6.48299,0.187478,-0.011759,0.030731,0.893,551.317324
18.894,-2.347752,2.696272,551.148463,16.970757,6.509957,0.192358,-0.011812,0.030792,0.894,551.148463
18.895,-2.435636,2.608637,551.317013,16.942441,6.529048,0.18762,-0.011843,0.030731,0.895,551.317013
18.896,-2.43587,2.786416,551.488278,16.901273,6.506312,0.187457,-0.011798,0.030647,0.896,551.488278
18.897,-2.435701,2.786578,551.315734,16.868318,6.529337,0.187449,-0.011843,0.030596,0.897,551.315734
18.898,-2.43557,2.786482,550.972473,16.933799,6.529181,0.187414,-0.01185,0.030734,0.898,550.972473
18.899,-2.435025,2.786525,550.971404,16.868134,6.575314,0.187494,-0.011934,0.030615,0.899,550.971404
18.9,-2.523668,2.786281,550.971918,16.868294,6.570997,0.204296,-0.011926,0.030616,0.9,550.971918
18.901,-2.611552,2.698646,551.140467,16.839978,6.590088,0.199557,-0.011957,0.030555,0.901,551.140467
18.902,-2.611045,2.698431,550.968681,16.872748,6.613039,0.199611,-0.012003,0.030624,0.902,550.968681
18.903,-2.523124,2.786323,550.970849,16.802629,6.61713,0.204376,-0.01201,0.030496,0.903,550.970849
18.904,-2.52346,2.697986,551.141786,16.839588,6.640297,0.216495,-0.012048,0.030554,0.904,551.141786
18.905,-2.522577,2.697652,551.141475,16.839649,6.686355,0.216638,-0.012132,0.030554,0.905,551.141475
18.906,-2.611077,2.608641,550.968492,16.811288,6.704916,0.187882,-0.012169,0.030512,0.906,550.968492
18.907,-2.522434,2.608886,550.967978,16.811128,6.709234,0.171079,-0.012177,0.030512,0.907,550.967978
18.908,-2.610701,2.608522,551.139967,16.778578,6.728023,0.18797,-0.012207,0.030443,0.908,551.139967
18.909,-2.610532,2.608684,550.967423,16.745623,6.751049,0.187962,-0.012253,0.030393,0.909,550.967423
18.91,-2.52189,2.608928,550.966909,16.745464,6.755366,0.17116,-0.012261,0.030393,0.91,550.966909
18.911,-2.698352,2.608907,550.793694,16.778689,6.769867,0.171174,-0.012291,0.030463,0.911,550.793694
18.912,-2.610092,2.696423,550.79662,16.774295,6.773882,0.176001,-0.012298,0.030455,0.912,550.79662
18.913,-2.69791,2.786633,550.62063,16.737337,6.793107,0.171056,-0.012337,0.030397,0.913,550.62063
18.914,-2.698184,2.609069,550.62115,16.745734,6.792893,0.171165,-0.012337,0.030412,0.914,550.62115
18.915,-2.787362,2.608538,551.136845,16.713273,6.811781,0.188107,-0.01236,0.030325,0.915,551.136845
18.916,-2.786485,2.698436,550.620161,16.741595,6.788907,0.199873,-0.01233,0.030405,0.916,550.620161
18.917,-2.786513,2.697934,550.963556,16.741745,6.835064,0.200066,-0.012406,0.030386,0.917,550.963556
18.918,-2.786854,2.608323,550.965059,16.746044,6.834732,0.188161,-0.012405,0.030394,0.918,550.965059
18.919,-2.786513,2.697934,550.963556,16.741745,6.835064,0.200066,-0.012406,0.030386,0.919,550.963556
18.92,-2.786748,2.697713,550.962932,16.74165,6.88114,0.200163,-0.012489,0.030386,0.92,550.962932
18.921,-2.786815,2.785666,550.963915,16.737551,6.881022,0.188148,-0.012489,0.030379,0.921,550.963915
18.922,-2.8747,2.698031,551.132464,16.709235,6.900114,0.183409,-0.01252,0.030318,0.922,551.132464
18.923,-2.875547,2.785722,551.133892,16.770705,6.899939,0.171411,-0.01252,0.030429,0.923,551.133892
18.924,-2.786776,2.697211,551.306327,16.741799,6.927297,0.200356,-0.012565,0.030368,0.924,551.306327
18.925,-2.875041,2.608421,551.133968,16.713534,6.899782,0.171504,-0.012519,0.030326,0.925,551.133968
18.926,-2.786439,2.785547,551.13539,16.704841,6.904129,0.188237,-0.012527,0.03031,0.926,551.13539
18.927,-2.87517,2.785603,551.305367,16.737996,6.923046,0.171499,-0.012558,0.030361,0.927,551.305367
18.928,-2.874596,2.697434,551.132598,16.774865,6.946115,0.183568,-0.012603,0.030437,0.928,551.132598
18.929,-2.963096,2.87485,551.475852,16.701146,6.942168,0.200296,-0.012588,0.030284,0.929,551.475852
18.93,-2.963096,2.87485,551.475852,16.701146,6.942168,0.200296,-0.012588,0.030284,0.93,551.475852
18.931,-2.963096,2.87485,551.475852,16.701146,6.942168,0.200296,-0.012588,0.030284,0.931,551.475852
18.932,-2.963295,2.961985,551.476345,16.762583,7.034126,0.188536,-0.012755,0.030396,0.932,551.476345
18.933,-2.963122,3.051434,551.647386,16.791238,7.011433,0.20045,-0.01271,0.030438,0.933,551.647386
18.934,-2.962785,3.139771,551.476449,16.75428,6.988265,0.188331,-0.012672,0.030381,0.934,551.476449
18.935,-2.96255,3.051979,551.302922,16.725424,7.011408,0.200337,-0.012718,0.030338,0.935,551.302922
18.936,-2.96302,3.13955,551.475825,16.754185,7.034341,0.188427,-0.012755,0.030381,0.936,551.475825
18.937,-3.051556,3.140269,551.129863,16.754235,7.030126,0.171488,-0.012756,0.0304,0.937,551.129863
18.938,-3.051179,3.14015,551.301338,16.721525,7.053233,0.171576,-0.012794,0.030331,0.938,551.301338
18.939,-3.050903,3.229001,551.472512,16.815811,7.07654,0.183649,-0.012832,0.030493,0.939,551.472512
18.94,-3.051074,3.317553,551.473361,16.746082,7.030421,0.171476,-0.012748,0.030366,0.94,551.473361
18.941,-3.139652,3.139367,551.475154,16.820365,7.025815,0.188449,-0.01274,0.030501,0.941,551.475154
18.942,-3.139209,3.317094,551.302089,16.779012,7.049055,0.188332,-0.012786,0.030435,0.942,551.302089
18.943,-3.139652,3.139367,551.475154,16.820365,7.025815,0.188449,-0.01274,0.030501,0.943,551.475154
18.944,-3.226962,3.229363,551.127378,16.816177,7.067991,0.183558,-0.012825,0.030512,0.944,551.127378
18.945,-3.227873,3.229196,551.471084,16.816266,7.06809,0.183609,-0.012817,0.030493,0.945,551.471084
18.946,-3.316583,3.316905,551.472581,16.812326,7.063654,0.188397,-0.012809,0.030486,0.946,551.472581
18.947,-3.22794,3.317149,551.472067,16.812167,7.067972,0.171595,-0.012817,0.030486,0.947,551.472067
18.948,-3.228254,3.22804,551.130175,16.816316,7.021483,0.159496,-0.01274,0.030512,0.948,551.130175
18.949,-3.228485,3.317107,551.473136,16.877831,7.021839,0.171515,-0.012733,0.030605,0.949,551.473136
18.95,-3.316623,3.405361,551.130169,16.808077,7.017379,0.176189,-0.012733,0.030497,0.95,551.130169
18.951,-3.316897,3.227796,551.130689,16.816475,7.017165,0.176298,-0.012732,0.030513,0.951,551.130689
18.952,-3.316452,3.31681,551.12932,16.877806,7.063498,0.188362,-0.012816,0.030624,0.952,551.12932
18.953,-3.316724,3.317246,551.30173,16.845131,6.994471,0.188212,-0.012687,0.030555,0.953,551.30173
18.954,-3.316593,3.31715,550.958469,16.910611,6.994315,0.188177,-0.012695,0.030693,0.954,550.958469
18.955,-3.316491,3.405266,550.786908,16.873558,7.017223,0.176154,-0.01274,0.030635,0.955,550.786908
18.956,-3.316424,3.317312,550.785925,16.877656,7.017341,0.188169,-0.012741,0.030643,0.956,550.785925
18.957,-3.404752,3.31775,550.783982,16.877951,7.013208,0.171327,-0.012733,0.030644,0.957,550.783982
18.958,-3.404752,3.31775,550.783982,16.877951,7.013208,0.171327,-0.012733,0.030644,0.958,550.783982
18.959,-3.404752,3.31775,550.783982,16.877951,7.013208,0.171327,-0.012733,0.030644,0.959,550.783982
18.96,-3.49312,3.49507,550.783975,16.869713,7.009104,0.18802,-0.012726,0.030629,0.96,550.783975
18.961,-3.493053,3.407117,550.782993,16.873812,7.009222,0.200035,-0.012726,0.030636,0.961,550.782993
18.962,-3.493085,3.40534,550.956954,16.841302,7.03188,0.176203,-0.012763,0.030567,0.962,550.956954
18.963,-3.49285,3.317548,550.783427,16.812446,7.055023,0.188209,-0.012809,0.030525,0.963,550.783427
18.964,-3.49285,3.317548,550.783427,16.812446,7.055023,0.188209,-0.012809,0.030525,0.964,550.783427
18.965,-3.49285,3.317548,550.783427,16.812446,7.055023,0.188209,-0.012809,0.030525,0.965,550.783427
18.966,-3.492681,3.31771,550.610883,16.779492,7.078049,0.188201,-0.012855,0.030474,0.966,550.610883
18.967,-3.49285,3.317548,550.783427,16.812446,7.055023,0.188209,-0.012809,0.030525,0.967,550.783427
18.968,-3.581493,3.317304,550.783941,16.812606,7.050706,0.205012,-0.012801,0.030525,0.968,550.783941
18.969,-3.492342,3.317333,550.611641,16.845217,7.077974,0.188263,-0.012855,0.030594,0.969,550.611641
18.97,-3.492107,3.229541,550.438114,16.816361,7.101118,0.200269,-0.012901,0.030551,0.97,550.438114
18.971,-3.493085,3.317327,550.782803,16.812351,7.101099,0.188305,-0.012893,0.030524,0.971,550.782803
18.972,-3.581116,3.229172,550.781265,16.750945,7.143032,0.217202,-0.012969,0.030413,0.972,550.781265
18.973,-3.58095,3.139346,550.610983,16.788015,7.165651,0.20535,-0.013014,0.03049,0.973,550.610983
18.974,-3.669277,3.139784,550.60904,16.78831,7.161518,0.188509,-0.013007,0.03049,0.974,550.60904
18.975,-3.669612,3.229448,550.951867,16.784195,7.115873,0.200369,-0.012916,0.030464,0.975,550.951867
18.976,-3.669785,3.139999,550.780826,16.755539,7.138567,0.188455,-0.012961,0.030421,0.976,550.780826
18.977,-3.669067,3.229491,550.950798,16.71853,7.162006,0.200449,-0.012999,0.030345,0.977,550.950798
18.978,-3.66921,3.051831,550.608057,16.792408,7.161636,0.200523,-0.013007,0.030498,0.978,550.608057
18.979,-3.757643,3.141293,550.950329,16.722788,7.157807,0.229266,-0.012992,0.030353,0.979,550.950329
18.98,-3.669745,3.051543,551.123238,16.759788,7.184842,0.200663,-0.013037,0.03041,0.98,551.123238
18.981,-3.758764,3.051419,550.952278,16.792657,7.157418,0.217377,-0.012991,0.030479,0.981,550.952278
18.982,-3.757881,3.051085,550.951967,16.792718,7.203476,0.217519,-0.013075,0.030479,0.982,550.951967
18.983,-3.757565,3.051767,550.94951,16.792853,7.20366,0.183875,-0.013075,0.03048,0.983,550.94951
18.984,-3.846778,3.140966,551.292226,16.788803,7.199774,0.212634,-0.01306,0.030454,0.984,551.292226
18.985,-3.847119,3.051355,551.29373,16.793102,7.199442,0.200728,-0.013059,0.030461,0.985,551.29373
18.986,-3.84661,3.141127,551.119682,16.755848,7.222799,0.212625,-0.013106,0.030403,0.986,551.119682
18.987,-3.847186,3.139309,551.294713,16.789003,7.199324,0.188714,-0.013059,0.030454,0.987,551.294713
18.988,-3.847119,3.051355,551.29373,16.793102,7.199442,0.200728,-0.013059,0.030461,0.988,551.29373
18.989,-3.846743,3.051236,551.465205,16.760392,7.222549,0.200817,-0.013097,0.030392,0.989,551.465205
18.99,-3.934946,3.13873,551.294916,16.789223,7.241064,0.205658,-0.013135,0.030454,0.99,551.294916
18.991,-3.935658,3.050514,551.294378,16.858891,7.241125,0.217689,-0.013135,0.030581,0.991,551.294378
18.992,-3.936233,3.138682,551.467147,16.822022,7.218056,0.205621,-0.013089,0.030504,0.992,551.467147
18.993,-3.93579,3.050609,551.637639,16.793411,7.241281,0.217724,-0.013127,0.030443,0.993,551.637639
18.994,-3.934796,3.229238,551.462741,16.752289,7.21863,0.183866,-0.01309,0.030378,0.994,551.462741
18.995,-3.935762,3.051111,551.294244,16.793261,7.195124,0.217531,-0.013051,0.030462,0.995,551.294244
18.996,-4.024157,3.139503,551.293284,16.789457,7.190873,0.188674,-0.013044,0.030455,0.996,551.293284
18.997,-3.935918,3.139364,551.46469,16.822157,7.218241,0.171977,-0.013089,0.030505,0.997,551.46469
18.998,-4.024089,3.051549,551.292301,16.793556,7.190991,0.200689,-0.013044,0.030462,0.998,551.292301
18.999,-4.112799,3.139259,551.293798,16.789616,7.186556,0.205476,-0.013036,0.030455,0.999,551.293798
19,-4.024325,3.139341,551.465828,16.822412,7.167847,0.188683,-0.012998,0.030505,1,551.465828
19.001,-4.025003,2.961394,551.638269,16.863669,7.190683,0.188896,-0.013035,0.03057,1.001,551.638269
19.002,-4.112901,3.051143,551.465359,16.82667,7.163648,0.217499,-0.01299,0.030513,1.002,551.465359
19.003,-4.112901,3.051143,551.465359,16.82667,7.163648,0.217499,-0.01299,0.030513,1.003,551.465359
19.004,-4.024599,2.961777,551.466349,16.83081,7.167633,0.188792,-0.012997,0.03052,1.004,551.466349
19.005,-4.113242,2.961533,551.466863,16.830969,7.163316,0.205594,-0.01299,0.03052,1.005,551.466863
19.006,-4.113173,3.051579,551.637769,16.793994,7.094621,0.21735,-0.012861,0.030444,1.006,551.637769
19.007,-4.11324,3.139533,551.638752,16.789896,7.094503,0.205335,-0.012861,0.030436,1.007,551.638752
19.008,-4.201567,3.139971,551.63681,16.790191,7.09037,0.188493,-0.012853,0.030437,1.008,551.63681
19.009,-4.290079,3.139632,551.294063,16.85583,7.085896,0.205261,-0.012853,0.030575,1.009,551.294063
