,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,Time
8.441,-1.148638,1.40069,-1.223718,0.185701,0.182934,0.012244,0,0,5.853
8.442,-1.592477,0.247828,-1.222561,0.175119,0.206763,0.132925,0,0,5.854
8.443,2.031812,-1.799038,-1.191296,0.198229,0.238843,-0.134172,0,0,5.855
8.444,0.353981,0.512748,-1.038443,0.190789,0.231101,0.053814,0,0,5.856
8.445,-2.210917,1.136127,-0.886929,0.200602,0.178373,0.115533,0,0,5.857
8.446,0.794049,-1.443266,-1.030728,0.217534,0.249225,-0.134419,0,0,5.858
8.447,1.503123,-0.553639,-1.196101,0.20539,0.215527,0.071346,0,0,5.859
8.448,-1.768246,1.401483,-1.397606,0.153797,0.176372,0.120128,0,0,5.86
8.449,-0.443141,-0.643151,-1.386292,0.11721,0.190784,-0.14726,0,0,5.861
8.45,1.943305,-1.441792,-1.36093,0.21316,0.212459,0.088661,0,0,5.862
8.451,-0.618875,1.045391,-1.387438,0.233372,0.184832,0.103701,0,0,5.863
8.452,-1.503853,0.510213,-1.052407,0.196896,0.187273,-0.159894,0,0,5.864
8.453,1.588749,-1.708579,-1.361763,0.226765,0.195012,0.076785,0,0,5.865
8.454,0.618101,0.067195,-1.373465,0.210849,0.196583,0.092458,0,0,5.866
8.455,-1.856355,1.31047,-1.058851,0.159915,0.17156,-0.148503,0,0,5.867
8.456,0.52779,-1.263176,-1.029484,0.208546,0.191225,0.088429,0,0,5.868
8.457,1.501886,-0.819343,-1.366339,0.184736,0.192215,0.116963,0,0,5.869
8.458,-1.591351,1.488419,-1.058146,0.150842,0.138484,-0.165517,0,0,5.87
8.459,-0.621345,-0.463977,-1.554447,0.206268,0.159812,0.0925,0,0,5.871
8.46,1.943195,-1.620469,-1.702387,0.155943,0.211771,0.064737,0,0,5.872
8.461,-0.441453,0.954666,-1.390534,0.1072,0.192654,-0.148225,0,0,5.873
8.462,-1.593625,0.601252,-1.048885,0.191322,0.183733,0.108749,0,0,5.874
8.463,1.412088,-1.62055,-1.190734,0.190411,0.20955,0.06482,0,0,5.875
8.464,0.53046,0.242837,-1.206821,0.171179,0.215158,-0.130741,0,0,5.876
8.465,-1.857251,1.223974,-1.227108,0.19535,0.195075,0.1035,0,0,5.877
8.466,0.438814,-1.26589,-1.198998,0.176287,0.209218,0.023739,0,0,5.878
8.467,1.324712,-0.822886,-1.540193,0.153578,0.205727,-0.113342,0,0,5.879
8.468,-1.414986,1.31186,-1.394003,0.091462,0.193016,0.10824,0,0,5.88
8.469,-0.622107,-0.289332,-1.03727,0.165785,0.182517,0.011047,0,0,5.881
8.47,1.50086,-1.355774,-1.537202,0.178317,0.213536,-0.112976,0,0,5.882
8.471,-0.443174,0.777715,-1.382286,0.179753,0.192627,0.125526,0,0,5.883
8.472,-1.151409,0.688368,-1.389548,0.186246,0.204487,0.02235,0,0,5.884
8.473,1.234126,-1.445698,-1.536168,0.248799,0.200378,-0.108102,0,0,5.885
8.474,0.617004,-0.19885,-1.372852,0.157389,0.242453,0.13826,0,0,5.886
8.475,-1.593196,1.132277,-1.394407,0.166555,0.183763,-0.006803,0,0,5.887
8.476,0.26136,-0.824826,-1.199981,0.222088,0.200489,-0.103646,0,0,5.888
8.477,1.145954,-0.911689,-1.532391,0.222486,0.197132,0.148354,0,0,5.889
8.478,-1.062728,0.953968,-1.217056,0.206545,0.185875,-0.006567,0,0,5.89
8.479,-0.710655,-0.201113,-1.212132,0.195162,0.155077,-0.109107,0,0,5.891
8.48,1.410578,-1.354507,-1.359632,0.209996,0.186639,0.14377,0,0,5.892
8.481,-0.178363,0.50864,-1.379288,0.192508,0.204318,-0.018162,0,0,5.893
8.482,-1.327954,0.686714,-1.218819,0.154757,0.172536,-0.092826,0,0,5.894
8.483,0.879877,-1.264219,-1.022161,0.14158,0.161775,0.155592,0,0,5.895
8.484,0.61696,-0.201553,-1.372139,0.158492,0.19558,-0.034529,0,0,5.896
8.485,-1.41666,1.041497,-1.391445,0.170735,0.191616,-0.076234,0,0,5.897
8.486,0.261141,-0.733375,-1.540679,0.216265,0.201168,0.148144,0,0,5.898
8.487,1.145992,-0.823944,-1.537021,0.153605,0.196926,-0.046139,0,0,5.899
8.488,-1.063061,0.951498,-1.387084,0.174126,0.208185,-0.08806,0,0,5.9
8.489,-0.622237,-0.022266,-1.37843,0.152236,0.182879,0.147599,0,0,5.901
8.49,1.233918,-1.17899,-1.36395,0.203196,0.177789,-0.062715,0,0,5.902
8.491,-0.267968,0.330372,-1.036975,0.201625,0.199804,-0.092408,0,0,5.903
8.492,-1.152597,0.510533,-1.555618,0.226746,0.181063,0.147223,0,0,5.904
8.493,0.791985,-1.001401,-1.195338,0.163156,0.179892,-0.046012,0,0,5.905
8.494,0.438362,-0.291018,-1.199833,0.196044,0.16379,-0.046511,0,0,5.906
8.495,-1.240342,0.77637,-1.385624,0.181835,0.200133,0.118346,0,0,5.907
8.496,0.261634,-0.647262,-1.200502,0.21369,0.200703,-0.103755,0,0,5.908
8.497,1.058071,-0.911836,-1.539188,0.223724,0.192836,-0.050905,0,0,5.909
8.498,-0.710317,0.686134,-1.378766,0.250435,0.17902,0.106479,0,0,5.91
8.499,-0.533417,0.06341,-1.03631,0.149366,0.186547,-0.087458,0,0,5.911
8.5,1.057451,-1.001872,-1.364511,0.129452,0.215501,-0.02914,0,0,5.912
8.501,-0.179509,0.332337,-1.205208,0.167233,0.227576,0.130762,0,0,5.913
8.502,-0.975474,0.596828,-1.214771,0.157991,0.189123,-0.104698,0,0,5.914
8.503,0.79262,-0.824572,-1.537732,0.154439,0.225898,-0.012432,0,0,5.915
8.504,0.527169,-0.468088,-1.195283,0.2034,0.214114,0.119354,0,0,5.916
8.505,-1.152338,0.774425,-1.044176,0.183002,0.157861,-0.104838,0,0,5.917
8.506,-0.003504,-0.201382,-1.032205,0.160103,0.16601,-0.017794,0,0,5.918
8.507,0.968346,-0.734099,-1.190635,0.214632,0.188994,0.148257,0,0,5.919
8.508,-0.887656,0.506617,-1.038781,0.19495,0.169899,-0.099754,0,0,5.92
8.509,-0.622237,0.153649,-1.209428,0.177505,0.205796,-0.001178,0,0,5.921
8.51,1.145393,-1.000905,-1.018164,0.1943,0.22019,0.102944,0,0,5.922
8.511,-0.091238,0.062883,-0.862047,0.181158,0.230816,-0.104077,0,0,5.923
8.512,-1.15283,0.598427,-0.871795,0.223588,0.181228,0.010504,0,0,5.924
8.513,0.792067,-0.467542,-1.366602,0.169771,0.20385,0.102441,0,0,5.925
8.514,0.616353,-0.381587,-1.541647,0.13447,0.217677,-0.115913,0,0,5.926
8.515,-1.15152,0.50969,-1.731005,0.129029,0.203799,-0.001574,0,0,5.927
8.516,-0.003366,-0.201825,-1.371651,0.159312,0.211884,0.107104,0,0,5.928
8.517,0.96894,-0.55987,-1.022019,0.175003,0.211437,-0.115665,0,0,5.929
8.518,-0.799181,0.242772,-1.209903,0.173525,0.197493,0.044332,0,0,5.93
8.519,-0.622459,0.153942,-1.207001,0.177034,0.205877,0.09003,0,0,5.931
8.52,0.968666,-0.737434,-1.021498,0.183401,0.211223,-0.115556,0,0,5.932
8.521,-0.180464,-0.112876,-1.546028,0.188513,0.180393,0.061317,0,0,5.933
8.522,-0.799257,0.509384,-1.380946,0.193403,0.174748,0.089684,0,0,5.934
8.523,0.615615,-0.292306,-1.0269,0.163215,0.195082,-0.103947,0,0,5.935
8.524,0.349458,-0.556326,-1.369898,0.175273,0.182483,0.073615,0,0,5.936
8.525,-0.88799,0.332353,-1.039107,0.136615,0.170557,0.072986,0,0,5.937
8.526,0.084132,-0.026469,-1.030279,0.217651,0.169769,-0.116173,0,0,5.938
8.527,0.791855,-0.734335,-1.536497,0.149608,0.180254,0.09054,0,0,5.939
8.528,-0.534095,-0.024653,-1.376428,0.152613,0.186481,0.049312,0,0,5.94
8.529,-0.622825,0.329318,-0.865559,0.169963,0.159502,-0.116461,0,0,5.941
8.53,0.790614,-0.559259,-0.674887,0.174604,0.203248,0.066763,0,0,5.942
8.531,0.084024,-0.29136,-1.026955,0.16354,0.215969,0.078447,0,0,5.943
8.532,-0.799186,0.417412,-1.210335,0.166135,0.19691,-0.12847,0,0,5.944
8.533,0.438334,-0.201636,-1.368997,0.158183,0.187045,0.090238,0,0,5.945
8.534,0.526087,-0.646131,-1.366966,0.179118,0.190602,0.061748,0,0,5.946
8.535,-0.799119,0.329459,-1.211318,0.170233,0.197028,-0.116455,0,0,5.947
8.536,-0.003563,0.06331,-1.199269,0.179675,0.23503,0.095085,0,0,5.948
8.537,0.703025,-0.648102,-1.191576,0.146154,0.22171,0.037956,0,0,5.949
8.538,-0.534813,0.06177,-1.377397,0.21489,0.185959,-0.111459,0,0,5.95
8.539,-0.534234,0.331187,-1.377054,0.201051,0.187117,0.106674,0,0,5.951
8.54,0.791189,-0.470054,-1.535561,0.203016,0.180027,0.020868,0,0,5.952
8.541,-0.004958,-0.293726,-1.200284,0.197552,0.187931,-0.111176,0,0,5.953
8.542,-0.799532,0.33182,-1.380425,0.2018,0.174534,0.089793,0,0,5.954
8.543,0.437523,-0.292102,-1.538939,0.195527,0.16334,0.02068,0,0,5.955
8.544,0.526698,-0.470115,-1.025865,0.171772,0.19055,-0.087036,0,0,5.956
8.545,-0.711644,0.243643,-1.207679,0.172834,0.155834,0.118596,0,0,5.957
8.546,0.084104,0.062914,-1.199442,0.17979,0.193024,0.020576,0,0,5.958
8.547,0.614308,-0.560044,-1.193894,0.208486,0.171244,-0.082189,0,0,5.959
8.548,-0.269485,-0.024574,-1.372641,0.217097,0.199273,0.123774,0,0,5.96
8.549,-0.446397,0.239446,-1.202831,0.107291,0.213569,-0.003491,0,0,5.961
8.55,0.525704,-0.382945,-1.194525,0.200152,0.213217,-0.065399,0,0,5.962
8.551,0.083333,-0.291923,-1.195973,0.196114,0.192677,0.112003,0,0,5.963
8.552,-0.711422,0.327656,-1.204462,0.169667,0.200793,-0.032325,0,0,5.964
8.553,0.348501,-0.204972,-1.024688,0.159438,0.182029,-0.065601,0,0,5.965
8.554,0.436999,-0.469876,-1.192596,0.203603,0.209364,0.112191,0,0,5.966
8.555,-0.623596,0.24028,-1.205648,0.173546,0.15917,-0.037255,0,0,5.967
8.556,-0.270103,0.060891,-1.199159,0.18133,0.129331,-0.061084,0,0,5.968
8.557,0.613462,-0.469855,-1.019381,0.170379,0.194864,0.112177,0,0,5.969
8.558,-0.358222,-0.026965,-1.031234,0.152919,0.194499,-0.065726,0,0,5.97
8.559,-0.535128,0.061088,-1.374941,0.214755,0.185774,-0.077815,0,0,5.971
8.56,0.614311,-0.380459,-1.192671,0.19885,0.218147,0.124136,0,0,5.972
8.561,0.083395,-0.205236,-1.197388,0.192823,0.192212,-0.048785,0,0,5.973
8.562,-0.800085,0.151331,-1.379815,0.211205,0.173523,-0.082791,0,0,5.974
8.563,0.260137,-0.202292,-1.024263,0.158591,0.178509,0.123894,0,0,5.975
8.564,0.437437,-0.383309,-1.022535,0.167602,0.232006,-0.048508,0,0,5.976
8.565,-0.712478,-0.027259,-1.031634,0.153692,0.177414,-0.032161,0,0,5.977
8.566,-0.182347,-0.204019,-1.195905,0.192629,0.179791,0.116751,0,0,5.978
8.567,0.613587,-0.472397,-1.191212,0.138526,0.171017,-0.060621,0,0,5.979
8.568,-0.358914,-0.027528,-1.200252,0.185493,0.171208,-0.03217,0,0,5.98
8.569,-0.535739,0.151498,-1.199804,0.176742,0.163318,0.116454,0,0,5.981
8.57,0.526315,-0.117044,-1.365982,0.154796,0.190263,-0.077627,0,0,5.982
8.571,-0.005624,-0.205361,-1.368349,0.225692,0.164788,-0.032071,0,0,5.983
8.572,-0.624172,-0.025466,-1.37377,0.15248,0.181997,0.099712,0,0,5.984
8.573,0.260614,-0.116794,-1.197434,0.188405,0.200729,-0.094404,0,0,5.985
8.574,0.348928,-0.293661,-1.367544,0.163217,0.22794,-0.019897,0,0,5.986
8.575,-0.624172,-0.025466,-1.37377,0.15248,0.181997,0.099712,0,0,5.987
8.576,-0.182037,-0.028696,-1.198794,0.185374,0.179393,-0.089695,0,0,5.988
8.577,0.437154,-0.382214,-1.19404,0.199976,0.209165,0.008968,0,0,5.989
8.578,0.437154,-0.382214,-1.19404,0.199976,0.209165,0.008968,0,0,5.99
8.579,0.437154,-0.382214,-1.19404,0.199976,0.209165,0.008968,0,0,5.991
8.58,0.436606,-0.205118,-1.020318,0.158672,0.186244,0.042449,0,0,5.992
8.581,-0.004893,-0.203369,-1.369477,0.159356,0.211452,0.083138,0,0,5.993
8.582,-0.62403,0.149695,-1.204114,0.17818,0.158572,-0.106725,0,0,5.994
8.583,0.17209,-0.027135,-1.195996,0.183794,0.196825,0.025512,0,0,5.995
8.584,0.436932,-0.381922,-1.191613,0.199505,0.209246,0.100176,0,0,5.996
8.585,-0.536005,-0.02881,-0.858256,0.186433,0.208648,-0.089581,0,0,5.997
8.586,-0.181918,0.061207,-1.19787,0.180604,0.179806,0.013419,0,0,5.998
8.587,0.436489,-0.293849,-1.362105,0.228116,0.186021,0.088073,0,0,5.999
8.588,-0.269962,-0.205876,-1.544546,0.193883,0.221022,-0.106383,0,0,6
8.589,-0.35848,0.063058,-1.201785,0.180858,0.171805,0.037299,0,0,6.001
8.59,0.436865,-0.293968,-1.19063,0.195406,0.209129,0.088161,0,0,6.002
8.591,-0.005615,-0.38402,-1.196324,0.201715,0.187415,-0.089438,0,0,6.003
8.592,-0.535791,-0.026359,-1.20171,0.185612,0.163023,0.025354,0,0,6.004
8.593,0.260853,-0.025415,-1.539935,0.183149,0.155251,0.066081,0,0,6.005
8.594,0.437243,-0.206599,-1.194502,0.19225,0.208848,-0.10627,0,0,6.006
8.595,-0.447604,-0.11447,-1.544769,0.18917,0.167192,0.054114,0,0,6.007
8.596,-0.005196,-0.027624,-1.194968,0.184113,0.18819,0.059117,0,0,6.008
8.597,0.52557,-0.207038,-1.192559,0.191955,0.212981,-0.089428,0,0,6.009
8.598,-0.182676,-0.205215,-1.196499,0.19287,0.225601,0.059283,0,0,6.01
8.599,-0.447464,-0.026797,-1.199767,0.185317,0.167156,0.042196,0,0,6.011
8.6,0.437208,-0.116869,-1.36748,0.220661,0.186073,-0.094453,0,0,6.012
8.601,0.08375,-0.203125,-1.369991,0.159197,0.215769,0.066335,0,0,6.013
8.602,-0.447295,-0.026635,-1.372311,0.152362,0.190182,0.042188,0,0,6.014
8.603,0.171904,-0.029085,-1.195937,0.184466,0.196294,-0.089616,0,0,6.015
8.604,0.34803,-0.293315,-1.020787,0.16293,0.182044,0.071266,0,0,6.016
8.605,-0.359162,-0.116164,-1.198778,0.189456,0.171141,0.013488,0,0,6.017
8.606,-0.270511,-0.028779,-1.370824,0.152579,0.198101,-0.072901,0,0,6.018
8.607,0.436763,-0.116285,-1.362626,0.219718,0.186236,0.087964,0,0,6.019
8.608,-0.182741,-0.205688,-1.539865,0.193056,0.179179,0.001525,0,0,6.02
8.609,-0.536656,0.059544,-1.372767,0.214799,0.185342,-0.101781,0,0,6.021
8.61,0.259627,-0.026265,-1.193772,0.183103,0.155166,0.099776,0,0,6.022
8.611,-0.006003,-0.293902,-1.023614,0.164175,0.164878,0.013623,0,0,6.023
8.612,-0.6254,-0.028815,-1.200692,0.252012,0.158117,-0.072956,0,0,6.024
8.613,0.082822,-0.115896,-1.365483,0.220626,0.169334,0.087885,0,0,6.025
8.614,0.347937,-0.29429,-1.020757,0.163266,0.181779,0.013702,0,0,6.026
8.615,-0.447924,-0.206311,-1.199188,0.194386,0.16641,-0.072823,0,0,6.027
8.616,-0.182791,-0.115946,-1.366397,0.22124,0.156566,0.104648,0,0,6.028
8.617,0.436644,-0.206188,-1.363549,0.224488,0.185822,-0.01515,0,0,6.029
8.618,-0.183222,-0.206429,-0.854567,0.193861,0.179278,-0.089535,0,0,6.03
8.619,-0.360162,-0.026147,-1.198167,0.18453,0.171573,0.116556,0,0,6.031
8.62,0.259842,-0.205832,-1.537522,0.191988,0.200397,-0.015198,0,0,6.032
8.621,0.082751,-0.207114,-1.195526,0.192928,0.237838,-0.072609,0,0,6.033
8.622,-0.360063,-0.028019,-1.367467,0.217501,0.194073,0.09269,0,0,6.034
8.623,0.082067,-0.028403,-1.023221,0.217088,0.169234,-0.015287,0,0,6.035
8.624,0.347742,-0.117581,-1.192723,0.187914,0.15862,-0.04406,0,0,6.036
8.625,-0.182622,-0.115785,-1.538941,0.188285,0.179592,0.104639,0,0,6.037
8.626,-0.093824,-0.027879,-1.5409,0.184499,0.18371,-0.015386,0,0,6.038
8.627,0.348249,-0.117796,-1.364509,0.220684,0.181571,-0.044007,0,0,6.039
8.628,-0.183702,-0.116114,-1.022691,0.221329,0.156665,0.104699,0,0,6.04
8.629,-0.359189,0.060707,-1.543288,0.181149,0.171008,-0.044282,0,0,6.041
8.63,0.170772,-0.117387,-1.194152,0.188368,0.150169,-0.0441,0,0,6.042
8.631,0.170846,-0.205688,-1.191319,0.126195,0.196317,0.092848,0,0,6.043
8.632,-0.447481,-0.028585,-1.372252,0.153033,0.18965,-0.072941,0,0,6.044
8.633,-0.094774,-0.20539,-1.196049,0.19308,0.137519,-0.015322,0,0,6.045
8.634,0.258944,-0.205486,-1.190765,0.1917,0.154502,0.075965,0,0,6.046
8.635,-0.271187,-0.028726,-1.026494,0.152763,0.152124,-0.072946,0,0,6.047
8.636,-0.271435,-0.117362,-1.02502,0.156726,0.152058,-0.027288,0,0,6.048
8.637,0.347613,-0.116314,-1.190325,0.187107,0.158967,0.104713,0,0,6.049
8.638,-0.094217,-0.02892,-1.025065,0.152309,0.160575,-0.072907,0,0,6.05
8.639,-0.447662,-0.205175,-1.371761,0.161095,0.189702,-0.015268,0,0,6.051
8.64,0.170878,-0.203912,-1.365281,0.158705,0.17366,0.116679,0,0,6.052
8.641,0.082922,-0.028952,-1.196181,0.1189,0.192051,-0.072876,0,0,6.053
8.642,-0.270418,-0.027804,-1.370853,0.152243,0.198367,-0.015337,0,0,6.054
8.643,0.081946,-0.205794,-0.848798,0.192305,0.192208,0.076119,0,0,6.055
8.644,0.347621,-0.119058,-0.849299,0.188399,0.204512,-0.101431,0,0,6.056
8.645,-0.183143,-0.02807,-1.196056,0.184842,0.133416,0.001371,0,0,6.057
8.646,-0.183538,-0.117227,-1.364669,0.155715,0.156191,0.080665,0,0,6.058
8.647,0.347502,-0.119076,-1.362781,0.155159,0.181196,-0.067989,0,0,6.059
8.648,-0.094647,-0.028347,-1.366657,0.151592,0.160575,0.018204,0,0,6.06
8.649,-0.182753,-0.115689,-1.19568,0.122805,0.179748,0.104674,0,0,6.061
8.65,0.082177,-0.118946,-1.022757,0.156058,0.214769,-0.084677,0,0,6.062
8.651,0.082831,-0.028756,-1.537014,0.183909,0.191976,0.018297,0,0,6.063
8.652,-0.271524,-0.027178,-1.368115,0.151711,0.15239,0.075729,0,0,6.064
8.653,-0.006231,-0.118969,-1.021619,0.156313,0.164376,-0.067971,0,0,6.065
8.654,0.170926,-0.117214,-1.020249,0.155187,0.173358,0.047197,0,0,6.066
8.655,-0.09475,-0.028036,-0.850747,0.184361,0.183972,0.07597,0,0,6.067
8.656,-0.183605,-0.119158,-0.851127,0.189627,0.178975,-0.067906,0,0,6.068
8.657,0.170213,-0.205431,-1.020787,0.224855,0.173419,0.059228,0,0,6.069
8.658,-0.005678,-0.204907,-1.538466,0.192266,0.187895,0.059129,0,0,6.07
8.659,-0.182277,-0.030192,-1.368851,0.15262,0.201968,-0.113624,0,0,6.071
8.66,0.082767,-0.116614,-1.194736,0.122527,0.192251,0.030347,0,0,6.072
8.661,0.170377,-0.206544,-1.362765,0.159241,0.172945,0.035195,0,0,6.073
8.662,-0.271021,-0.118551,-1.196776,0.189833,0.174743,-0.084799,0,0,6.074
8.663,-0.005404,-0.027343,-1.538987,0.183868,0.188109,0.05902,0,0,6.075
8.664,0.171225,-0.117148,-1.536054,0.187712,0.196228,0.047154,0,0,6.076
8.665,-0.182819,0.059753,-1.370044,0.14826,0.156242,-0.10186,0,0,6.077
8.666,-0.183117,-0.027155,-1.369253,0.151457,0.202783,0.059023,0,0,6.078
8.667,0.170213,-0.205431,-1.020787,0.224855,0.173419,0.059228,0,0,6.079
8.668,-0.006527,-0.118388,-1.196175,0.189063,0.187529,-0.101607,0,0,6.08
8.669,-0.271552,-0.02768,-1.02472,0.151861,0.198547,0.075922,0,0,6.081
8.67,0.082049,-0.206105,-1.364708,0.159536,0.168811,0.018353,0,0,6.082
8.671,0.082581,-0.118563,-1.194677,0.123199,0.191719,-0.084782,0,0,6.083
8.672,-0.182689,-0.027831,-1.537958,0.184187,0.179474,0.092624,0,0,6.084
8.673,-0.005598,-0.116433,-1.367396,0.221257,0.164935,0.013479,0,0,6.085
8.674,0.082779,-0.206612,-1.538921,0.192778,0.191681,-0.072802,0,0,6.086
8.675,-0.093638,-0.02593,-1.540959,0.183827,0.184241,0.099742,0,0,6.087
8.676,-0.183378,-0.028291,-1.19668,0.184747,0.179492,0.001467,0,0,6.088
8.677,0.082204,-0.118444,-1.366152,0.155908,0.168612,-0.08487,0,0,6.089
8.678,-0.006159,-0.115764,-1.365727,0.15506,0.165092,0.104625,0,0,6.09
8.679,-0.271396,0.059982,-1.026164,0.148233,0.198348,-0.027301,0,0,6.091
8.68,-0.005382,-0.029573,-1.194908,0.184784,0.187659,-0.056012,0,0,6.092
8.681,0.082382,-0.203635,-1.19468,0.191955,0.146501,0.099846,0,0,6.093
8.682,-0.182827,-0.027388,-1.198512,0.184978,0.1336,-0.032273,0,0,6.094
8.683,-0.082049,0.237297,0.287685,-0.00032,-0.044482,-0.08703,0,0,6.095
8.684,0.182978,0.150259,-0.051548,0.001977,-0.031514,0.090541,0,0,6.096
8.685,-0.082295,0.238648,0.286898,-0.066381,-0.044141,-0.029528,0,0,6.097
8.686,-0.259019,0.237491,0.286257,0.000134,-0.052932,-0.08707,0,0,6.098
8.687,0.271896,0.062268,0.290974,0.006162,-0.026998,0.085851,0,0,6.099
8.688,-0.082569,0.061083,0.287419,-0.057984,-0.044355,-0.029419,0,0,6.1
8.689,-0.259494,0.239482,0.284081,-0.000127,-0.09854,-0.063292,0,0,6.101
8.69,0.094042,0.062796,0.289857,0.006555,-0.081506,0.085669,0,0,6.102
8.691,0.005497,0.059509,0.461935,-0.024988,-0.063514,-0.070133,0,0,6.103
8.692,-0.259083,0.149633,0.628535,-0.061248,-0.052658,-0.07502,0,0,6.104
8.693,-0.082383,0.063033,0.287359,-0.058655,-0.043824,0.08571,0,0,6.105
8.694,0.183318,0.238698,0.287812,-0.066995,-0.031373,-0.046291,0,0,6.106
8.695,-0.081848,0.239235,-0.05882,-0.000765,-0.044113,-0.063207,0,0,6.107
8.696,-0.082278,0.240436,0.459383,-0.034098,-0.066636,0.085609,0,0,6.108
8.697,0.094822,0.238975,0.458413,-0.033745,-0.058532,-0.063124,0,0,6.109
8.698,0.006754,0.150562,0.286159,0.003283,-0.039781,-0.034254,0,0,6.11
8.699,-0.259248,0.24063,0.457954,-0.033644,-0.075086,0.08557,0,0,6.111
8.7,0.006285,0.149707,0.114713,0.036329,-0.063154,-0.091907,0,0,6.112
8.701,0.09502,0.150925,0.11417,0.035834,-0.05857,-0.051145,0,0,6.113
8.702,-0.17003,0.152706,0.284671,0.003066,-0.0477,0.080835,0,0,6.114
8.703,-0.081814,0.149505,0.114159,-0.029176,-0.021338,-0.075024,0,0,6.115
8.704,0.183856,0.063173,0.113926,-0.091657,-0.054187,-0.022366,0,0,6.116
8.705,-0.081388,0.15295,0.284157,0.002907,-0.043383,0.064033,0,0,6.117
8.706,-0.258296,0.239831,0.281313,0.00007,-0.052298,-0.096794,0,0,6.118
8.707,0.095148,0.06217,0.287119,0.007087,-0.03553,-0.005397,0,0,6.119
8.708,0.09541,0.063306,0.114545,-0.026203,-0.012238,0.052159,0,0,6.12
8.709,-0.257788,0.239616,0.109527,0.03284,-0.029347,-0.09674,0,0,6.121
8.71,-0.081481,0.151975,0.284186,0.003243,-0.043648,0.006469,0,0,6.122
8.711,0.095414,0.152594,0.458129,0.035407,-0.057958,0.064081,0,0,6.123
8.712,-0.169461,0.239177,0.11147,0.032545,-0.025214,-0.079898,0,0,6.124
8.713,-0.080973,0.15176,0.1124,0.036013,-0.020697,0.006522,0,0,6.125
8.714,0.095241,0.063145,0.287089,0.006752,-0.035264,0.052167,0,0,6.126
8.715,-0.170309,0.149781,0.28476,0.004073,-0.048497,-0.091857,0,0,6.127
8.716,-0.170056,0.063777,0.283718,0.007501,-0.047848,0.035286,0,0,6.128
8.717,0.095347,0.240547,0.459112,0.031309,-0.058076,0.052067,0,0,6.129
8.718,0.096905,0.238989,0.455335,-0.033488,0.033768,-0.096484,0,0,6.13
8.719,-0.169747,0.151611,0.456176,-0.029308,-0.024859,0.02336,0,0,6.131
8.72,0.095682,0.150884,0.116286,0.035423,-0.012431,0.040206,0,0,6.132
8.721,0.095707,0.150214,0.113754,-0.0294,-0.058779,-0.108725,0,0,6.133
8.722,-0.081072,0.153632,0.2817,0.003043,-0.043198,0.030389,0,0,6.134
8.723,0.007087,0.153032,0.456187,0.035702,-0.062091,0.047239,0,0,6.135
8.724,0.096088,0.151369,0.454663,-0.02945,-0.012172,-0.084611,0,0,6.136
8.725,-0.081388,0.15295,0.284157,0.002907,-0.043383,0.064033,0,0,6.137
8.726,-0.169609,0.330791,0.454237,0.027759,-0.070327,0.047091,0,0,6.138
8.727,0.095544,0.151327,0.455732,0.036214,-0.058305,-0.084692,0,0,6.139
8.728,0.09565,0.064802,0.284603,0.006551,-0.034814,0.076087,0,0,6.14
8.729,-0.081413,0.064021,0.283204,0.007342,-0.04353,0.018483,0,0,6.141
8.73,0.007385,0.151927,0.281245,0.003555,-0.039412,-0.101542,0,0,6.142
8.731,0.095924,0.242366,0.284082,-0.001846,-0.0346,0.075978,0,0,6.143
8.732,-0.081139,0.241586,0.282683,-0.001056,-0.043316,0.018374,0,0,6.144
8.733,-0.258228,0.151877,0.280331,0.004168,-0.05218,-0.084779,0,0,6.145
8.734,0.007664,0.154851,0.281156,0.002548,-0.038615,0.071151,0,0,6.146
8.735,-0.081072,0.153632,0.2817,0.003043,-0.043198,0.030389,0,0,6.147
8.736,-0.258161,0.063923,0.279348,0.008267,-0.052062,-0.072764,0,0,6.148
8.737,0.09565,0.064802,0.284603,0.006551,-0.034814,0.076087,0,0,6.149
8.738,0.095321,0.151619,0.458159,0.035743,-0.058223,0.006517,0,0,6.15
8.739,-0.169901,0.151439,0.282273,0.003873,-0.048047,-0.067937,0,0,6.151
8.74,0.007787,0.064821,0.284672,-0.058858,-0.039074,0.092873,0,0,6.152
8.741,0.007465,0.064486,0.283313,0.007277,-0.085289,0.001585,0,0,6.153
8.742,-0.080137,0.241557,0.279811,-0.066154,-0.043341,-0.07285,0,0,6.154
8.743,-0.080772,0.154326,0.625689,0.002952,-0.042851,0.08805,0,0,6.155
8.744,0.00765,0.242351,0.452256,0.031875,-0.06184,-0.032063,0,0,6.156
8.745,-0.080615,0.153561,0.279897,0.003609,-0.089356,-0.060916,0,0,6.157
8.746,0.008275,0.154952,0.453255,-0.030067,-0.061584,0.071143,0,0,6.158
8.747,0.096825,0.154222,0.452771,-0.029891,-0.057532,-0.003223,0,0,6.159
8.748,-0.079323,0.154884,0.277099,0.00347,-0.042848,-0.036853,0,0,6.16
8.749,-0.07937,0.334612,0.448305,-0.03837,-0.065053,0.078113,0,0,6.161
8.75,0.007309,0.15274,0.453759,0.036174,-0.062172,-0.043969,0,0,6.162
8.751,-0.080003,0.065649,0.277845,-0.057956,-0.043105,-0.048821,0,0,6.163
8.752,0.009359,0.156556,0.106439,-0.030451,-0.015157,0.095109,0,0,6.164
