,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,Time
5.121,-3.499977,3.879509,552.322447,-60.869608,2.43229,-0.715267,-0.004404,-0.110207,2.533
5.122,-3.588419,3.969216,552.150607,-60.840943,2.359122,-0.686744,-0.004273,-0.110189,2.534
5.123,-3.499949,3.880011,551.979052,-60.869758,2.386133,-0.71546,-0.004323,-0.110275,2.535
5.124,-3.500556,3.969197,552.150537,-60.775533,2.363383,-0.70353,-0.00428,-0.110071,2.536
5.125,-3.500349,3.968916,552.494556,-60.775288,2.363464,-0.703433,-0.004278,-0.110002,2.537
5.126,-3.411615,4.058847,552.322318,-60.878466,2.344954,-0.674852,-0.004246,-0.110223,2.538
5.127,-3.323314,3.969481,552.323307,-60.874327,2.348939,-0.70356,-0.004253,-0.110215,2.539
5.128,-3.412568,4.057148,552.325873,-60.812602,2.298371,-0.698852,-0.004161,-0.110103,2.54
5.129,-3.412563,4.058423,552.495307,-60.779942,2.321871,-0.674827,-0.004203,-0.11001,2.541
5.13,-3.412905,3.968812,552.49681,-60.775644,2.321539,-0.686733,-0.004202,-0.110002,2.542
5.131,-3.324262,3.969056,552.496296,-60.775803,2.325856,-0.703535,-0.00421,-0.110002,2.543
5.132,-3.413412,3.969027,552.668596,-60.808414,2.298588,-0.686787,-0.004159,-0.110027,2.544
5.133,-3.413385,3.969529,552.325201,-60.808564,2.252431,-0.68698,-0.004078,-0.110096,2.545
5.134,-3.325057,3.96909,552.327144,-60.808859,2.256564,-0.670138,-0.004086,-0.110096,2.546
5.135,-3.325522,3.969509,552.325132,-60.743154,2.256691,-0.703766,-0.004086,-0.109977,2.547
5.136,-3.237194,3.969071,552.327075,-60.743449,2.260824,-0.686924,-0.004093,-0.109977,2.548
5.137,-3.237363,3.96891,552.499619,-60.710494,2.237799,-0.686916,-0.00405,-0.109883,2.549
5.138,-3.23787,3.969124,552.671405,-60.743265,2.214848,-0.686969,-0.004008,-0.109908,2.55
5.139,-3.237529,4.058735,552.669901,-60.747564,2.21518,-0.675064,-0.004008,-0.109917,2.551
5.14,-3.326446,3.880926,552.670936,-60.739007,2.210648,-0.658152,-0.004,-0.109901,2.552
5.141,-3.325936,3.970699,552.496888,-60.77626,2.234006,-0.646255,-0.004043,-0.110003,2.553
5.142,-3.23787,3.969124,552.671405,-60.743265,2.214848,-0.686969,-0.004008,-0.109908,2.554
5.143,-3.326446,3.880926,552.670936,-60.739007,2.210648,-0.658152,-0.004,-0.109901,2.555
5.144,-3.237266,3.971445,552.152979,-60.77657,2.192166,-0.663251,-0.00397,-0.110072,2.556
5.145,-3.237648,4.058716,552.156419,-60.780804,2.191864,-0.641621,-0.00397,-0.110079,2.557
5.146,-3.237989,3.969106,552.157923,-60.776505,2.191532,-0.653527,-0.003969,-0.110071,2.558
5.147,-3.237775,3.881673,552.327027,-60.739316,2.168809,-0.675148,-0.003927,-0.10997,2.559
5.148,-3.238257,3.970816,552.499766,-60.776521,2.146005,-0.629652,-0.003884,-0.110003,2.56
5.149,-3.149381,3.793281,552.327987,-60.735512,2.17306,-0.646292,-0.003934,-0.109963,2.561
5.15,-3.149316,3.79404,552.155309,-60.834097,2.150085,-0.646458,-0.003894,-0.110176,2.562
5.151,-3.149448,3.881234,552.32897,-60.739611,2.172942,-0.658306,-0.003934,-0.10997,2.563
5.152,-3.061392,3.793219,552.329171,-60.801533,2.177268,-0.629512,-0.003942,-0.110082,2.564
5.153,-3.060961,3.794103,551.813856,-60.834542,2.108061,-0.62981,-0.00382,-0.110245,2.565
5.154,-3.060961,3.794103,551.813856,-60.834542,2.108061,-0.62981,-0.00382,-0.110245,2.566
5.155,-3.061639,3.616156,551.986297,-60.793285,2.130897,-0.629596,-0.00386,-0.110135,2.567
5.156,-3.062146,3.616371,552.158083,-60.826055,2.107946,-0.62965,-0.003818,-0.110161,2.568
5.157,-3.149966,3.616595,551.984354,-60.79299,2.126763,-0.646438,-0.003853,-0.110135,2.569
5.158,-3.149327,3.529185,551.638908,-60.854705,2.126857,-0.634537,-0.003856,-0.110316,2.57
5.159,-3.061376,3.528866,551.469375,-60.82229,2.107883,-0.617783,-0.003822,-0.110291,2.571
5.16,-3.061309,3.440913,551.468392,-60.818192,2.108001,-0.605769,-0.003823,-0.110284,2.572
5.161,-3.062157,3.351517,551.641682,-60.846663,2.084718,-0.617728,-0.003779,-0.110301,2.573
5.162,-3.062499,3.261906,551.643186,-60.842364,2.084386,-0.629633,-0.003779,-0.110293,2.574
5.163,-3.062122,3.261786,551.814661,-60.875074,2.107493,-0.629545,-0.003819,-0.110318,2.575
5.164,-3.062432,3.173952,551.642203,-60.838266,2.084504,-0.617619,-0.003779,-0.110286,2.576
5.165,-3.062639,3.174233,551.298184,-60.838511,2.084423,-0.617716,-0.003781,-0.110355,2.577
5.166,-3.062808,3.174071,551.470728,-60.805556,2.061397,-0.617707,-0.003738,-0.110261,2.578
5.167,-3.061792,3.086543,551.296756,-60.899981,2.084598,-0.605717,-0.003781,-0.110467,2.579
5.168,-3.0623,3.086757,551.468542,-60.932752,2.061647,-0.605771,-0.003738,-0.110492,2.58
5.169,-3.06295,2.909312,551.297588,-60.891644,2.038326,-0.605751,-0.003697,-0.110451,2.581
5.17,-2.97513,2.909089,551.471316,-60.92471,2.019508,-0.588962,-0.003662,-0.110477,2.582
5.171,-3.063457,2.909527,551.469374,-60.924415,2.015375,-0.605804,-0.003655,-0.110477,2.583
5.172,-3.152033,2.821329,551.468905,-60.920157,2.011175,-0.576987,-0.003647,-0.110469,2.584
5.173,-3.063302,2.821274,551.298928,-60.953311,1.992258,-0.56025,-0.003614,-0.110563,2.585
5.174,-3.152137,2.821927,551.468771,-60.985787,1.965174,-0.577145,-0.003564,-0.110588,2.586
5.175,-3.152646,2.732154,551.642818,-60.948533,1.941817,-0.589043,-0.00352,-0.110486,2.587
5.176,-2.975817,2.644287,551.299245,-60.945134,1.950304,-0.577086,-0.003538,-0.110548,2.588
5.177,-2.976391,2.732456,551.472014,-60.982003,1.927235,-0.589154,-0.003495,-0.11058,2.589
5.178,-3.065477,2.554486,551.645593,-60.940491,1.899678,-0.572234,-0.003444,-0.11047,2.59
5.179,-2.976598,2.466938,551.471552,-60.969507,1.927139,-0.57703,-0.003495,-0.110558,2.591
5.18,-3.0649,2.556304,551.470562,-60.973646,1.923153,-0.548322,-0.003487,-0.110566,2.592
5.181,-3.065548,2.556859,551.471497,-60.973612,1.83102,-0.54856,-0.00332,-0.110565,2.593
5.182,-3.065889,2.467249,551.473001,-60.969313,1.830688,-0.560466,-0.00332,-0.110557,2.594
5.183,-3.066266,2.467368,551.301526,-60.936603,1.807581,-0.560555,-0.003279,-0.110532,2.595
5.184,-3.154532,2.467004,551.473515,-60.969154,1.82637,-0.543664,-0.003312,-0.110557,2.596
5.185,-3.154532,2.467004,551.473515,-60.969154,1.82637,-0.543664,-0.003312,-0.110557,2.597
5.186,-2.977597,2.556541,551.301965,-60.941197,1.812046,-0.531807,-0.003287,-0.110541,2.598
5.187,-2.978378,2.379191,551.474272,-60.96557,1.788881,-0.531752,-0.003244,-0.11055,2.599
5.188,-2.978649,2.556713,551.47482,-60.908304,1.742962,-0.531941,-0.003161,-0.110446,2.6
5.189,-2.978418,2.467646,551.13186,-60.969819,1.742606,-0.54396,-0.003162,-0.110627,2.601
5.19,-2.978547,2.379029,551.646816,-60.932616,1.765855,-0.531743,-0.003201,-0.110456,2.602
5.191,-2.978923,2.379149,551.475341,-60.899906,1.742748,-0.531832,-0.00316,-0.110431,2.603
5.192,-2.978828,2.291697,551.130963,-60.895957,1.696709,-0.520011,-0.003079,-0.110493,2.604
5.193,-2.978554,2.469261,551.130442,-60.904355,1.696923,-0.52012,-0.003079,-0.110508,2.605
5.194,-2.890395,2.468661,551.304929,-60.871695,1.67803,-0.503269,-0.003044,-0.110414,2.606
5.195,-2.890603,2.468942,550.96091,-60.87194,1.677949,-0.503366,-0.003045,-0.110483,2.607
5.196,-2.891486,2.469277,550.961221,-60.872001,1.631891,-0.503509,-0.002962,-0.110483,2.608
5.197,-2.803327,2.468677,551.135708,-60.839341,1.612998,-0.486658,-0.002927,-0.110389,2.609
5.198,-2.892372,2.379624,550.963794,-60.802038,1.585426,-0.515494,-0.002878,-0.110356,2.61
5.199,-2.891901,2.292052,550.790891,-60.830798,1.562494,-0.503584,-0.002837,-0.110443,2.611
5.2,-2.80374,2.38144,550.963116,-60.868163,1.544008,-0.47489,-0.002802,-0.110476,2.612
5.201,-2.804626,2.291787,550.965689,-60.798199,1.497543,-0.486876,-0.002718,-0.110348,2.613
5.202,-2.804626,2.291787,550.965689,-60.798199,1.497543,-0.486876,-0.002718,-0.110348,2.614
5.203,-2.803881,2.38178,550.792265,-60.835358,1.474825,-0.475075,-0.002678,-0.110451,2.615
5.204,-2.715422,2.381246,550.450947,-60.770173,1.478802,-0.458269,-0.002687,-0.110401,2.616
5.205,-2.715422,2.381246,550.450947,-60.770173,1.478802,-0.458269,-0.002687,-0.110401,2.617
5.206,-2.715588,2.471072,550.621229,-60.807242,1.456183,-0.446416,-0.002645,-0.110434,2.618
5.207,-2.805117,2.381175,550.624316,-60.73712,1.405401,-0.4416,-0.002552,-0.110306,2.619
5.208,-2.804709,2.382832,550.621829,-60.73732,1.405851,-0.41768,-0.002553,-0.110307,2.62
5.209,-2.628119,2.381483,550.282349,-60.737724,1.367694,-0.441754,-0.002485,-0.110376,2.621
5.21,-2.628963,2.293361,550.625072,-60.733536,1.367911,-0.429688,-0.002484,-0.110299,2.622
5.211,-2.717267,2.292741,550.626345,-60.667651,1.363519,-0.412824,-0.002476,-0.110179,2.623
5.212,-2.717134,2.382632,550.280822,-60.672195,1.36377,-0.401015,-0.002478,-0.110257,2.624
5.213,-2.540671,2.382653,550.454037,-60.70542,1.34927,-0.401029,-0.002451,-0.110282,2.625
5.214,-2.629655,2.292798,550.456054,-60.700962,1.34462,-0.396132,-0.002443,-0.110274,2.626
5.215,-2.629823,2.292636,550.628598,-60.668007,1.321594,-0.396124,-0.0024,-0.11018,2.627
5.216,-2.540839,2.382491,550.626581,-60.672465,1.326244,-0.401021,-0.002409,-0.110188,2.628
5.217,-2.540176,2.294023,550.284349,-60.668591,1.326078,-0.355413,-0.00241,-0.11025,2.629
5.218,-2.628739,2.382253,550.455933,-60.63944,1.298801,-0.384261,-0.00236,-0.110162,2.63
5.219,-2.629454,2.382749,550.2837,-60.672456,1.275769,-0.384412,-0.002318,-0.110257,2.631
5.22,-2.541127,2.382311,550.285642,-60.672751,1.279902,-0.36757,-0.002326,-0.110257,2.632
5.221,-2.718434,2.294169,550.455151,-60.635338,1.29462,-0.35549,-0.002352,-0.110155,2.633
5.222,-2.71803,2.294551,550.283231,-60.668198,1.27157,-0.355595,-0.002311,-0.110249,2.634
5.223,-2.629999,2.382707,550.284769,-60.606792,1.229636,-0.384492,-0.002235,-0.110137,2.635
5.224,-2.629323,2.382654,549.940439,-60.606976,1.275613,-0.384447,-0.00232,-0.110206,2.636
5.225,-2.718266,2.382343,550.456758,-60.639342,1.248426,-0.367601,-0.002268,-0.110162,2.637
5.226,-2.719149,2.382678,550.457069,-60.639403,1.202368,-0.367743,-0.002184,-0.110162,2.638
5.227,-2.719018,2.382582,550.113808,-60.573923,1.202212,-0.367778,-0.002185,-0.110112,2.639
5.228,-2.807557,2.381741,550.114456,-60.508133,1.243895,-0.350817,-0.002261,-0.109992,2.64
5.229,-2.719214,2.381919,550.629747,-60.540818,1.225343,-0.367576,-0.002225,-0.109948,2.641
5.23,-2.71959,2.382038,550.458272,-60.508108,1.202236,-0.367665,-0.002184,-0.109923,2.642
5.231,-2.71959,2.382038,550.458272,-60.508108,1.202236,-0.367665,-0.002184,-0.109923,2.643
5.232,-2.807917,2.382476,550.456329,-60.507813,1.198103,-0.384507,-0.002177,-0.109923,2.644
5.233,-2.719966,2.382157,550.286797,-60.475399,1.179129,-0.367753,-0.002143,-0.109898,2.645
5.234,-2.719966,2.382157,550.286797,-60.475399,1.179129,-0.367753,-0.002143,-0.109898,2.646
5.235,-2.719625,2.471768,550.285293,-60.479697,1.179461,-0.355848,-0.002143,-0.109906,2.647
5.236,-2.719966,2.382157,550.286797,-60.475399,1.179129,-0.367753,-0.002143,-0.109898,2.648
5.237,-2.720001,2.471888,550.113818,-60.446988,1.156354,-0.355936,-0.002102,-0.109881,2.649
5.238,-2.720508,2.472102,550.285604,-60.479758,1.133403,-0.35599,-0.00206,-0.109906,2.65
5.239,-2.720885,2.472222,550.114129,-60.447049,1.110296,-0.356079,-0.002018,-0.109881,2.651
5.24,-2.720861,2.471163,550.117344,-60.381459,1.110037,-0.322372,-0.002018,-0.109761,2.652
5.241,-2.809188,2.471601,550.115402,-60.381164,1.105903,-0.339214,-0.00201,-0.109761,2.653
5.242,-2.808873,2.472284,550.112945,-60.381028,1.106088,-0.372858,-0.002011,-0.109761,2.654
5.243,-2.898023,2.472254,550.285245,-60.41364,1.078819,-0.35611,-0.00196,-0.109786,2.655
5.244,-2.810037,2.382205,550.288691,-60.409636,1.08262,-0.351173,-0.001967,-0.109778,2.656
5.245,-2.899144,2.38238,550.287193,-60.343771,1.07843,-0.367999,-0.00196,-0.109659,2.657
5.246,-2.898233,2.382548,549.943487,-60.34386,1.078331,-0.36805,-0.001961,-0.109727,2.658
5.247,-2.810413,2.382325,550.117216,-60.376926,1.059513,-0.351262,-0.001926,-0.109753,2.659
5.248,-2.899056,2.38208,550.11773,-60.376767,1.055196,-0.33446,-0.001918,-0.109752,2.66
5.249,-2.899521,2.3825,550.115718,-60.311062,1.055323,-0.368088,-0.001918,-0.109633,2.661
5.25,-2.899521,2.3825,550.115718,-60.311062,1.055323,-0.368088,-0.001918,-0.109633,2.662
5.251,-2.988498,2.471919,550.459059,-60.315017,1.005361,-0.339425,-0.001826,-0.109572,2.663
5.252,-2.989047,2.38259,550.116544,-60.310963,1.004948,-0.351427,-0.001827,-0.109633,2.664
5.253,-2.989148,2.294474,550.288105,-60.27391,0.98204,-0.339404,-0.001785,-0.109532,2.665
5.254,-2.990099,2.382762,550.289399,-60.278069,0.935864,-0.351561,-0.001701,-0.109539,2.666
5.255,-2.989891,2.382481,550.633418,-60.277824,0.935945,-0.351464,-0.0017,-0.10947,2.667
5.256,-2.989656,2.294689,550.459891,-60.30668,0.959089,-0.339458,-0.001742,-0.109557,2.668
5.257,-2.990032,2.294808,550.288416,-60.273971,0.935982,-0.339546,-0.001701,-0.109532,2.669
5.258,-2.990032,2.294808,550.288416,-60.273971,0.935982,-0.339546,-0.001701,-0.109532,2.67
5.259,-2.990032,2.294808,550.288416,-60.273971,0.935982,-0.339546,-0.001701,-0.109532,2.671
5.26,-2.902441,2.295225,550.460757,-60.241236,0.871215,-0.356482,-0.001583,-0.109438,2.672
5.261,-2.902037,2.295608,550.288837,-60.274096,0.848165,-0.356587,-0.001541,-0.109532,2.673
5.262,-2.902545,2.295822,550.460623,-60.306866,0.825215,-0.356641,-0.001499,-0.109557,2.674
5.263,-2.814593,2.295504,550.29109,-60.274452,0.806241,-0.339887,-0.001465,-0.109532,2.675
5.264,-2.814593,2.295504,550.29109,-60.274452,0.806241,-0.339887,-0.001465,-0.109532,2.676
5.265,-2.815505,2.295336,550.634796,-60.274363,0.80634,-0.339836,-0.001464,-0.109463,2.677
5.266,-2.726642,2.295185,550.121558,-60.242037,0.787267,-0.323134,-0.001431,-0.109507,2.678
5.267,-2.72715,2.295399,550.293344,-60.274808,0.764316,-0.323188,-0.001389,-0.109532,2.679
5.268,-2.639602,2.294698,550.295732,-60.209533,0.768392,-0.30633,-0.001396,-0.109413,2.68
5.269,-2.63977,2.294536,550.468276,-60.176579,0.745366,-0.306321,-0.001354,-0.109319,2.681
5.27,-2.639743,2.295038,550.124881,-60.176728,0.699209,-0.306515,-0.001271,-0.109387,2.682
5.271,-2.551074,2.384211,550.12532,-60.181322,0.703674,-0.277767,-0.001279,-0.109396,2.683
5.272,-2.462807,2.384574,549.953331,-60.148772,0.684884,-0.294658,-0.001245,-0.109371,2.684
5.273,-2.375013,2.295422,550.126106,-60.177403,0.665919,-0.32342,-0.00121,-0.109388,2.685
5.274,-2.374821,2.294525,549.956777,-60.144768,0.688686,-0.289722,-0.001252,-0.109363,2.686
5.275,-2.285837,2.38438,549.954759,-60.149226,0.693335,-0.294619,-0.001261,-0.109371,2.687
5.276,-2.286889,2.384553,550.127614,-60.116333,0.624251,-0.294752,-0.001135,-0.109277,2.688
5.277,-2.286315,2.296384,549.954845,-60.079463,0.64732,-0.282684,-0.001177,-0.109244,2.689
5.278,-2.198393,2.384276,549.957013,-60.149582,0.65141,-0.277919,-0.001184,-0.109371,2.69
5.279,-2.110611,2.383795,549.960025,-60.084213,0.609411,-0.261157,-0.001108,-0.109252,2.691
5.28,-2.110234,2.383676,550.1315,-60.116922,0.632518,-0.261069,-0.00115,-0.109277,2.692
5.281,-2.110611,2.383795,549.960025,-60.084213,0.609411,-0.261157,-0.001108,-0.109252,2.693
5.282,-2.110987,2.383915,549.78855,-60.051503,0.586303,-0.261246,-0.001066,-0.109227,2.694
5.283,-2.022659,2.383477,549.790492,-60.051798,0.590437,-0.244404,-0.001074,-0.109227,2.695
5.284,-2.022761,2.295361,549.962054,-60.014745,0.567529,-0.232381,-0.001032,-0.109125,2.696
5.285,-2.022761,2.295361,549.962054,-60.014745,0.567529,-0.232381,-0.001032,-0.109125,2.697
5.286,-2.022761,2.295361,549.962054,-60.014745,0.567529,-0.232381,-0.001032,-0.109125,2.698
5.287,-2.022523,2.384656,549.616665,-59.953658,0.61378,-0.220414,-0.001117,-0.109083,2.699
5.288,-1.934364,2.384056,549.791152,-59.920999,0.594888,-0.203564,-0.001082,-0.108989,2.7
5.289,-1.9346,2.383835,549.790528,-59.921094,0.640964,-0.203468,-0.001166,-0.108989,2.701
5.29,-2.022692,2.384494,549.789209,-59.920704,0.590755,-0.220406,-0.001075,-0.108989,2.702
5.291,-2.022561,2.384399,549.445948,-59.855223,0.590598,-0.220441,-0.001075,-0.108937,2.703
5.292,-2.023303,2.384392,549.61711,-59.888089,0.613723,-0.220398,-0.001117,-0.108963,2.704
5.293,-1.934233,2.38396,549.447891,-59.855518,0.594732,-0.203599,-0.001082,-0.108938,2.705
5.294,-1.845148,2.561931,549.274312,-59.89703,0.622289,-0.220519,-0.001133,-0.109048,2.706
5.295,-1.84572,2.561386,549.618776,-59.831216,0.622313,-0.220406,-0.001132,-0.108859,2.707
5.296,-1.934398,2.650872,549.446311,-59.802646,0.595221,-0.191786,-0.001083,-0.108842,2.708
5.297,-1.845563,2.650219,549.276468,-59.77017,0.622305,-0.174891,-0.001133,-0.108816,2.709
5.298,-1.84582,2.650357,549.618475,-59.70422,0.622513,-0.208422,-0.001133,-0.108628,2.71
5.299,-1.756747,2.739913,549.446994,-59.741673,0.603928,-0.179779,-0.001099,-0.108731,2.711
5.3,-1.84582,2.650357,549.618475,-59.70422,0.622513,-0.208422,-0.001133,-0.108628,2.712
5.301,-1.846196,2.650477,549.447,-59.67151,0.599406,-0.20851,-0.001091,-0.108603,2.713
5.302,-1.845377,2.828084,549.445411,-59.745572,0.645753,-0.208539,-0.001175,-0.108738,2.714
5.303,-1.757594,2.827603,549.448422,-59.680203,0.603753,-0.191778,-0.001099,-0.108618,2.715
5.304,-1.757087,2.827388,549.276636,-59.647432,0.626704,-0.191724,-0.001141,-0.108593,2.716
5.305,-1.757426,2.827765,549.275878,-59.713158,0.626779,-0.191786,-0.001141,-0.108713,2.717
5.306,-1.757525,2.916736,549.275578,-59.586162,0.626979,-0.179802,-0.001141,-0.108481,2.718
5.307,-1.934161,2.827266,548.931323,-59.581593,0.664173,-0.191703,-0.00121,-0.108541,2.719
5.308,-1.845518,2.82751,548.930809,-59.581752,0.668491,-0.208505,-0.001218,-0.108541,2.72
5.309,-1.845922,2.827128,549.102729,-59.548893,0.691541,-0.2084,-0.001259,-0.108448,2.721
5.31,-1.757253,2.9163,549.103168,-59.553486,0.696006,-0.179653,-0.001268,-0.108456,2.722
5.311,-1.756992,2.739023,548.588507,-59.512468,0.672585,-0.179683,-0.001226,-0.108483,2.723
5.312,-1.756992,2.739023,548.588507,-59.512468,0.672585,-0.179683,-0.001226,-0.108483,2.724
5.313,-1.845347,2.738959,548.92996,-59.512023,0.714609,-0.196332,-0.001302,-0.108415,2.725
5.314,-1.845246,2.827075,548.758399,-59.549077,0.737517,-0.208355,-0.001344,-0.108516,2.726
5.315,-1.845622,2.827194,548.586924,-59.516367,0.71441,-0.208444,-0.001302,-0.10849,2.727
5.316,-1.845963,2.737583,548.588427,-59.512068,0.714078,-0.220349,-0.001302,-0.108482,2.728
5.317,-1.845896,2.649629,548.587444,-59.507969,0.714196,-0.208335,-0.001302,-0.108475,2.729
5.318,-1.845896,2.649629,548.587444,-59.507969,0.714196,-0.208335,-0.001302,-0.108475,2.73
5.319,-1.846708,2.64759,548.761851,-59.47491,0.736796,-0.23215,-0.001343,-0.10838,2.731
5.32,-1.934975,2.647226,548.93384,-59.50746,0.755586,-0.215259,-0.001376,-0.108406,2.732
5.321,-1.845924,2.649127,548.930839,-59.507819,0.760353,-0.208141,-0.001385,-0.108407,2.733
5.322,-1.934593,2.559955,548.9304,-59.503226,0.755888,-0.236889,-0.001377,-0.108398,2.734
5.323,-1.934969,2.560074,548.758925,-59.470516,0.732781,-0.236977,-0.001335,-0.108373,2.735
5.324,-1.934593,2.559955,548.9304,-59.503226,0.755888,-0.236889,-0.001377,-0.108398,2.736
5.325,-2.023235,2.559711,548.930914,-59.503066,0.751571,-0.220086,-0.001369,-0.108398,2.737
5.326,-1.846475,2.46981,548.590586,-59.433741,0.759533,-0.231988,-0.001385,-0.108339,2.738
5.327,-1.846162,2.558919,548.932477,-59.43789,0.806022,-0.219889,-0.001468,-0.108279,2.739
5.328,-1.934424,2.560117,548.757856,-59.53618,0.778914,-0.236897,-0.001419,-0.108493,2.74
5.329,-2.023408,2.470262,548.759874,-59.531722,0.774264,-0.232001,-0.001411,-0.108484,2.741
5.33,-1.93483,2.469747,548.932038,-59.433296,0.801557,-0.248636,-0.00146,-0.108271,2.742
5.331,-1.934426,2.470129,548.760118,-59.466156,0.778507,-0.248741,-0.001419,-0.108365,2.743
5.332,-1.935169,2.470123,548.93128,-59.499022,0.801632,-0.248698,-0.00146,-0.108391,2.744
5.333,-2.023847,2.559609,548.758815,-59.470452,0.774539,-0.220079,-0.001411,-0.108373,2.745
5.334,-2.024251,2.559227,548.930735,-59.437592,0.797589,-0.219974,-0.001453,-0.108279,2.746
5.335,-2.024592,2.469616,548.932239,-59.433293,0.797257,-0.23188,-0.001452,-0.108271,2.747
5.336,-1.935232,2.559351,549.101696,-59.470461,0.825014,-0.236688,-0.001502,-0.108305,2.748
5.337,-2.022648,2.559957,548.756047,-59.470255,0.820782,-0.253581,-0.001496,-0.108373,2.749
5.338,-2.023367,2.558892,548.930424,-59.437531,0.843647,-0.219832,-0.001537,-0.108279,2.75
5.339,-2.112202,2.559546,549.100268,-59.470007,0.816563,-0.236727,-0.001487,-0.108304,2.751
5.34,-2.02403,2.647361,549.272656,-59.441405,0.843813,-0.265439,-0.001536,-0.108218,2.752
5.341,-2.023963,2.559407,549.271673,-59.437306,0.843931,-0.253425,-0.001536,-0.108211,2.753
5.342,-2.023689,2.736972,549.271153,-59.445704,0.844145,-0.253534,-0.001537,-0.108227,2.754
5.343,-2.02403,2.647361,549.272656,-59.441405,0.843813,-0.265439,-0.001536,-0.108218,2.755
5.344,-2.113049,2.647236,549.101695,-59.408536,0.816388,-0.248726,-0.001487,-0.108192,2.756
5.345,-2.02403,2.647361,549.272656,-59.441405,0.843813,-0.265439,-0.001536,-0.108218,2.757
5.346,-2.112331,2.736727,549.271667,-59.445545,0.839827,-0.236732,-0.001529,-0.108226,2.758
5.347,-2.201143,2.736322,549.444725,-59.412431,0.812484,-0.219921,-0.001479,-0.108132,2.759
5.348,-2.113074,2.824734,549.61698,-59.44946,0.793733,-0.248791,-0.001444,-0.108165,2.76
5.349,-2.200894,2.824958,549.443251,-59.416394,0.81255,-0.26558,-0.001479,-0.108139,2.761
5.35,-2.201125,2.914024,549.786211,-59.354879,0.812907,-0.253561,-0.001479,-0.10796,2.762
5.351,-2.201633,2.914239,549.957997,-59.387649,0.789956,-0.253614,-0.001436,-0.107986,2.763
5.352,-2.113513,2.914082,549.615921,-59.388189,0.794008,-0.23687,-0.001445,-0.108054,2.764
5.353,-2.024089,3.091676,549.4431,-59.363976,0.82149,-0.253727,-0.001495,-0.108044,2.765
5.354,-2.112524,3.09115,549.787633,-59.363571,0.817254,-0.236828,-0.001486,-0.107975,2.766
5.355,-2.112559,3.180881,549.614655,-59.33516,0.794479,-0.225011,-0.001446,-0.107958,2.767
5.356,-2.201166,3.090906,549.788148,-59.363412,0.812936,-0.220026,-0.001479,-0.107975,2.768
5.357,-2.200892,3.268471,549.787627,-59.37181,0.813151,-0.220135,-0.001479,-0.10799,2.769
5.358,-2.200892,3.268471,549.787627,-59.37181,0.813151,-0.220135,-0.001479,-0.10799,2.77
5.359,-2.112988,3.357996,550.301859,-59.343224,0.794873,-0.224972,-0.001444,-0.107838,2.771
5.36,-2.112104,3.357662,550.301548,-59.343163,0.840931,-0.22483,-0.001528,-0.107838,2.772
5.361,-2.20119,3.445491,550.13157,-59.314393,0.813389,-0.22013,-0.001479,-0.107819,2.773
5.362,-2.201018,3.53494,550.302611,-59.285737,0.790695,-0.208216,-0.001437,-0.107733,2.774
5.363,-2.20051,3.534725,550.130825,-59.252967,0.813646,-0.208163,-0.001479,-0.107707,2.775
5.364,-2.112271,3.534587,550.30223,-59.220266,0.841013,-0.22486,-0.001528,-0.107614,2.776
5.365,-2.200369,3.534385,550.301676,-59.285771,0.882829,-0.207978,-0.001604,-0.107733,2.777
5.366,-2.289557,3.534099,550.303259,-59.219948,0.832378,-0.191256,-0.001513,-0.107613,2.778
5.367,-2.200745,3.534504,550.130201,-59.253062,0.859722,-0.208067,-0.001563,-0.107707,2.779
5.368,-2.289455,3.622214,550.131698,-59.257001,0.855286,-0.203279,-0.001555,-0.107714,2.78
5.369,-2.200406,3.534128,550.130959,-59.187336,0.859647,-0.208005,-0.001563,-0.107588,2.781
5.37,-2.288673,3.533765,550.302948,-59.219887,0.878436,-0.191114,-0.001596,-0.107613,2.782
5.371,-2.288839,3.62359,550.47323,-59.256956,0.855818,-0.179262,-0.001555,-0.107647,2.783
5.372,-2.288906,3.711544,550.474213,-59.261055,0.8557,-0.191276,-0.001554,-0.107655,2.784
5.373,-2.377042,3.711085,550.302941,-59.228125,0.874333,-0.17442,-0.001589,-0.107628,2.785
5.374,-2.288399,3.711329,550.302427,-59.228284,0.878651,-0.191223,-0.001597,-0.107629,2.786
5.375,-2.287515,3.710995,550.302116,-59.228224,0.924709,-0.191081,-0.00168,-0.107629,2.787
5.376,-2.377042,3.711085,550.302941,-59.228125,0.874333,-0.17442,-0.001589,-0.107628,2.788
5.377,-2.377042,3.711085,550.302941,-59.228125,0.874333,-0.17442,-0.001589,-0.107628,2.789
5.378,-2.37721,3.710923,550.475485,-59.19517,0.851307,-0.174412,-0.001546,-0.107535,2.79
5.379,-2.465278,3.622511,550.30323,-59.158142,0.870059,-0.145542,-0.001581,-0.107501,2.791
5.38,-2.376636,3.622755,550.302716,-59.158301,0.874376,-0.162344,-0.001589,-0.107501,2.792
5.381,-2.46547,3.623408,550.47256,-59.190777,0.847292,-0.179239,-0.001539,-0.107527,2.793
5.382,-2.465786,3.622725,550.475016,-59.190912,0.847108,-0.145595,-0.001539,-0.107527,2.794
5.383,-2.37721,3.710923,550.475485,-59.19517,0.851307,-0.174412,-0.001546,-0.107535,2.795
