Time,M024X,M024Y,M024Z,M025X,M025Y,M025Z,M026X,M026Y,M026Z,M027X,M027Y,M027Z,M028X,M028Y,M028Z,M029X,M029Y,M029Z,M030X,M030Y,M030Z,,,,
4.6417,215.39,-96.7712,1091.46,212.788,-86.4308,934.721,187.005,-121.492,432.209,177.485,-211.52,28.9333,142.273,-252.436,-9.7537,212.419,-100.38,-28.1752,171.232,-4.6075,-25.4048,,,,
4.65,215.956,-96.5236,1091.91,212.669,-85.4642,934.912,186.944,-120.602,431.986,177.504,-211.532,28.9325,142.21,-252.339,-9.66656,212.323,-100.383,-28.2243,171.088,-4.46975,-25.4543,,,,
4.6583,216.493,-96.355,1092.36,212.649,-84.6049,935.008,186.908,-119.637,431.789,177.526,-211.477,28.912,142.082,-252.268,-9.62847,212.316,-100.234,-28.1926,171.173,-4.40228,-25.3994,,,,
4.6667,216.94,-96.1585,1092.72,212.68,-83.8561,935.087,186.905,-118.621,431.781,177.605,-211.32,29.0098,142.146,-252.282,-9.6131,212.284,-100.243,-28.2885,171.104,-4.44686,-25.5344,,,,
4.675,217.299,-95.9886,1093.01,212.74,-83.2185,935.155,186.625,-117.854,431.601,177.466,-211.277,28.9759,142.124,-252.243,-9.54556,212.213,-100.202,-28.2487,171.015,-4.21286,-25.5199,,,,
4.6833,217.653,-95.8685,1093.22,212.859,-82.6842,935.194,186.55,-117.114,431.555,177.302,-211.018,29.0424,142.09,-252.162,-9.41426,212.06,-100.057,-28.2356,170.956,-3.97342,-25.5533,,,,
4.6917,217.908,-95.7429,1093.29,213.035,-82.1996,935.235,186.427,-116.349,431.513,177.187,-210.738,28.9977,142.114,-252.168,-9.39935,212.117,-100.048,-28.079,170.876,-4.05145,-25.3944,,,,
4.7,218.229,-95.5486,1093.26,213.299,-81.7906,935.265,186.376,-115.697,431.444,177.091,-210.5,28.9183,141.785,-252.196,-9.41199,212.014,-100.001,-28.1329,170.683,-3.8932,-25.3957,,,,
4.7083,218.328,-95.5488,1093.17,213.549,-81.5124,935.2,186.295,-115.05,431.382,177.007,-210.25,28.9779,142,-252.111,-9.34267,211.957,-99.9728,-28.0875,170.776,-3.97664,-25.3699,,,,
4.7167,218.49,-95.5158,1093.03,213.855,-81.2163,935.147,185.813,-114.48,430.999,176.928,-210.139,28.9172,142.12,-251.801,-9.29409,211.844,-99.8955,-28.1517,170.705,-3.87037,-25.5666,,,,
4.725,218.675,-95.4437,1092.85,214.081,-80.9708,935.03,185.655,-114.108,430.924,176.944,-210.126,28.9177,141.851,-252.006,-9.20516,211.888,-99.8872,-28.065,170.68,-3.86137,-25.396,,,,
4.7333,218.855,-95.3966,1092.72,214.312,-80.6956,934.976,185.806,-113.577,430.931,176.882,-210.072,28.9687,141.826,-251.926,-9.15939,211.835,-99.8776,-28.0722,170.59,-3.74854,-25.5571,,,,
4.7417,218.94,-95.4693,1092.51,214.488,-80.4222,934.825,185.712,-113.194,430.72,176.906,-210.092,28.9173,141.858,-251.993,-9.13298,211.973,-99.6928,-27.9452,170.575,-3.70544,-25.5258,,,,
4.75,218.832,-95.7342,1092.49,214.689,-80.041,934.784,185.781,-112.819,430.692,176.914,-210.046,28.938,141.818,-252.246,-8.94695,211.756,-99.8265,-28.0681,170.734,-3.80748,-25.3375,,,,
4.7583,218.976,-95.6529,1092.38,214.829,-79.5908,934.703,185.84,-112.552,430.582,177.005,-210.116,28.9315,141.852,-251.98,-9.16129,211.725,-99.8992,-28.0121,170.574,-3.77858,-25.3028,,,,
4.7667,219.062,-95.6709,1092.38,214.731,-79.2533,934.643,186.078,-112.216,430.49,177.071,-210.159,28.9251,141.819,-251.902,-9.05633,211.756,-99.8253,-28.1111,170.319,-3.74335,-25.5997,,,,
4.775,218.914,-95.6926,1092.5,214.574,-78.8276,934.61,186.25,-112.099,430.567,177.119,-210.125,28.9503,141.955,-252.017,-9.20248,211.846,-99.8776,-28.0463,170.732,-3.70771,-25.3245,,,,
4.7833,218.797,-95.5737,1092.65,214.491,-78.2952,934.613,186.406,-111.874,430.465,177.142,-210.138,28.8693,141.993,-251.996,-9.15742,211.853,-99.7904,-28.0662,170.658,-3.85088,-25.5008,,,,
4.7917,218.651,-95.4177,1092.92,214.357,-77.81,934.587,186.514,-111.765,430.412,177.124,-210.115,28.845,141.984,-252.022,-9.22316,211.89,-99.9517,-27.9673,170.6,-3.91245,-25.3136,,,,
4.8,218.364,-95.1974,1093.18,214.243,-77.2346,934.503,186.916,-111.551,430.603,177.098,-210.06,28.9273,141.955,-252.015,-9.21678,211.853,-99.8226,-28.0804,170.637,-3.86971,-25.4271,,,,
4.8083,218.087,-94.838,1093.47,214.061,-76.6969,934.559,186.758,-111.488,430.438,177.183,-210.003,28.9772,141.926,-252.025,-9.1927,211.902,-99.8207,-28.1346,170.661,-3.96782,-25.5353,,,,
4.8167,217.651,-94.5526,1093.8,213.931,-76.3164,934.494,187.078,-111.234,430.492,177.028,-209.999,28.9949,141.91,-251.969,-9.11546,211.875,-99.8326,-28.101,170.695,-3.84092,-25.4703,,,,
4.825,217.275,-94.1825,1094.15,213.793,-75.9255,934.525,186.699,-111.329,430.208,176.974,-210.025,28.9186,141.91,-252.006,-9.14854,211.889,-99.7968,-28.0748,170.72,-3.73167,-25.4094,,,,
4.8333,216.838,-93.8169,1094.5,213.587,-75.5629,934.495,186.66,-111.239,430.143,176.966,-210.029,28.9254,141.857,-251.951,-9.07385,211.916,-99.8556,-28.081,170.672,-3.73924,-25.523,,,,
4.8417,216.271,-93.5656,1094.82,213.401,-75.1523,934.553,187.113,-110.886,430.449,176.951,-210.082,28.9787,141.644,-252.117,-9.26071,211.877,-99.8579,-28.0132,170.668,-3.79992,-25.3019,,,,
4.85,215.678,-93.3329,1095.1,213.25,-74.8377,934.495,186.724,-110.87,430.276,176.955,-210.065,29.0236,141.902,-251.994,-9.09752,211.904,-99.8315,-28.0929,170.671,-3.76588,-25.4618,,,,
4.8583,215.12,-93.1147,1095.31,212.941,-74.447,934.472,186.549,-110.626,430.249,176.961,-210.053,29.0736,142.146,-251.808,-9.25696,211.861,-99.8131,-28.0849,170.76,-3.85278,-25.3326,,,,
4.8667,214.438,-93.0242,1095.51,212.583,-74.1174,934.507,186.73,-110.188,430.455,176.946,-210.005,29.1468,141.889,-251.991,-9.08661,211.955,-99.841,-28.0732,170.702,-3.75587,-25.5077,,,,
4.875,213.851,-92.8497,1095.7,212.165,-73.6982,934.522,185.998,-110.104,430.314,176.922,-210.014,29.1352,141.854,-251.874,-9.02724,211.923,-99.8319,-28.0973,170.752,-3.72231,-25.5562,,,,
4.8833,213.055,-92.8836,1095.83,211.629,-73.3936,934.599,185.722,-109.779,430.369,176.928,-210.02,29.1969,141.853,-251.892,-8.9854,212.067,-99.7135,-28.0026,170.697,-3.71367,-25.5278,,,,
4.8917,212.226,-93.0014,1095.99,211.074,-73.025,934.693,185.324,-109.429,430.319,176.906,-210.005,29.1613,141.835,-252.218,-8.90428,211.958,-99.8408,-28.0085,170.841,-3.78823,-25.228,,,,
4.9,211.577,-92.8338,1096.04,210.542,-72.5287,934.725,184.862,-109.177,430.338,176.836,-209.968,29.2087,141.826,-251.887,-8.94576,211.852,-99.8331,-28.0879,170.713,-3.74204,-25.4264,,,,
4.9083,210.747,-92.882,1096.12,209.64,-72.1778,934.928,184.598,-108.763,430.43,176.729,-209.871,29.3075,141.705,-251.844,-8.92371,211.926,-99.8109,-28.0384,170.635,-3.67016,-25.3937,,,,
4.9167,209.778,-92.9124,1096.21,208.781,-71.7656,935.032,184.272,-108.352,430.331,176.64,-209.814,29.3372,141.748,-251.837,-8.85922,211.906,-99.8272,-28.1187,170.792,-3.5888,-25.505,,,,
4.925,208.838,-92.8709,1096.27,207.915,-71.1958,935.113,183.8,-108.146,430.344,176.579,-209.754,29.3823,141.741,-251.87,-8.89915,211.959,-99.8003,-28.0299,170.749,-3.65818,-25.3918,,,,
4.9333,207.796,-92.9269,1096.42,206.96,-70.7562,935.199,183.095,-108.235,430.582,176.498,-209.736,29.498,141.706,-251.844,-8.84628,211.938,-99.8587,-28.0314,170.702,-3.63845,-25.5597,,,,
4.9417,206.722,-92.9207,1096.53,206.007,-70.0803,935.227,182.395,-108.196,430.65,176.384,-209.735,29.5587,141.681,-251.843,-8.82399,211.968,-99.7553,-28.0405,170.688,-3.64327,-25.5251,,,,
4.95,205.52,-92.9482,1096.62,204.848,-69.4348,935.38,181.719,-108.207,430.849,176.401,-209.67,29.7511,141.614,-251.787,-8.71301,211.994,-99.7962,-28.0784,170.704,-3.72392,-25.525,,,,
4.9583,204.265,-92.9517,1096.74,203.716,-68.9871,935.411,180.999,-108.01,430.813,176.19,-209.779,29.7881,141.54,-251.801,-8.77225,211.918,-99.7818,-27.9963,170.787,-3.70091,-25.354,,,,
4.9667,203.04,-92.8937,1096.88,202.472,-68.4366,935.567,180.507,-107.512,430.674,176.01,-209.862,29.8849,141.475,-251.743,-8.63266,211.852,-99.7246,-28.0939,170.796,-3.50559,-25.5594,,,,
4.975,201.555,-92.8676,1097.01,201.151,-67.8695,935.674,179.465,-107.7,430.995,175.921,-209.838,30.0232,141.415,-251.74,-8.63433,211.907,-99.807,-27.9746,170.83,-3.60078,-25.3822,,,,
4.9833,200.189,-92.723,1097.16,199.713,-67.3484,935.77,178.536,-107.599,431.002,175.852,-209.938,30.0835,141.234,-251.793,-8.60345,211.875,-99.8158,-28.0129,170.741,-3.5491,-25.5316,,,,
4.9917,198.705,-92.5971,1097.36,198.376,-66.9417,935.765,177.678,-107.344,431.096,175.762,-209.906,30.2442,141.404,-251.724,-8.56793,211.9,-99.8129,-27.959,170.838,-3.57819,-25.3583,,,,
5,197.113,-92.5084,1097.63,196.962,-66.4653,935.739,176.863,-107.109,431.272,175.578,-209.817,30.4444,141.544,-251.477,-8.58766,211.8,-99.7451,-28.0619,170.802,-3.56805,-25.5181,,,,
5.0083,195.566,-92.3391,1097.91,195.576,-66.0414,935.791,175.859,-106.831,431.299,175.474,-209.777,30.5778,141.2,-251.606,-8.33005,211.796,-99.7561,-28.0473,170.837,-3.56466,-25.5094,,,,
5.0167,194.087,-92.0631,1098.33,194.004,-65.6695,935.91,174.873,-106.479,431.495,175.289,-209.716,30.7634,141.083,-251.447,-8.13168,211.83,-99.7405,-28.0175,170.904,-3.47805,-25.5531,,,,
5.025,192.329,-92.0783,1098.62,192.423,-65.392,936.043,173.786,-106.203,431.414,175.113,-209.696,30.9098,140.972,-251.515,-8.11958,212.039,-99.6252,-27.7964,170.898,-3.49635,-25.3896,,,,
5.0333,190.652,-92.0825,1099.04,190.952,-65.0319,936.273,172.693,-106.033,431.536,174.88,-209.633,31.0559,140.804,-251.687,-7.79211,211.743,-99.7438,-27.9784,170.998,-3.5271,-25.4208,,,,
5.0417,188.96,-91.9599,1099.39,189.812,-64.6263,936.326,171.74,-105.75,431.767,174.627,-209.588,31.2755,140.754,-251.407,-7.86346,211.676,-99.8326,-27.9081,170.939,-3.36087,-25.3816,,,,
5.05,187.278,-92.0055,1099.68,187.965,-64.7355,936.574,170.428,-105.549,431.744,174.412,-209.532,31.4319,140.508,-251.267,-7.6617,211.66,-99.7514,-27.9511,170.783,-3.30704,-25.6393,,,,
5.0583,185.543,-92.0178,1100.06,186.419,-64.7278,936.615,169.416,-105.097,431.789,174.192,-209.479,31.6262,140.407,-251.27,-7.63917,211.618,-99.7609,-27.8755,171.105,-3.21043,-25.3427,,,,
5.0667,183.649,-92.1246,1100.34,185.032,-64.4395,936.841,168.419,-104.526,431.852,173.97,-209.418,31.8774,140.267,-251.222,-7.48414,211.53,-99.7505,-27.9166,170.944,-3.31169,-25.5464,,,,
5.075,181.977,-92.1898,1100.67,183.563,-64.3659,937.011,167.149,-103.955,431.772,173.755,-209.357,32.0263,140.104,-251.148,-7.32553,211.424,-99.8132,-27.8183,170.914,-3.33297,-25.5459,,,,
5.0833,180.085,-92.4249,1101.01,182.14,-64.3691,937.092,166.051,-103.208,431.861,173.538,-209.24,32.2462,139.963,-251.045,-7.12663,211.392,-99.6947,-27.8378,170.929,-3.26413,-25.6092,,,,
5.0917,178.388,-92.5839,1101.3,180.655,-64.4752,937.259,164.907,-102.343,431.866,173.424,-209.108,32.4835,139.88,-251.073,-7.0588,211.364,-99.7266,-27.7419,171.002,-3.19326,-25.4458,,,,
5.1,176.731,-92.7827,1101.62,179.266,-64.74,937.275,163.77,-101.404,431.844,173.075,-209.052,32.6579,139.668,-250.913,-6.81299,211.181,-99.6947,-27.7745,170.959,-3.12507,-25.5173,,,,
5.1083,174.811,-93.1231,1101.93,177.876,-64.9742,937.47,162.68,-100.392,431.795,172.738,-208.917,32.9294,139.474,-250.843,-6.71065,211.07,-99.616,-27.7087,171.022,-2.93559,-25.4229,,,,
5.1167,173.021,-93.44,1102.2,176.395,-65.1967,937.62,161.392,-99.5979,431.685,172.55,-208.805,33.0939,139.311,-250.741,-6.43015,210.977,-99.6459,-27.7492,170.942,-2.98667,-25.5389,,,,
5.125,171.297,-93.7428,1102.46,174.855,-65.493,937.94,160.282,-98.7633,431.637,172.355,-208.745,33.3068,139.008,-250.806,-6.39981,210.918,-99.6585,-27.611,170.919,-2.89571,-25.4442,,,,
5.1333,169.419,-94.1818,1102.66,173.675,-66.0065,938.062,159.235,-97.9171,431.706,172.086,-208.58,33.5847,139.04,-250.643,-6.18184,210.84,-99.6838,-27.6561,170.937,-2.91806,-25.5454,,,,
5.1417,167.591,-94.5899,1102.8,172.301,-66.4461,938.217,158.056,-97.1068,431.576,171.892,-208.521,33.7996,139.205,-250.447,-6.04594,210.689,-99.6017,-27.6726,170.932,-2.84857,-25.5895,,,,
5.15,165.775,-95.0806,1102.91,171.029,-66.8997,938.453,157.102,-96.4784,431.733,171.751,-208.388,34.007,138.769,-250.484,-5.7447,210.718,-99.6404,-27.6049,171.006,-2.85697,-25.5366,,,,
5.1583,164.017,-95.5275,1102.95,169.692,-67.3908,938.626,155.859,-95.8123,431.778,171.583,-208.289,34.1698,138.63,-250.314,-5.56093,210.732,-99.5967,-27.4896,171.081,-2.75743,-25.3946,,,,
5.1667,162.264,-95.9961,1102.96,168.229,-67.8861,938.715,155.071,-95.071,431.663,171.382,-208.209,34.4155,138.496,-250.319,-5.35542,210.803,-99.446,-27.466,171.023,-2.832,-25.5069,,,,
5.175,160.405,-96.5984,1103.12,166.972,-68.2664,938.904,154.341,-94.3774,431.748,171.086,-208.051,34.6529,138.343,-250.37,-5.14764,210.601,-99.5866,-27.4584,171.182,-2.83051,-25.3676,,,,
5.1833,158.709,-96.9187,1103.21,166,-68.4513,938.918,153.335,-93.6245,431.736,170.918,-207.999,34.9159,138.244,-250.153,-4.90421,210.459,-99.7064,-27.4757,171.057,-2.83265,-25.5061,,,,
5.1917,157.081,-97.2438,1103.36,164.713,-68.8379,939.008,152.4,-92.9109,431.743,170.718,-207.931,35.205,138.076,-250.101,-4.68504,210.478,-99.6276,-27.3336,171.014,-2.74926,-25.4742,,,,
5.2,155.235,-97.6094,1103.66,163.291,-69.3588,939.047,151.606,-92.1528,431.858,170.529,-207.791,35.5757,137.948,-250.047,-4.43768,210.385,-99.616,-27.4123,171.134,-2.80595,-25.4555,,,,
5.2083,153.556,-97.7611,1103.97,161.961,-69.6045,939.302,150.764,-91.3013,431.91,170.322,-207.697,35.883,137.777,-249.947,-4.18329,210.277,-99.6084,-27.3576,171.165,-2.81596,-25.4446,,,,
5.2167,151.808,-97.9706,1104.33,160.8,-69.7613,939.393,150.146,-90.4221,432.097,170.091,-207.623,36.2302,137.596,-249.808,-3.86089,210.099,-99.7598,-27.2667,171.115,-2.91884,-25.4446,,,,
5.225,150.067,-98.1357,1104.74,159.141,-70.6204,939.731,149.367,-89.4428,432.131,169.861,-207.556,36.51,137.439,-249.781,-3.66509,210.083,-99.6237,-27.1078,171.205,-2.88516,-25.3545,,,,
5.2333,148.452,-98.261,1105.17,157.845,-71.1378,939.958,148.759,-88.2744,432.212,169.673,-207.406,36.856,137.282,-249.676,-3.40152,209.934,-99.7313,-27.0963,171.121,-3.08001,-25.467,,,,
5.2417,146.689,-98.5294,1105.6,156.62,-71.5289,940.216,148.271,-86.8036,432.324,169.34,-207.267,37.163,137.114,-249.656,-3.19982,209.793,-99.6267,-26.8442,171.236,-3.11911,-25.2861,,,,
5.25,145.12,-98.7374,1105.97,155.297,-72.2786,940.554,147.834,-85.0235,432.206,168.963,-207.081,37.4624,136.9,-249.562,-2.8702,209.538,-99.5051,-26.8139,171.245,-3.1119,-25.3385,,,,
5.2583,143.612,-99.0381,1106.24,153.987,-72.7341,940.623,146.953,-83.2682,432.139,168.706,-206.818,37.7721,136.703,-249.482,-2.63798,209.447,-99.6006,-26.5325,171.25,-3.20208,-25.1878,,,,
5.2667,142.051,-99.4838,1106.49,152.721,-73.477,940.802,146.362,-81.1027,431.958,168.369,-206.563,38.1454,136.331,-249.465,-2.34872,209.19,-99.5812,-26.422,171.163,-3.29512,-25.2587,,,,
5.275,140.777,-99.8554,1106.6,151.796,-74.3761,940.786,145.507,-78.5356,431.812,168.012,-206.232,38.5684,136.166,-249.216,-1.8425,208.95,-99.5809,-26.1967,171.218,-3.27462,-25.3634,,,,
5.2833,139.388,-100.418,1106.71,150.947,-75.2532,940.808,144.738,-75.7832,431.617,167.547,-205.772,39.0808,135.989,-249.01,-1.30928,208.625,-99.5465,-26.0333,171.165,-3.37112,-25.3175,,,,
5.2917,138.073,-101.021,1106.74,149.806,-76.3732,940.768,143.964,-72.8803,431.419,167.163,-205.319,39.5903,135.487,-248.907,-0.681519,208.507,-99.4084,-25.5535,171.214,-3.48222,-25.0348,,,,
5.3,136.896,-101.598,1106.69,148.94,-77.5217,940.614,143.083,-69.8097,431.267,166.632,-204.783,40.2785,135.092,-248.547,0.213027,208.125,-99.3707,-25.2958,171.193,-3.52877,-25.1377,,,,
5.3083,135.625,-102.406,1106.56,148.211,-78.7336,940.427,142.52,-66.5633,431.112,165.882,-204.124,41.0485,134.492,-248.441,0.906408,207.942,-99.1099,-24.6209,171.15,-3.59821,-24.9435,,,,
5.3167,134.479,-103.232,1106.38,147.273,-80.2022,940.107,141.846,-63.3841,431.067,165.07,-203.5,41.7637,133.663,-248.217,1.96481,207.308,-99.709,-24.3986,171.219,-3.85052,-24.9165,,,,
5.325,133.571,-103.891,1106.16,146.623,-81.5765,939.845,140.893,-60.0799,430.972,164.279,-202.828,42.6158,132.715,-247.744,2.95877,207.544,-100.547,-24.1446,171.111,-3.90011,-24.8266,,,,
5.3333,132.547,-104.83,1105.94,146.066,-82.9651,939.524,140.248,-56.7528,431.191,163.242,-202.062,43.648,131.631,-247.421,4.13966,207.835,-100.893,-24.3291,170.977,-4.16082,-24.9164,,,,
5.3417,131.786,-105.544,1105.88,145.315,-84.4735,939.164,139.341,-53.6624,431.349,162.068,-201.352,44.6871,130.289,-246.985,5.40972,206.474,-100.748,-23.4655,171.292,-4.6131,-24.572,,,,
5.35,130.914,-106.426,1105.78,144.796,-85.7567,938.948,138.805,-50.5205,431.803,160.731,-200.675,45.8553,128.778,-246.525,6.75303,205.232,-100.844,-22.3984,171.481,-5.14674,-24.3115,,,,
5.3583,130.248,-107.22,1105.73,144.248,-87.0184,938.678,138.082,-47.5624,432.21,159.278,-200.09,47.0095,127.085,-246.075,8.04317,204.386,-101.283,-21.3724,171.716,-5.7019,-23.867,,,,
5.3667,129.73,-108.025,1105.71,143.668,-88.4134,938.613,137.359,-44.7455,432.72,157.635,-199.473,48.2268,125.199,-245.429,9.43202,203.282,-101.24,-20.3845,171.583,-5.82641,-23.7083,,,,
5.375,129.06,-108.918,1105.79,143.189,-89.6906,938.61,136.521,-42.4284,433.123,155.799,-198.767,49.4434,123.215,-244.738,10.5861,202.403,-101.425,-19.0395,171.284,-6.14369,-23.1328,,,,
5.3833,128.511,-109.772,1105.85,142.688,-90.8511,938.689,136.125,-39.5506,433.899,153.854,-198.016,50.5192,121.128,-243.893,11.8027,201.446,-101.161,-17.5182,170.823,-6.01309,-22.6706,,,,
5.3917,128.051,-110.592,1105.99,142.162,-91.8869,938.793,135.913,-36.8925,434.39,151.792,-197.229,51.5672,118.985,-242.928,12.6196,201.098,-100.597,-16.3792,170.596,-5.36406,-21.6036,,,,
5.4,127.564,-111.524,1106.19,141.699,-92.8211,938.935,135.192,-35.3478,435.228,149.816,-196.28,52.5351,116.787,-241.818,13.3678,199.323,-99.9221,-14.8816,169.472,-4.49258,-19.9105,,,,
5.4083,127.216,-112.263,1106.39,141.248,-93.7022,939.159,134.437,-33.8581,435.823,147.796,-195.282,53.296,114.578,-240.634,13.9754,197.274,-98.8211,-13.3319,167.851,-3.05462,-17.8642,,,,
5.4167,126.78,-113.108,1106.64,140.86,-94.5451,939.431,133.795,-32.5552,436.476,145.82,-193.942,53.9832,112.579,-239.137,14.5354,195.652,-97.2542,-11.8461,166.257,-1.29199,-16.3394,,,,
5.425,126.394,-113.859,1106.85,140.529,-95.3312,939.735,133.01,-31.6043,437.071,143.965,-192.416,54.3564,110.551,-237.585,14.7834,193.807,-95.4504,-10.7148,164.42,0.354767,-14.7482,,,,
5.4333,126.075,-114.504,1107.07,140.219,-96.0446,940.14,132.103,-30.7987,437.704,142.157,-190.757,54.5597,108.719,-235.854,14.9054,191.966,-93.568,-10.1711,162.346,2.51585,-13.8028,,,,
5.4417,125.641,-115.102,1107.34,139.916,-96.6881,940.561,131.056,-30.2544,438.546,140.35,-188.931,54.6531,107.038,-234.017,14.8138,189.938,-91.3568,-9.72313,160.079,4.46594,-12.3736,,,,
5.45,125.178,-115.728,1107.59,139.74,-97.2243,941.016,130.358,-29.8182,438.856,138.655,-187.023,54.4666,105.432,-232.094,14.5229,188.043,-88.3897,-9.30208,157.233,6.83534,-11.3922,,,,
5.4583,124.96,-116.198,1107.87,139.408,-97.8416,941.482,129.849,-29.6166,439.472,137.121,-185.111,54.2124,104.015,-230.059,14.0151,185.187,-85.9858,-9.28962,154.376,9.51886,-10.1436,,,,
5.4667,124.63,-116.717,1108.19,139.166,-98.2503,941.974,128.612,-29.7563,439.827,135.595,-182.934,53.7298,102.752,-227.787,13.3169,182.372,-83.0223,-9.33218,150.925,12.451,-9.51773,,,,
5.475,124.475,-117.161,1108.49,138.896,-98.7262,942.541,127.433,-30.1719,440.035,134.261,-180.671,53.0158,101.617,-225.461,12.4201,180.159,-79.5578,-9.61578,147.243,15.3847,-9.00149,,,,
5.4833,124.239,-117.614,1108.79,138.606,-99.2066,943.01,126.57,-30.7383,440.437,133.001,-178.264,52.1501,100.473,-222.947,11.4058,177.65,-76.1119,-10.1224,143.705,18.4106,-8.45921,,,,
5.4917,123.976,-118.003,1109.08,138.404,-99.3521,943.503,125.577,-31.5766,440.599,131.871,-175.797,51.0802,99.6282,-220.545,10.1354,175.3,-72.5383,-10.3561,140.489,21.5532,-7.80171,,,,
5.5,123.866,-118.208,1109.32,138.234,-99.5092,943.837,124.64,-32.6103,440.752,130.842,-173.335,49.9411,98.7947,-217.923,8.83531,172.719,-69.1534,-10.8377,136.792,24.6477,-7.35724,,,,
5.5083,123.787,-118.422,1109.58,138.105,-99.7948,944.153,123.836,-33.8321,440.913,129.918,-170.852,48.7719,98.0503,-215.337,7.33018,170.586,-65.413,-11.3716,133.923,27.9777,-7.00557,,,,
5.5167,123.624,-118.595,1109.72,137.92,-99.9369,944.389,122.566,-35.8056,440.638,128.969,-168.52,47.4018,97.341,-212.69,5.87559,168.46,-62.1206,-12.2143,130.858,31.1009,-7.13718,,,,
5.525,123.558,-118.663,1109.7,137.835,-100.179,944.514,122.065,-36.9298,440.823,128.254,-166.07,46.0559,96.7261,-210.183,4.29904,166.486,-58.7131,-12.5565,128.275,34.1253,-7.10785,,,,
5.5333,123.418,-118.795,1109.55,137.787,-100.352,944.571,121.73,-38.2971,440.779,127.535,-163.776,44.7864,96.0873,-207.665,2.77626,164.774,-55.4834,-13.5306,125.948,37.241,-7.80314,,,,
5.5417,123.448,-118.899,1109.35,137.762,-100.384,944.574,120.623,-40.6828,440.674,126.941,-161.545,43.3425,95.4815,-205.272,1.27238,163.378,-52.7419,-14.4516,123.911,39.6027,-8.41623,,,,
5.55,123.434,-119.063,1109.09,137.707,-100.499,944.543,119.916,-42.7347,440.617,126.354,-159.482,41.9556,94.7701,-202.959,-0.157595,162.02,-50.1566,-15.5976,122.162,42.0898,-9.46158,,,,
5.5583,123.529,-119.228,1108.79,137.886,-100.573,944.354,119.481,-44.8067,440.306,125.816,-157.49,40.6155,94.201,-200.898,-1.58632,161.009,-47.6996,-16.8126,120.767,44.3933,-10.5107,,,,
5.5667,123.709,-119.327,1108.44,138.046,-100.685,944.105,118.851,-47.0719,439.944,125.266,-155.557,39.221,93.3363,-198.733,-2.77185,159.622,-45.4314,-18.5415,119.423,46.3728,-12.2933,,,,
5.575,123.892,-119.544,1108.13,138.23,-100.719,943.91,118.591,-49.4116,439.711,124.725,-153.864,37.9243,92.639,-196.881,-3.73411,158.993,-43.5562,-19.91,118.566,48.256,-13.9399,,,,
5.5833,124.291,-119.719,1107.74,138.448,-100.7,943.691,118.204,-51.9711,439.277,124.32,-152.276,36.6652,91.9106,-195.127,-4.19056,158.101,-41.8156,-22.0116,117.428,49.7589,-16.2162,,,,
5.5917,124.835,-119.921,1107.32,138.932,-100.525,943.59,118.213,-54.4385,438.846,124.025,-151.134,35.5613,91.4018,-194.462,-4.7152,158.385,-40.1351,-23.4498,116.155,50.7402,-18.221,,,,
5.6,125.281,-120.288,1106.97,139.159,-100.415,943.452,118.568,-56.7651,438.534,123.98,-150.952,34.7486,91.0602,-194.434,-5.436,158.131,-40.3571,-24.9881,114.943,50.6637,-20.6579,,,,
5.6083,126.028,-120.377,1106.5,139.685,-100.146,943.297,118.079,-58.983,438.008,124.185,-151.972,34.0647,91.3236,-195.111,-6.29336,159.47,-40.6457,-25.1483,115.489,49.7814,-22.8013,,,,
5.6167,126.627,-120.646,1106.14,140.235,-99.8957,943.191,117.928,-60.5859,437.651,124.78,-153.612,33.6942,91.7621,-195.753,-7.16639,160.322,-41.3909,-25.2014,117.071,48.8694,-22.6492,,,,
5.625,127.34,-120.704,1105.85,140.828,-99.7419,942.937,117.507,-61.7353,437.249,125.45,-154.952,33.3514,92.4463,-196.312,-7.98798,161.467,-42.7121,-25.4428,118.344,48.218,-21.4666,,,,
5.6333,127.997,-120.706,1105.54,141.465,-99.3445,942.777,117.481,-62.5168,436.983,125.9,-155.34,32.9734,92.9716,-196.575,-8.27742,161.956,-43.039,-25.5679,119.2,47.8402,-21.9948,,,,
5.6417,128.553,-120.704,1105.28,142.004,-99.1969,942.509,117.959,-63.3157,436.975,126.188,-154.995,32.6956,93.2412,-196.454,-8.49712,162.296,-43.0736,-25.7265,118.745,48.2112,-21.8678,,,,
5.65,129.104,-120.644,1104.94,142.635,-99.1827,942.148,118.636,-64.311,437.057,126.377,-154.412,32.4507,93.3319,-196.187,-8.48597,162.16,-42.0104,-26.6597,117.821,48.9079,-22.1077,,,,
5.6583,129.589,-120.556,1104.72,143.169,-99.2486,941.933,119.496,-65.5585,437.431,126.427,-154.023,32.3228,93.4639,-196.07,-8.46142,162.479,-41.4668,-26.7515,117.516,49.4467,-22.1344,,,,
5.6667,130.061,-120.634,1104.4,143.771,-99.4247,941.895,120.664,-66.4618,438.063,126.699,-153.914,32.3722,93.6509,-195.94,-8.42577,162.398,-41.2759,-26.596,117.565,49.7891,-22.521,,,,
5.675,130.626,-120.68,1104.07,144.389,-99.6454,942.08,121.556,-67.2453,438.449,127.098,-153.973,32.3049,93.824,-195.787,-8.45802,162.429,-41.1406,-26.7921,117.867,50.0472,-22.8338,,,,
