Time,M024,,,M025,,,M026,,,M027,,,M028,,,M029,,,M030,,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,
22.95003,1235.73,-460.535,1056.74,1195.14,-476.095,893.366,1116.9,-555.865,405.833,1093.21,-626.305,-0.198305,1133.05,-665.148,-35.6948,984.45,-582.316,-41.8755,889.703,-618.558,-41.8032,22.95003
22.95833,1227.1,-463.595,1056.87,1187.14,-478.699,894.17,1108.4,-559.176,408.678,1093.63,-625.727,-0.906348,1133.49,-665.114,-35.9415,985.966,-583.884,-43.8048,893.532,-614.94,-44.3416,22.95833
22.96663,1218.68,-467.236,1057.34,1180.01,-481.491,895.198,1098.59,-562.31,411.837,1096.77,-625.17,-1.00034,1133.52,-664.807,-35.8582,986.782,-586.685,-40.6165,0,0,0,22.96663
22.97503,1210.49,-470.44,1058.18,1173.15,-483.56,897.183,1089.76,-564.668,414.914,1098.22,-624.934,-0.0817776,1133.29,-664.565,-35.7698,987.111,-587.041,-39.2832,891.784,-622.852,-36.4701,22.97503
22.98333,1202.72,-473.537,1059.36,1166.11,-485.101,900.162,1083.16,-565.45,417.424,1096.23,-625.278,0.974595,1132.96,-664.266,-35.488,985.222,-585.238,-40.9306,0,0,0,22.98333
22.99163,1195.29,-476.277,1061.1,1159.41,-487.865,903.441,1078.75,-565.921,418.882,1093.85,-625.672,1.24687,1132.68,-664.266,-35.2359,984.188,-584.453,-41.5476,886.557,-626.795,-38.8921,22.99163
23.00003,1188.44,-478.28,1063.06,1152.52,-489.776,906.947,1075,-566.187,420.176,1092.38,-625.948,1.14876,1132.56,-664.355,-35.0654,985.466,-585.032,-41.0273,892.947,-622.592,-43.7383,23.00003
23.00833,1181.81,-480.192,1065.28,1145.84,-492.137,910.235,1072.2,-567.492,420.919,1092.74,-626.398,0.975251,1132.56,-664.818,-35.0562,985.898,-585.314,-40.5826,892.825,-622.65,-42.7431,23.00833
23.01663,1175.82,-481.883,1067.86,1139.1,-493.713,913.336,1069.05,-568.826,421.016,1093.46,-627.079,0.844955,1132.41,-665.126,-34.8743,985.5,-585.987,-41.015,891.492,-624.714,-41.6691,23.01663
23.02503,1169.82,-483.303,1070.32,1132.04,-495.294,915.427,1065.19,-570.052,420.338,1093.17,-627.728,1.28102,1132.33,-665.56,-34.7483,985.01,-586.159,-40.4398,890.521,-625.581,-41.2147,23.02503
23.03333,1164.17,-484.523,1072.69,1125.49,-497.108,917.053,1061.45,-571.764,419.082,1092.46,-628.595,1.65892,1132.2,-665.812,-34.5277,984.925,-586.714,-40.4933,890.195,-625.661,-41.4636,23.03333
23.04163,1158.55,-485.691,1074.69,1119.41,-498.387,917.933,1056.65,-573.161,418.372,1092.32,-629.11,1.96284,1132.13,-666.22,-34.4051,985.29,-586.413,-40.4724,889.824,-625.623,-41.5289,23.04163
23.05003,1152.89,-486.986,1076.32,1113.08,-499.523,918.512,1051.55,-574.029,418.349,1092.47,-629.352,2.32464,1132.03,-666.468,-34.2642,984.683,-586.876,-40.3125,889.537,-625.98,-41.7863,23.05003
23.05833,1146.99,-488.247,1077.43,1107.47,-500.898,918.782,1047.09,-575.085,418.155,1092.45,-629.801,2.6387,1131.93,-666.6,-34.0916,984.465,-586.71,-40.3588,889.183,-625.775,-41.9583,23.05833
23.06663,1141.12,-489.665,1078.14,1101.6,-501.709,918.614,1042.93,-575.554,418.322,1092.02,-630.013,2.98411,1131.71,-666.725,-33.864,984.48,-586.704,-40.4394,888.838,-625.971,-42.0132,23.06663
23.07503,1135.24,-490.953,1078.41,1096.15,-502.554,917.999,1039.61,-575.777,418.081,1091.63,-630.382,3.13354,1131.63,-666.915,-33.7654,984.301,-586.151,-40.2643,888.33,-625.852,-41.9291,23.07503
23.08333,1129.44,-492.255,1078.34,1090.93,-503.056,917.386,1036.3,-575.791,417.718,1091.48,-630.636,3.24053,1131.52,-667.042,-33.5921,984.139,-586.388,-40.516,888.291,-625.991,-42.1401,23.08333
23.09163,1124.01,-493.663,1078.05,1085.67,-503.422,916.788,1033.15,-575.767,417.498,1091.38,-630.973,3.47662,1131.45,-667.335,-33.5331,984.211,-585.967,-40.3526,888.029,-625.718,-42.0707,23.09163
23.10003,1118.79,-494.87,1077.51,1080.79,-503.985,916.137,1030.25,-576.268,416.868,1091.2,-631.469,3.67004,1131.36,-667.528,-33.3697,984.256,-586.273,-40.5333,887.788,-625.858,-42.2239,23.10003
23.10833,1113.9,-496.156,1076.86,1076,-504.256,915.394,1027.17,-576.945,416.469,1090.91,-631.883,3.87436,1131.3,-667.919,-33.3306,984.146,-585.991,-40.3239,887.594,-625.616,-42.1771,23.10833
23.11663,1109.38,-497.326,1076.23,1071.06,-504.507,914.886,1024,-577.645,416.235,1090.65,-632.067,3.97402,1131.24,-667.986,-33.1284,984.213,-586.34,-40.5588,887.428,-625.597,-42.4091,23.11663
23.12503,1104.81,-498.122,1075.58,1066.38,-504.367,914.33,1021.18,-578.69,415.805,1090.43,-632.409,3.95149,1131.21,-668.123,-33.0284,984.137,-586.39,-40.6319,887.248,-625.557,-42.4688,23.12503
23.13333,1100.78,-499.121,1075.35,1061.73,-504.281,914.244,1018.34,-579.28,415.885,1090.07,-632.663,3.99536,1131.12,-668.181,-32.7844,984.097,-586.2,-40.5861,887.212,-625.554,-42.4681,23.13333
23.14163,1096.76,-499.781,1075.35,1057.31,-504.563,914.535,1015.91,-579.811,415.83,1089.78,-633.041,3.98701,1131.07,-668.438,-32.7178,984.042,-585.611,-40.3588,887,-625.321,-42.3428,23.14163
23.15003,1092.83,-500.333,1075.43,1052.98,-505.064,915.251,1013.58,-580.297,416.011,1089.5,-633.213,4.1514,1130.98,-668.476,-32.491,983.529,-585.929,-40.346,886.817,-625.345,-42.4641,23.15003
23.15833,1089.11,-501.023,1075.96,1048.44,-505.344,916.326,1011.21,-580.678,416.165,1089.22,-633.26,4.46355,1130.93,-668.729,-32.4048,984.029,-585.746,-40.3553,886.688,-625.353,-42.3346,23.15833
23.16663,1085.1,-501.401,1076.58,1043.97,-505.815,917.369,1009.31,-581.736,415.834,1088.98,-633.627,4.52101,1130.88,-668.765,-32.1637,983.973,-586.309,-40.6423,886.724,-625.608,-42.4384,23.16663
23.17503,1081.09,-501.821,1077.37,1039.55,-506.754,918.466,1007.28,-582.691,415.42,1088.87,-633.875,4.62186,1130.88,-668.979,-32.1226,983.945,-585.983,-40.4392,886.622,-625.337,-42.3811,23.17503
23.18333,1077.13,-502.362,1078.42,1035.5,-507.405,919.055,1005.05,-583.489,415.233,1088.89,-633.991,4.87655,1130.89,-669.126,-32.0319,984.665,-585.91,-40.9736,886.716,-625.51,-42.5511,23.18333
23.19163,1073.12,-502.843,1079.47,1030.55,-507.822,919.991,1003.31,-584.503,414.747,1089.05,-634.264,5.02402,1130.9,-669.303,-31.9582,983.959,-586.212,-40.5156,886.658,-625.442,-42.5305,23.19163
23.20003,1069.15,-503.501,1080.59,1025.63,-508.321,920.317,1001.27,-584.956,414.654,1089.14,-634.218,5.27835,1130.84,-669.355,-31.819,983.78,-586.256,-40.4863,886.565,-625.296,-42.5262,23.20003
23.20833,1065.01,-504.24,1081.55,1021.33,-509.434,920.529,999.615,-585.589,414.259,1089.17,-634.48,5.38957,1130.87,-669.561,-31.8003,983.948,-585.917,-40.3147,886.477,-625.164,-42.3837,23.20833
23.21663,1060.8,-505.002,1082.29,1016.71,-510.368,920.708,998.187,-585.949,413.759,1089.18,-634.598,5.55366,1130.82,-669.6,-31.642,984.105,-586.166,-40.586,886.531,-625.218,-42.5523,23.21663
23.22503,1056.61,-505.945,1082.83,1012.07,-511.16,920.937,996.369,-585.795,413.78,1089.2,-634.527,5.79989,1130.84,-669.792,-31.6411,984.15,-585.818,-40.4606,886.504,-625.003,-42.4715,23.22503
23.23333,1052.29,-507.082,1083.02,1007.5,-512.063,921.04,995.191,-586.021,413.418,1089.23,-634.772,5.86033,1130.82,-669.799,-31.4915,984.209,-585.915,-40.6323,886.655,-624.99,-42.7018,23.23333
23.24163,1047.83,-508.139,1082.87,1002.99,-512.644,920.99,993.618,-585.911,413.259,1089.21,-634.9,5.90748,1130.83,-669.955,-31.5043,984.19,-585.425,-40.4069,886.503,-624.739,-42.548,23.24163
23.25003,1043.42,-509.657,1082.55,998.69,-512.903,920.602,991.668,-585.492,413.243,1089.07,-634.821,6.02984,1130.83,-670.041,-31.4222,984.359,-585.677,-40.5296,886.556,-624.811,-42.6418,23.25003
23.25833,1038.69,-510.787,1082.02,994.548,-513.43,920.153,989.816,-585.509,412.775,1088.93,-634.993,5.99199,1130.77,-670.133,-31.3014,984.371,-585.47,-40.7291,886.559,-624.675,-42.6589,23.25833
23.26663,1033.81,-512.266,1081.43,990.279,-513.7,919.794,987.7,-585.278,412.601,1088.73,-634.963,6.13469,1130.75,-670.071,-31.1123,984.423,-585.384,-40.7885,886.483,-624.539,-42.7745,23.26663
23.27503,1028.85,-513.898,1080.98,986.057,-514.12,919.393,985.78,-585.57,411.982,1088.56,-635.2,6.12217,1130.75,-670.215,-31.0069,984.331,-585.033,-40.535,886.408,-624.35,-42.6524,23.27503
23.28333,1023.88,-515.03,1080.3,981.96,-514.433,919.024,983.589,-585.75,411.553,1088.31,-635.41,6.14536,1130.68,-670.259,-30.8278,984.484,-585.179,-40.6808,886.46,-624.423,-42.8929,23.28333
23.29163,1018.72,-516.878,1079.7,978.344,-515.345,918.541,981.269,-585.714,411.378,1088.02,-635.432,6.28459,1130.69,-670.436,-30.7526,983.853,-584.666,-40.2184,886.51,-624.103,-42.6366,23.29163
23.30003,1013.82,-518.108,1079.64,975.399,-517.171,917.859,979.266,-586.103,410.972,1087.83,-635.686,6.30361,1130.64,-670.431,-30.5406,984.506,-585.167,-40.7511,886.582,-624.19,-42.8379,23.30003
23.30833,1008.48,-519.323,1079.18,970.71,-516.983,917.493,976.945,-586.639,410.474,1087.72,-635.838,6.47432,1130.63,-670.604,-30.4608,984.489,-584.869,-40.6424,886.461,-623.924,-42.6123,23.30833
23.31663,1003.43,-520.566,1078.97,964.934,-516.63,917.333,974.24,-586.655,410.097,1087.71,-635.753,6.81949,1130.58,-670.696,-30.2538,984.594,-585.133,-40.819,886.32,-624.217,-42.9221,23.31663
23.32503,998.146,-522.067,1078.94,960.632,-517.218,916.861,971.67,-586.994,409.311,1087.77,-635.884,7.00587,1130.52,-670.779,-30.07,985.083,-584.968,-41.0819,886.317,-624.155,-42.899,23.32503
23.33333,992.996,-523.652,1079.11,955.197,-517.686,916.191,968.83,-586.941,408.926,1087.71,-635.904,7.24494,1130.45,-670.762,-29.8227,984.626,-584.94,-40.8824,886.24,-624.17,-42.9715,23.33333
23.34163,987.754,-525.108,1079.12,950.699,-518.654,915.966,966.196,-587.202,408.225,1087.58,-636.181,7.32428,1130.44,-670.899,-29.7419,984.379,-584.414,-40.4528,886.229,-623.87,-42.7502,23.34163
23.35003,982.382,-526.727,1079.07,945.424,-519.365,915.44,963.397,-587.389,407.672,1087.5,-636.134,7.52854,1130.38,-670.8,-29.4596,984.69,-584.699,-40.9145,886.265,-624.029,-42.8874,23.35003
23.35833,977.035,-528.462,1079.13,940.07,-520.182,915.218,960.466,-587.193,407.127,1087.34,-635.984,7.89577,1130.37,-670.893,-29.2686,984.523,-584.366,-40.6061,886.252,-623.798,-42.7454,23.35833
23.36663,971.664,-530.004,1079.07,934.74,-521.535,915.022,957.609,-587.511,406.285,1087.17,-636.154,8.08382,1130.27,-670.832,-28.9033,984.667,-584.611,-41.0283,886.317,-624.004,-42.9633,23.36663
23.37503,966.108,-531.643,1078.84,929.248,-522.517,914.932,954.578,-587.646,405.55,1086.95,-636.291,8.34137,1130.24,-670.917,-28.6095,984.551,-584.265,-40.7401,886.225,-623.769,-42.8287,23.37503
23.38333,960.56,-533.367,1078.6,923.577,-523.638,914.803,951.307,-587.495,405.006,1086.64,-636.299,8.71056,1130.17,-670.971,-28.227,984.724,-584.265,-40.9787,886.387,-623.872,-42.9392,23.38333
23.39163,955.055,-535.355,1078.13,917.934,-525.185,914.614,948.076,-587.63,404.221,1086.39,-636.591,8.93152,1130.02,-671.119,-27.7483,984.693,-584.305,-40.8441,886.419,-623.725,-42.8854,23.39163
23.40003,949.332,-536.861,1077.86,912.273,-526.516,914.27,944.425,-587.381,403.665,1086.02,-636.615,9.42778,1129.85,-671.15,-27.1476,984.677,-584.23,-40.8785,886.409,-623.706,-42.769,23.40003
23.40833,943.525,-538.498,1077.27,906.825,-528.016,913.771,940.853,-587.558,402.762,1085.56,-636.97,9.77081,1129.72,-671.383,-26.6283,984.645,-584.126,-40.822,886.227,-623.663,-42.763,23.40833
23.41663,937.848,-540.517,1076.77,901.267,-529.33,913.343,937.127,-587.763,402.039,1085.27,-637.129,10.3368,1129.48,-671.473,-25.8501,984.806,-584.261,-40.8947,886.327,-623.707,-42.9436,23.41663
23.42503,932.189,-542.645,1076.19,895.704,-530.459,912.872,933.066,-587.847,401.465,1084.83,-637.246,11.0391,1129.36,-671.742,-25.0224,984.844,-583.756,-40.737,886.237,-623.677,-42.8553,23.42503
23.43333,926.778,-544.121,1075.57,890.205,-532.233,912.323,929.156,-588.201,400.599,1084.43,-637.692,11.7083,1129.17,-671.921,-23.8247,984.427,-584.063,-40.551,886.477,-623.672,-42.9442,23.43333
23.44163,920.924,-546.527,1074.84,884.611,-533.696,911.946,924.932,-588.805,399.985,1084.16,-638.045,12.6729,1128.95,-672.309,-22.6989,985.069,-584.18,-40.5236,886.583,-623.493,-42.736,23.44163
23.45003,915.414,-548.381,1074.22,878.721,-535.019,911.253,920.596,-589.362,399.33,1083.78,-638.228,13.8527,1128.73,-672.621,-21.4792,985.373,-584.604,-40.719,886.703,-623.553,-42.8297,23.45003
23.45833,0,0,0,872.982,-537.072,910.69,916.428,-589.992,398.49,1083.3,-638.58,14.8882,1128.48,-672.89,-20.1153,985.543,-584.615,-40.7836,886.779,-623.39,-42.7914,23.45833
23.46663,0,0,0,867.392,-538.461,909.845,911.937,-590.798,397.961,1082.92,-638.498,16.2686,1128.12,-673.038,-18.6229,986.207,-584.299,-41.2469,886.736,-623.435,-42.8051,23.46663
23.47503,0,0,0,861.374,-540.513,908.99,907.532,-591.561,397.306,1082.3,-639.108,17.3219,1127.83,-673.3,-17.1762,985.456,-584.647,-40.36,886.729,-623.25,-42.6813,23.47503
23.48333,0,0,0,855.583,-542.394,908.28,902.709,-592.08,396.782,1081.55,-639.596,18.6987,1127.47,-673.381,-15.4598,986.288,-586.63,-39.0932,886.896,-623.422,-42.7907,23.48333
23.49163,0,0,0,849.082,-544.286,907.397,897.711,-592.629,396.515,1081.02,-639.316,20.2758,1127,-673.633,-13.7463,985.54,-584.604,-40.2111,886.769,-623.17,-42.6863,23.49163
23.50003,0,0,0,842.733,-546.158,906.526,892.689,-593.222,395.887,1080.31,-639.538,21.7765,1126.54,-673.675,-11.701,985.616,-584.885,-40.7066,886.898,-623.182,-42.7767,23.50003
23.50833,0,0,0,836.08,-548.409,905.664,886.956,-593.849,395.398,1079.35,-639.566,23.6586,1126.07,-673.687,-9.52828,985.748,-584.85,-40.2694,886.871,-623.028,-42.6809,23.50833
23.51663,0,0,0,829.202,-550.47,904.818,881.124,-594.255,395.025,1078.29,-639.414,25.6918,1125.39,-673.685,-7.15971,985.839,-585.445,-40.4121,887.008,-623.06,-42.7844,23.51663
23.52503,0,0,0,822.353,-552.622,904.293,875.065,-594.57,394.396,1077.26,-639.451,27.7551,1124.63,-673.653,-4.5653,985.906,-585.556,-40.2596,886.993,-623.197,-42.9015,23.52503
23.53333,0,0,0,814.976,-554.881,903.869,868.75,-594.869,394.086,1076.16,-639.185,30.0279,1123.69,-673.402,-1.69641,985.886,-585.69,-40.1018,886.953,-623.206,-42.9022,23.53333
23.54163,0,0,0,807.742,-557.058,903.498,862.184,-595.235,393.55,1074.67,-639.156,32.3762,1122.8,-673.374,1.25998,985.9,-585.343,-39.7992,887.116,-622.769,-42.603,23.54163
23.55003,0,0,0,800.228,-559.281,903.228,855.203,-595.385,393.011,1072.79,-638.949,34.8136,1121.69,-672.948,4.74966,985.818,-585.987,-40.0669,887.114,-623.057,-42.8089,23.55003
23.55833,0,0,0,792.762,-561.453,903.27,847.854,-595.654,392.602,1071.31,-638.13,38.1581,1120.46,-672.627,8.60172,985.779,-585.823,-39.78,887.23,-622.776,-42.6406,23.55833
23.56663,0,0,0,785.776,-563.021,903.258,840.047,-596.091,392.007,1069.13,-637.792,41.5299,1118.9,-672.128,12.9361,985.921,-586.357,-39.8335,887.382,-623.064,-42.7794,23.56663
23.57503,0,0,0,778.912,-564.825,903.277,831.231,-596.43,391.445,1066.53,-637.592,45.2169,1116.72,-672.142,17.642,985.114,-586.315,-39.0232,887.55,-622.884,-42.6527,23.57503
23.58333,806.306,-583.38,1067.04,771.954,-566.385,903.601,821.431,-596.486,390.964,1063.59,-637.221,49.4134,1114.48,-672.153,23.0008,985.289,-587.012,-38.9584,887.738,-623.034,-42.7213,23.58333
23.59163,797.4,-585.247,1066.37,765.169,-567.962,903.802,810.98,-596.405,390.361,1060.24,-637.25,53.8572,1111.43,-672.529,28.9046,985.137,-587.599,-38.4124,887.987,-623.222,-42.5613,23.59163
23.60003,790.062,-587.623,1067.18,758.055,-569.677,904.136,799.847,-595.672,389.831,1056.35,-637.287,58.9743,1107.87,-673.215,35.642,984.975,-588.295,-37.6364,888.73,-622.874,-42.4975,23.60003
23.60833,783.164,-589.667,1068.44,751.483,-571.315,904.257,787.837,-594.53,389.384,1052.44,-636.736,65.0287,1103.61,-674.587,42.7584,985.288,-588.94,-36.5831,889.727,-622.449,-42.2196,23.60833
23.61663,776.201,-591.924,1070.02,744.889,-573.134,904.471,775.396,-592.963,388.794,1046.66,-638.975,70.1849,1098.31,-676.331,50.263,984.903,-590.61,-35.5197,890.903,-622.457,-42.1524,23.61663
23.62503,769.558,-593.847,1071.87,738.207,-575.276,904.964,762.176,-591.109,388.265,1039.81,-641.409,76.2355,1092.09,-678.649,57.8908,984.163,-591.521,-33.4153,891.532,-622.11,-41.8817,23.62503
23.63333,762.84,-595.84,1073.84,731.959,-577.214,905.615,748.717,-589.047,387.827,1033.14,-641.971,81.8441,1084.69,-681.102,65.8059,982.725,-592.75,-30.8168,891.892,-622.553,-41.8977,23.63333
23.64163,756.057,-597.821,1075.86,725.755,-579.369,906.415,735.322,-586.644,387.68,1025.36,-643.36,87.4409,1076.22,-684.089,73.5404,980.536,-593.687,-26.9889,891.984,-622.543,-41.6334,23.64163
23.65003,749.718,-599.498,1077.73,719.719,-581.5,907.223,721.195,-584.21,387.931,1016.16,-644.525,93.6755,1067.16,-686.785,81.7026,977.017,-595.24,-22.3748,892.246,-622.995,-41.4535,23.65003
23.65833,743.235,-601.508,1079.35,714.067,-583.694,907.888,707.658,-582.051,388.557,1006.48,-646.323,99.5787,1057.55,-689.304,89.7472,973.632,-596.661,-17.2119,891.388,-623.608,-41.5272,23.65833
23.66663,737.307,-603.25,1080.65,708.488,-585.782,908.42,693.794,-579.534,389.052,996.655,-648.083,105.645,1047.15,-692.246,97.9934,969.863,-598.957,-12.6764,888.693,-623.755,-42.0679,23.66663
23.67503,731.586,-605.325,1081.44,703.516,-587.62,908.806,680.154,-577.339,389.605,986.724,-650.257,111.32,1036.11,-695.625,105.608,964.08,-600.982,-7.26461,884.393,-622.423,-42.2899,23.67503
23.68333,725.939,-607.221,1081.99,698.638,-589.418,909.126,666.893,-575.25,390.568,975.177,-653.596,116.937,1024.67,-699.474,112.325,957.297,-602.799,-1.1121,878.2,-619.225,-41.9726,23.68333
23.69163,720.816,-608.798,1082.03,693.849,-591.109,909.471,654.005,-573.124,391.963,962.974,-657.291,121.989,1012.75,-704.169,117.577,949.172,-603.336,5.68086,869.555,-614.993,-37.9364,23.69163
23.70003,715.56,-611.175,1082.1,689.428,-592.737,909.738,641.523,-570.907,393.544,951.785,-660.991,127.11,999.611,-709.401,121.694,939.08,-602.104,13.1584,859.672,-611.124,-32.8822,23.70003
23.70833,710.815,-612.7,1081.67,685.052,-594.176,909.96,629.372,-568.581,395.626,939.611,-664.854,131.38,986.066,-714.545,124.743,927.727,-600.471,20.5779,848.443,-605.789,-27.9608,23.70833
23.71663,706.004,-614.366,1081.38,680.611,-595.444,910.077,617.519,-565.972,398.202,926.592,-668.316,134.957,971.618,-719.482,126.734,915.912,-600.247,26.8082,836.843,-600.781,-23.7338,23.71663
23.72503,700.955,-616.365,1080.97,676.391,-596.586,910.216,606.076,-563.518,401.048,912.686,-672.094,137.374,956.378,-724.407,127.811,902.911,-600.328,32.3432,824.95,-595.828,-19.9997,23.72503
23.73333,696.143,-617.918,1080.7,671.645,-597.611,910.517,594.923,-561.374,404.149,898.242,-675.34,139.048,940.432,-728.812,127.924,889.718,-599.888,37.3218,812.284,-591.609,-16.6756,23.73333
23.74163,691.099,-619.657,1080.61,667.066,-598.973,911.159,584.206,-559.179,406.926,883.261,-678.605,139.625,924.036,-733.002,127.031,875.606,-599.682,41.1388,798.926,-587.598,-13.5844,23.74163
23.75003,685.972,-621.346,1080.79,662.739,-600.054,911.732,573.434,-557.32,410.154,868.062,-680.935,139.753,906.907,-736.644,125.642,862.641,-600.741,42.4963,784.863,-584.752,-11.4581,23.75003
23.75833,681.058,-622.653,1081.35,658.251,-600.84,912.615,563.223,-555.038,413.427,851.808,-683.644,138.679,889.602,-739.832,123.318,846.804,-601.532,43.7432,770.12,-581.962,-10.2648,23.75833
23.76663,676.012,-623.948,1082.16,653.431,-601.88,913.475,553.043,-553.202,416.207,835.424,-685.765,136.724,871.701,-742.374,120.674,830.723,-602.63,43.4122,756.419,-580.399,-10.8302,23.76663
23.77503,670.743,-625.292,1083.1,648.246,-603.033,914.361,543.351,-551.673,419.034,818.964,-687.088,134.394,854.15,-744.326,117.003,813.743,-602.955,42.1321,739.24,-578.878,-10.6904,23.77503
23.78333,665.712,-626.214,1084.39,643.263,-603.947,915.362,533.945,-550.183,421.735,801.575,-688.195,131.456,836.098,-746.194,112.709,795.687,-603.766,39.3826,722.552,-578.021,-12.0408,23.78333
23.79163,660.379,-627.319,1085.53,638.19,-604.866,916.308,524.2,-549.046,424.085,784.608,-688.837,127.757,817.788,-746.841,108.123,776.724,-603.933,36.2362,703.072,-577.236,-13.1521,23.79163
23.80003,655.248,-628.292,1086.89,632.81,-605.864,917.37,515.08,-547.843,426.656,767.146,-689.03,123.746,799.307,-746.682,102.827,756.555,-603.565,32.5333,684.01,-572.685,-18.2831,23.80003
23.80833,649.953,-629.243,1087.96,627.347,-606.798,918.544,505.868,-546.858,428.786,748.893,-689.126,118.69,780.463,-747.298,97.0502,735.74,-602.544,28.541,653.647,-575.538,-13.288,23.80833
23.81663,644.502,-630.27,1088.97,621.817,-607.711,919.684,497.047,-546.068,430.819,730.826,-688.616,113.235,760.994,-746.634,91.1269,714.322,-602.014,23.8792,0,0,0,23.81663
23.82503,639.255,-631.232,1089.81,616.362,-608.505,921.223,488.556,-545.4,432.759,711.566,-688.013,107.699,741.622,-746.26,84.2751,692.74,-600.826,19.8657,608.017,-573.573,-15.8973,23.82503
23.83333,633.942,-632.089,1090.39,610.905,-609.4,922.316,480.261,-545.149,434.369,692.993,-686.954,101.971,721.678,-745.417,77.4365,671.13,-600.254,15.5507,589.006,-571.488,-19.6995,23.83333
23.84163,628.58,-633.166,1090.9,605.352,-610.101,923.228,472.33,-544.538,435.76,673.102,-685.901,95.4828,701.198,-744.072,69.9468,648.729,-597.165,10.626,562.111,-569.235,-18.729,23.84163
23.85003,623.709,-633.922,1091.08,599.983,-610.505,923.875,464.73,-544.046,437.161,653.255,-684.297,89.1663,680.983,-742.437,62.6062,626.689,-594.124,5.49167,537.133,-567.879,-18.1851,23.85003
23.85833,618.621,-634.61,1091.16,594.756,-611.126,924.428,457.152,-543.864,438.157,633.398,-682.434,82.6576,659.159,-740.236,54.8707,603.597,-591.037,1.53744,513.933,-562.724,-20.3593,23.85833
23.86663,613.52,-635.508,1091,589.478,-611.55,924.635,450.158,-543.936,438.982,613.182,-679.987,76.2418,638.007,-737.812,47.6363,580.068,-590.041,-3.90613,492.466,-557.827,-20.593,23.86663
23.87503,608.464,-636.072,1090.64,584.398,-611.619,924.62,443.489,-544.185,439.413,592.672,-677.503,69.6775,615.917,-735.052,39.8796,558.94,-584.354,-6.38509,470.644,-552.646,-21.1005,23.87503
23.88333,603.267,-636.761,1090.21,578.856,-612.759,925,437.075,-544.186,439.69,572.02,-674.662,63.3061,593.795,-731.765,32.4508,536.336,-579.587,-9.8111,0,0,0,23.88333
23.89163,598.428,-637.133,1089.77,574.583,-611.984,924.386,431.194,-544.48,439.832,551.112,-672.089,56.9028,571.042,-728.922,24.8773,514.186,-574.941,-12.9253,424.943,-541.798,-20.7269,23.89163
23.90003,593.603,-637.418,1089.24,569.685,-611.505,924.218,425.585,-544.932,439.77,530.725,-667.892,51.5564,549.225,-724.372,18.3375,491.216,-570.111,-15.7499,400.646,-538.914,-18.5302,23.90003
23.90833,588.468,-637.81,1088.51,564.194,-611.896,923.402,420.251,-545.701,439.413,510.873,-662.81,46.0843,526.347,-720.654,11.5797,469.548,-564.926,-17.7387,379.859,-530.866,-18.4485,23.90833
23.91663,583.57,-637.93,1087.84,559.109,-611.871,922.726,415.191,-546.831,439.036,490.159,-659.248,41.4268,503.335,-716.664,5.32472,447.774,-558.528,-20.474,357.928,-526.646,-16.4036,23.91663
