Time,M024,,,M025,,,M026,,,M027,,,M028,,,M029,,,M030,,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,
21.95003,1673.81,61.6627,1072.89,1673.33,37.7334,907.619,1767.51,8.11142,412.102,1868.21,67.3109,13.5444,1923.63,89.6515,-27.6137,1791.37,-21.8306,-30.9874,1803.45,-122.989,-42.2137,21.95003
21.95833,1672.4,57.5665,1072.93,1671.39,33.6549,907.507,1766.67,6.31362,412.184,1867.95,67.3428,13.9451,1923.85,89.8153,-27.6207,0,0,0,1803.36,-122.886,-42.0666,21.95833
21.96663,1670.69,53.4696,1073.26,1669.87,29.6165,907.745,1766.22,4.37647,411.895,1868.12,67.0313,13.9044,1923.76,89.4977,-27.3579,1790.82,-22.4605,-30.9761,1803.63,-123.118,-42.1864,21.96663
21.97503,1668.88,49.5678,1073.7,1667.86,25.7753,908.237,1765.81,2.32935,411.761,1868.24,66.9172,13.9444,1923.95,89.6015,-27.3369,1792.4,-20.4671,-31.424,1803.5,-123.312,-42.2363,21.97503
21.98333,1667.15,45.6796,1074.3,1665.84,21.8372,908.82,1764.2,0.12213,411.187,1868.23,66.7613,14.3014,1924.04,89.4779,-27.2137,1790.95,-22.0471,-31.1022,1803.57,-123.571,-42.2785,21.98333
21.99163,1665.22,41.7011,1074.91,1664.03,18.0271,909.4,1764.63,-1.89686,410.977,1868.58,66.2464,14.0867,1923.8,90.0003,-26.7934,0,0,0,1803.68,-123.786,-42.4348,21.99163
22.00003,1663.55,37.8302,1075.55,1662.14,14.2969,909.794,1764.08,-4.14187,410.766,1868.57,65.9836,14.3909,1923.85,87.4798,-25.8886,1790.95,-22.0681,-31.1054,1803.61,-123.78,-42.343,22.00003
22.00833,1661.74,33.8684,1076.3,1660.43,10.5123,909.941,1764.07,-6.96629,410.524,1868.93,65.7089,14.3909,1924.59,88.8377,-26.1278,1792.2,-20.5403,-31.3238,1803.27,-123.8,-42.2128,22.00833
22.01663,1659.66,29.8986,1076.88,1658.53,6.90961,909.983,1763.5,-8.75944,409.649,1869.05,65.6565,14.652,1925.26,89.9941,-25.0032,1792.4,-20.8707,-31.9652,1803.49,-124.078,-42.4576,22.01663
22.02503,1658.13,26.0196,1077.39,1656.69,3.46577,909.971,1762.78,-10.793,409.349,1869.02,65.6574,15.062,1924.82,88.4128,-25.7578,1791.89,-20.9826,-31.399,1803.27,-124.106,-42.408,22.02503
22.03333,1656.42,22.1099,1077.73,1654.97,-0.12809,909.565,1762.42,-13.2251,408.721,1869.29,65.4763,15.091,1924.88,88.195,-25.4875,1791.82,-21.2318,-31.6275,0,0,0,22.03333
22.04163,1654.81,18.2265,1077.87,1652.89,-3.54677,909.061,1762.16,-14.6794,407.807,1869.53,65.255,15.2292,1925.2,88.2566,-25.3869,1791.42,-21.0581,-31.1227,1803.16,-124.423,-42.6064,22.04163
22.05003,1653.24,14.428,1077.69,1650.86,-6.66118,908.383,1760.72,-17.6693,407.952,1869.41,65.1062,15.5731,1925.34,88.1427,-25.1867,1791.73,-21.1884,-31.656,1803.17,-124.728,-42.792,22.05003
22.05833,1651.63,10.6773,1077.34,1648.89,-9.781,907.482,1759.88,-20.2053,407.425,1869.63,64.7922,15.6087,1925.45,87.9281,-24.9811,1791.64,-21.2445,-31.6351,1802.97,-124.905,-42.8575,22.05833
22.06663,1650.16,7.11489,1076.81,1646.76,-12.528,906.666,1758.82,-22.4845,406.988,1869.58,64.5512,15.9599,1925.37,87.5809,-24.6125,1791.66,-21.2196,-31.7559,1802.84,-124.888,-42.8401,22.06663
22.07503,1648.64,3.65573,1076.09,1644.87,-15.2975,905.771,1758.05,-25.0342,406.227,1869.85,64.1389,15.9724,1925.59,87.5124,-24.4285,1791.37,-21.101,-31.3658,1802.61,-125.018,-42.8549,22.07503
22.08333,1647.07,0.267625,1075.36,1642.92,-18.124,905.144,1756.96,-27.5364,405.539,1869.96,63.5922,16.0907,1925.58,87.2112,-24.0597,1790.05,-20.9848,-32.5623,0,0,0,22.08333
22.09163,1645.87,-3.11136,1074.56,1640.43,-20.8217,904.383,1755.65,-30.1455,405.049,1869.87,63.373,16.4812,1925.85,87.1921,-23.7781,1791.3,-21.0987,-31.2554,1802.55,-125.087,-43.013,22.09163
22.10003,1644.36,-6.58238,1073.82,1638.52,-23.6285,903.51,1754.83,-32.8847,404.362,1870.03,62.9762,16.4987,1925.85,86.9309,-23.3246,1791.72,-21.6076,-31.637,1802.22,-125.673,-43.313,22.10003
22.10833,1642.76,-10.1157,1073.06,1636.3,-26.5316,902.702,1753.76,-35.6248,403.644,1870.03,62.5513,16.8632,1926.07,86.9102,-23.0403,1791.35,-21.1626,-31.2296,1802.34,-125.096,-43.0246,22.10833
22.11663,1641.25,-13.8795,1072.39,1633.81,-29.6649,902.019,1752.68,-38.5494,403.213,1869.86,62.5011,17.3724,1926.65,85.862,-23.192,1791.29,-21.5667,-31.7717,1802.33,-125.713,-43.1918,22.11663
22.12503,1639.51,-17.8258,1071.72,1632.03,-32.9025,901.29,1751.14,-41.6396,402.103,1870,62.1141,17.4876,1926.05,86.5529,-22.1401,1791.19,-21.7552,-31.8283,1802.34,-125.789,-43.5,22.12503
22.13333,1637.97,-22.0165,1071.19,1629.62,-36.559,900.746,1750.05,-44.2399,401.775,1869.79,61.8762,17.9138,1925.45,87.171,-21.9027,1791.34,-21.3493,-31.537,0,0,0,22.13333
22.14163,1636.24,-26.3197,1070.63,1627.42,-40.608,900.058,1748.98,-47.2537,401.114,1869.88,61.4207,18.0233,1925.54,84.8079,-20.8108,1791.24,-21.2061,-31.2834,1802.25,-125.426,-43.3232,22.14163
22.15003,1634.29,-30.8244,1070.18,1625.44,-44.691,899.485,1747.96,-50.3802,400.567,1869.75,61.1821,18.4605,1925.81,86.0496,-20.4598,1791.24,-21.6747,-31.7685,1802.44,-125.64,-43.4939,22.15003
22.15833,1632.31,-35.5903,1069.62,1623.07,-49.0716,899.086,1746.21,-52.6487,399.792,1869.4,61.17,19.1534,1926.68,87.6827,-19.0229,1791.19,-21.3774,-31.4215,1802.11,-125.452,-43.2595,22.15833
22.16663,1630.28,-40.2651,1069.22,1620.6,-53.8856,898.427,1744.12,-55.4539,399.033,1869.36,60.8218,19.4171,1925.64,85.8242,-19.3335,1791,-21.9737,-31.8021,1802.33,-125.741,-43.5612,22.16663
22.17503,1628,-45.062,1068.73,1618.83,-58.6588,898.116,1742.5,-58.3054,398.251,1869.11,60.5718,19.8314,1925.64,85.8188,-18.7175,1791.1,-21.3959,-31.4766,1802.14,-125.583,-43.4519,22.17503
22.18333,1625.92,-50.0471,1068.18,1616.49,-63.6774,897.699,1740.63,-60.6528,397.541,1868.74,60.3349,20.5254,1925.6,85.6762,-17.732,1789.42,-22.9721,-31.1279,1801.87,-125.786,-43.8305,22.18333
22.19163,1623.43,-54.9343,1067.42,1614.3,-68.9281,897.136,1738.56,-63.4257,396.9,1868.88,59.9304,20.9604,1925.58,85.4225,-16.7801,1791.17,-21.4168,-31.8352,1802.57,-125.516,-43.5101,22.19163
22.20003,1621.34,-59.978,1066.57,1611.62,-74.1087,896.575,1736.15,-65.9122,396.372,1868.58,59.5068,21.7749,1925.39,85.0689,-15.717,1791.33,-21.0483,-31.8617,1802.39,-125.389,-43.4661,22.20003
22.20833,1618.9,-64.9731,1065.71,1609.43,-79.4529,895.837,1734.15,-68.2477,395.853,1868.51,59.2748,22.4187,1925.5,84.8931,-14.7212,1791.07,-20.9019,-31.3869,1801.87,-125.256,-43.4351,22.20833
22.21663,1616.29,-69.9707,1064.74,1606.79,-84.8433,895.211,1731.81,-70.7276,395.287,1868.37,58.9542,23.3153,1925.32,84.4402,-13.3678,1790.93,-21.4045,-31.8166,1802.1,-125.352,-43.5628,22.21663
22.22503,1613.93,-75.2057,1063.79,1603.98,-90.1887,894.561,1729.21,-73.1661,394.829,1867.91,58.6875,24.4714,1925.34,84.0628,-12.1087,1790.56,-20.9244,-31.7243,0,0,0,22.22503
22.23333,1611.36,-80.4217,1062.82,1601.46,-95.7813,893.746,1726.97,-75.8644,394.225,1867.76,58.1871,25.368,1925.11,83.6283,-10.479,1790.82,-21.4129,-31.7121,1802.21,-125.422,-43.6811,22.23333
22.24163,1608.73,-85.6996,1061.83,1598.69,-101.354,893.006,1724.1,-78.6768,393.912,1867.42,57.6885,26.4775,1925.08,83.2914,-8.8774,1790.98,-20.707,-31.1369,1801.28,-125.291,-43.7647,22.24163
22.25003,1606.43,-91.1986,1060.95,1595.97,-106.859,892.321,1721.06,-81.4261,393.856,1866.8,57.0494,28.2783,1924.92,82.8758,-6.9918,1791.11,-20.9047,-31.5582,1801.42,-125.338,-43.8692,22.25003
22.25833,1603.62,-96.7455,1060.05,1593.33,-112.515,891.709,1718.26,-84.4206,393.441,1866.46,56.4676,29.652,1925.24,81.3882,-5.56964,1790.91,-21.0364,-31.6222,1801.63,-125.206,-43.8886,22.25833
22.26663,1600.98,-102.376,1059.34,1589.98,-117.988,891.218,1715.15,-87.7837,393.478,1865.77,56.1969,31.6642,1924.05,81.6413,-2.53558,1791.01,-20.9732,-31.6814,1801.38,-125.233,-43.9528,22.26663
22.27503,1598.05,-108.281,1058.8,1586.66,-123.619,890.789,1712.13,-91.3926,393.136,1865.08,55.3091,33.2621,1923.33,81.879,-0.482321,1790.93,-20.6778,-31.1683,1801.15,-125.046,-43.7954,22.27503
22.28333,1595.13,-114.413,1058.36,1583.15,-129.677,890.159,1708.73,-95.0604,392.995,1864.41,54.31,35.1848,1922.61,78.9725,2.83289,1791.01,-21.0443,-31.6269,1801.31,-125.023,-44.0207,22.28333
22.29163,1592.21,-120.726,1057.96,1579.33,-135.212,889.678,1704.88,-99.0841,392.94,1863.39,53.6813,37.5383,1922.5,79.731,5.1834,1790.85,-20.8101,-31.0873,1801.03,-124.968,-43.8911,22.29163
22.30003,1588.46,-127.141,1057.53,1575.7,-140.973,889.259,1700.95,-103.26,392.426,1862.48,52.6982,39.6575,1922.46,80.5648,9.20308,1790.12,-21.7081,-31.1524,1801.13,-124.912,-44.0546,22.30003
22.30833,1585.17,-133.527,1057.55,1571.69,-146.906,888.709,1696.62,-107.638,392.113,1861.24,51.6747,41.9745,1920.84,78.0483,10.9962,1790.87,-20.7391,-31.1164,1800.84,-124.795,-43.9054,22.30833
22.31663,1581.84,-140.194,1057.46,1567.58,-153.022,888.601,1692.12,-112.326,391.635,1859.85,50.8772,44.6871,1919.97,76.9225,14.3557,1789.72,-22.2625,-31.013,1801.04,-124.787,-44.0369,22.31663
22.32503,1577.7,-146.765,1057.5,1562.97,-159.232,888.318,1687.7,-117.303,390.807,1858.68,49.5304,47.0802,1918.85,75.7406,17.7346,1789.58,-22.3452,-31,1801.03,-124.617,-44.1347,22.32503
22.33333,1574.03,-153.585,1057.49,1558.61,-165.742,888.011,1682.49,-122.567,390.086,1857.03,48.2925,49.8844,1917.5,74.3323,21.4813,1790.29,-21.6891,-31.049,1800.81,-124.596,-44.1658,22.33333
22.34163,1570.14,-160.476,1057.56,1553.67,-172.49,887.421,1677.2,-128.041,388.999,1855.68,46.8456,52.6054,1916.45,72.912,25.1662,1791.2,-20.4259,-30.966,1800.44,-124.198,-44.0068,22.34163
22.35003,1565.89,-167.318,1057.55,1549.15,-179.184,886.999,1671.18,-133.756,387.712,1854.03,44.9879,55.4773,1914.97,71.0789,29.2865,1791.33,-20.8251,-31.3005,1800.4,-124.082,-44.0938,22.35003
22.35833,1562.08,-174.58,1057.7,1544.04,-185.967,886.372,1664.42,-139.698,386.552,1852.05,43.22,58.8676,1913.62,69.1912,33.5615,1790.83,-21.0875,-30.8333,1800.13,-123.622,-43.9581,22.35833
22.36663,1557.35,-181.276,1057.46,1539.19,-192.966,885.672,1658.28,-145.985,384.959,1850.15,41.0317,61.9225,1911.4,66.8375,38.5107,1790.71,-21.6001,-31.2173,1800.34,-123.545,-44.1756,22.36663
22.37503,1552.71,-188.215,1057.26,1534.13,-199.683,885.004,1651.44,-152.903,383.806,1847,38.7835,65.8656,1908.78,64.3558,44.0016,1790.42,-21.7175,-30.5873,1800.25,-122.941,-43.9727,22.37503
22.38333,1548.2,-195.106,1057.23,1528.65,-205.67,884.523,1644.49,-160.413,383.045,1843.16,35.9967,70.2868,1905.51,61.1571,50.2081,1790.52,-22.3695,-30.8457,1800.27,-122.62,-44.0714,22.38333
22.39163,1543.46,-201.558,1057.25,1523.6,-211.252,884.261,1637.27,-169.04,381.803,1839.05,31.0357,75.2983,1901.88,56.9874,57.0703,1789.79,-22.771,-30.3805,1800.2,-122.083,-44.0217,22.39163
22.40003,1538.81,-208.337,1057.71,1518.49,-215.967,884.111,1628.44,-178.749,380.525,1834.93,27.0355,80.1548,1898.4,50.8547,63.9131,1789.54,-23.3192,-29.9551,0,0,0,22.40003
22.40833,1534.65,-214.651,1058.54,1514.69,-221.404,884.621,1618.47,-189.511,379.026,1830.28,21.684,85.4736,1893.63,45.9127,72.3315,1788.94,-24.3539,-28.9104,1799.87,-120.903,-43.6251,22.40833
22.41663,1530.5,-220.538,1059.9,1511.73,-226.887,884.631,1606.98,-200.538,377.47,1824.7,15.1322,90.8409,1888.56,39.6472,80.496,1788.8,-25.6654,-28.1735,1799.83,-120.487,-43.6167,22.41663
22.42503,1526.59,-226.11,1061.76,1507.25,-231.726,885.181,1594.45,-210.725,376.406,1818.85,8.57019,96.5905,1883.3,31.0496,89.786,1788.17,-26.6653,-26.9473,1799.44,-119.276,-43.5907,22.42503
22.43333,1522.31,-231.28,1064.19,1503.38,-236.613,886.032,1582.39,-220.678,375.232,1812.79,1.49626,102.304,1877.43,24.8222,98.9312,1788.45,-27.0955,-25.7719,0,0,0,22.43333
22.44163,1517.64,-236.36,1066.66,1499.61,-241.61,887.423,1570.73,-230.722,374.984,1806.57,-5.92881,108.585,1872.27,19.0204,108.845,1788.24,-28.4194,-22.456,1797.27,-119.628,-44.9713,22.44163
22.45003,1513.91,-241.342,1069.46,1496.1,-246.036,889.073,1558.88,-240.179,374.74,1800.17,-13.7511,115.358,1865.17,8.6562,116.806,1785.63,-32.7507,-17.36,0,0,0,22.45003
22.45833,1509.96,-245.84,1072.13,1493.04,-250.807,890.487,1547.67,-250.286,374.313,1793.86,-22.5513,122.101,1859,-0.89097,125.936,1780.68,-37.8972,-10.4113,1767.92,-138.578,-34.7246,22.45833
22.46663,1506.37,-250.06,1074.65,1489.65,-255.025,892.223,1536.04,-259.758,374.212,1787.26,-31.4924,129.083,1852.55,-11.0544,134.744,1775.06,-42.8557,-2.6533,1763.69,-138.438,-35.0354,22.46663
22.47503,1503.09,-254.023,1076.67,1487.02,-259.193,893.752,1524.7,-270.013,374.527,1780.92,-41.5368,135.687,1846.62,-21.7592,142.776,1769.13,-47.0701,4.32825,1756.12,-137.79,-34.1062,22.47503
22.48333,1500.01,-257.893,1078.19,1483.74,-263.347,895.111,1512.91,-279.506,375.219,1774.44,-50.6145,142.613,1840.9,-33.5904,150.001,1761.59,-52.0392,11.0435,1741.99,-138.826,-31.1196,22.48333
22.49163,1497.42,-261.909,1079.19,1480.74,-266.859,896.736,1500.41,-288.602,376.647,1768.05,-62.371,148.894,1835.78,-46.5183,156.157,1750.8,-56.6243,18.378,1727.26,-141.055,-27.8086,22.49163
22.50003,1495.17,-266.036,1079.89,1478.08,-270.618,898.201,1488.99,-297.484,378.467,1761.63,-74.0048,154.98,1830.13,-60.0895,161.45,1738.18,-62.6302,25.4643,1711.5,-146.231,-24.6459,22.50003
22.50833,1492.25,-269.826,1080.22,1475.29,-274.274,899.552,1476.48,-305.734,381.02,1755.37,-86.0073,160.032,1823.98,-74.2704,165.405,1724.64,-69.8327,33.4719,1695.83,-150.054,-21.485,22.50833
22.51663,1489.87,-273.964,1080.46,1472.04,-277.76,901.069,1463.56,-313.218,383.553,1746.4,-97.7429,165.42,1816.84,-88.9521,168.312,1711.43,-78.3186,40.5485,1679.35,-154.529,-18.8104,22.51663
22.52503,1487.06,-277.897,1080.79,1469.33,-281.618,902.471,1451.93,-320.775,386.678,1737.05,-107.608,168.94,1809.03,-103.693,170.207,1698.76,-86.6712,47.1516,1664.1,-158.672,-16.1263,22.52503
22.53333,1484.73,-282.139,1081.19,1466.13,-285.278,903.989,1439.43,-327.712,389.608,1727.93,-123.342,171.127,1800.32,-118.647,171.155,1687.13,-95.3766,52.9369,1648.02,-164.279,-13.2604,22.53333
22.54163,1482.02,-286.529,1081.69,1463.43,-289.419,905.637,1427.37,-334.909,392.561,1719.04,-135.407,172.449,1791.6,-133.685,170.712,1675.23,-104.377,57.3079,1631.48,-170.789,-10.2978,22.54163
22.55003,1479.18,-290.719,1082.34,1459.87,-293.157,907.025,1415.33,-341.73,395.846,1708.74,-147.445,173.351,1780.7,-147.894,170.175,1662.5,-115.258,59.5134,1616.72,-178.599,-8.29762,22.55003
22.55833,1476.23,-295.037,1082.88,1456.4,-297.174,908.348,1403.22,-348.298,399.308,1696.92,-160.406,172.504,1770.17,-162.072,168.382,1649.27,-126.169,60.9261,1600.72,-187.449,-6.14303,22.55833
22.56663,1473.27,-299.336,1083.47,1453.08,-301.52,909.413,1391.83,-355.254,402.395,1685.76,-173.345,171.213,1758.42,-176.047,165.94,1636.09,-138.601,60.6537,1586.12,-199.093,-6.29085,22.56663
22.57503,1470.07,-303.337,1084.01,1449.76,-305.864,910.462,1380.21,-361.489,405.136,1673.78,-185.873,169.031,1746.43,-189.315,162.46,1621.51,-151.049,59.7482,1569.79,-211.933,-5.5638,22.57503
22.58333,1467.26,-307.703,1084.5,1446.22,-310.29,911.44,1368.98,-367.895,408.633,1661.05,-198.269,166.221,1733.79,-202.67,157.933,1606.91,-164.426,57.4251,1552.87,-224.824,-6.43992,22.58333
22.59163,1464.49,-311.74,1085.01,1442.65,-314.848,912.314,1357.88,-373.818,411.846,1648.01,-210.813,162.572,1719.9,-215.917,152.647,1591.35,-178.097,54.7546,1534.63,-240.29,-7.75349,22.59163
22.60003,1461.38,-315.838,1085.24,1438.88,-319.209,913.324,1346.88,-379.701,415.008,1634.11,-223.326,158.307,1706.76,-228.353,147.654,1575.09,-192.201,51.4079,1517.22,-254.225,-7.73931,22.60003
22.60833,1458.26,-320.105,1085.37,1435.41,-324.027,914.283,1336.31,-385.609,417.898,1619.95,-235.714,153.341,1692.61,-241.188,141.337,1557.49,-207.109,48.0642,1498.65,-269.828,-8.62962,22.60833
22.61663,1454.97,-324.238,1085.33,1431.89,-328.496,914.856,1325.8,-391.668,420.86,1605.23,-248.091,147.878,1677.57,-254.102,134.467,1539.8,-222.28,43.1526,1480.67,-284.899,-11.0676,22.61663
22.62503,1451.9,-328.551,1085.27,1428.07,-332.906,915.495,1315.42,-397.146,423.954,1589.94,-260.66,141.967,1661.75,-267.268,126.725,1521.06,-236.886,38.7109,1459.35,-302.119,-12.0106,22.62503
22.63333,1448.58,-332.717,1085.13,1424.35,-337.411,915.936,1305.46,-402.848,426.576,1574.28,-273.354,135.453,1645.91,-280.249,118.947,1502.32,-251.701,33.8007,1440.19,-316.889,-14.3862,22.63333
22.64163,1445.3,-336.97,1084.89,1420.48,-341.82,916.296,1295.64,-408.324,429.276,1558.09,-285.799,128.546,1628.87,-294.102,110.226,1484.16,-265.5,29.5892,1418.93,-332.156,-15.9835,22.64163
22.65003,1442.07,-340.97,1084.55,1416.47,-345.799,916.592,1285.8,-412.932,432.027,1542.02,-298.792,120.766,1611.25,-308.28,101.101,1465.77,-279.95,24.6087,1396.77,-349.667,-15.7478,22.65003
22.65833,1438.6,-344.923,1084.14,1412.74,-350.128,916.726,1276.73,-418.012,434.047,1524.27,-310.068,113.895,1594.24,-321.56,92.4748,1445,-293.938,19.314,1374.04,-362.081,-18.4012,22.65833
22.66663,1435.19,-348.739,1083.73,1409.09,-354.223,916.797,1268.29,-422.711,436.382,1506.21,-323.533,105.999,1575.95,-335.474,83.1836,1424.71,-308.269,14.3363,1352.06,-375.688,-19.2182,22.66663
22.67503,1431.74,-352.427,1083.16,1405.42,-358.455,916.726,1259.93,-427.196,438.167,1488.34,-337.764,98.799,1557.15,-350.5,73.9896,1402.84,-321.602,10.2931,1328.88,-387.027,-20.7003,22.67503
22.68333,1428.07,-356.194,1082.58,1401.65,-362.472,916.522,1251.89,-431.247,439.921,1470.59,-350.379,91.1233,1536.9,-365.47,64.2309,1380.6,-335.151,6.03986,1305.07,-405.166,-19.0691,22.68333
22.69163,1424.58,-360.017,1081.95,1397.66,-366.073,916.028,1243.98,-434.728,441.616,1451.67,-363.992,83.4339,1516.59,-380.67,54.3274,1358.88,-347.913,2.79814,1281.27,-412.843,-19.7879,22.69163
22.70003,1420.94,-363.731,1081.05,1394.06,-370.045,915.425,1237,-438.48,442.791,1432.86,-377.794,76.3383,1495.91,-396.008,44.9821,1336.99,-359.884,-0.783384,1256.56,-421.637,-21.0376,22.70003
22.70833,1416.94,-367.314,1080.13,1390.18,-373.969,914.546,1230.27,-441.667,443.974,1413.14,-391.224,68.9949,1474.23,-411.277,35.4044,1315.47,-372.766,-4.87959,1233.77,-433.22,-21.3298,22.70833
22.71663,1413.19,-370.983,1079.14,1386.03,-377.435,913.53,1224.04,-444.617,444.611,1393.4,-404.32,62.0052,1452.51,-426.476,26.3511,1293.48,-386.838,-8.78864,1209.52,-446.113,-19.8305,22.71663
22.72503,1408.93,-374.407,1078.05,1382.07,-381.358,912.391,1218.82,-447.863,444.851,1373.44,-417.329,55.1025,1430.05,-441.632,17.8724,1270.49,-399.025,-11.8967,1185.33,-456.758,-18.6217,22.72503
22.73333,1405.06,-378.041,1077.07,1377.69,-384.677,911.401,1213.68,-450.605,445.046,1353.03,-430.429,48.6363,1407.52,-456.619,10.1323,1247.98,-411.267,-14.6006,1161.47,-466.179,-17.2213,22.73333
22.74163,1400.74,-381.634,1076,1373.23,-388.547,910.221,1209.23,-453.482,444.563,1332.4,-443.691,42.5568,1384.62,-472.305,2.18779,1225.39,-422.801,-16.731,1137.88,-475.768,-15.4316,22.74163
22.75003,1396.22,-385.129,1074.89,1368.41,-392.49,909.307,1205.37,-456.165,443.654,1311.53,-456.753,36.9446,1361.4,-488.007,-4.77397,1203.12,-434.934,-19.802,1115.06,-485.228,-13.5253,22.75003
22.75833,1391.77,-388.869,1073.76,1363.75,-396.02,908.141,1201.63,-458.776,442.575,1289.96,-471.941,30.88,1338.51,-503.456,-10.9757,1181.29,-446.344,-21.9549,1092.7,-494.853,-11.201,22.75833
22.76663,1386.91,-392.503,1072.69,1358.46,-399.936,906.857,1198.76,-462.046,440.715,1270.62,-482.121,27.7295,1316.33,-517.621,-15.9817,1158.75,-458.144,-24.0126,1070.61,-501.809,-8.20434,22.76663
22.77503,1381.79,-396.028,1071.47,1353.54,-403.584,905.779,1195.96,-465.275,438.59,1251.61,-493.324,23.2763,1294.73,-531.352,-20.1706,1138.07,-469.881,-24.1265,1050.25,-513.838,-4.296,22.77503
22.78333,1376.78,-399.668,1070.35,1347.71,-406.929,904.533,1193.18,-468.302,436.323,1231.81,-507.592,19.6736,1273.98,-544.447,-23.4662,1118.36,-480.958,-24.7483,1029.89,-521.631,-2.75725,22.78333
22.79163,1371.37,-403.081,1069.17,1342,-410.695,903.229,1190.6,-471.854,433.697,1213.72,-518.561,17.5328,1254.25,-556.986,-26.0135,1099.47,-490.821,-25.1883,1010.83,-530.446,0.194788,22.79163
22.80003,1365.94,-406.556,1068.08,1335.9,-414.328,902.021,1188.01,-475.481,431.309,1196.93,-530.036,15.5195,1236.31,-567.281,-27.447,1081.87,-499.956,-24.8283,993.709,-539.287,3.245,22.80003
22.80833,1360.24,-409.903,1067.01,1329.74,-418.247,900.916,1185.85,-479.543,428.825,1181.53,-540.876,14.3661,1219.42,-577.68,-28.5769,1065.65,-509.283,-24.3857,977.742,-547.38,6.71649,22.80833
22.81663,1354.26,-412.937,1065.8,1323.43,-421.962,900.013,1183.46,-483.618,426.397,1167.86,-549.581,13.3153,1203.49,-588.049,-28.8975,1051.07,-518.077,-24.2354,963.581,-554.059,9.8207,22.81663
22.82503,1348.21,-416.407,1064.84,1316.75,-425.766,899.03,1181.09,-487.705,424.294,1156.5,-556.672,12.8955,1189.26,-597.921,-28.9685,1038.21,-525.564,-23.7283,950.775,-559.867,12.5206,22.82503
22.83333,1341.98,-419.453,1063.89,1309.92,-429.216,897.924,1178.9,-492.208,422.346,1144.71,-566.456,12.3857,1176.5,-606.93,-28.6607,1026.89,-532.629,-23.4969,940.041,-564.301,14.5946,22.83333
22.84163,1335.55,-422.703,1062.91,1302.81,-432.643,896.877,1176.27,-496.803,420.658,1133.82,-576.032,11.2186,1165.71,-615.728,-28.5197,1017.17,-539.131,-23.4957,929.841,-569.754,15.2852,22.84163
22.85003,1329.01,-426.096,1062.12,1295.47,-436.088,896.091,1173.07,-501.373,419.249,1126.95,-582.448,11.3887,1156.56,-623.714,-28.5445,1009.38,-545.45,-24.1302,921.563,-574.385,15.003,22.85003
22.85833,1322.51,-429.167,1061,1288.42,-439.638,895.279,1169.54,-506.054,417.605,1120.88,-589.254,10.8437,1149.52,-631.138,-28.6562,1001.96,-553.629,-25.8028,914.858,-579.189,13.5861,22.85833
22.86663,1315.41,-432.401,1060.28,1280.87,-443.398,894.738,1165.36,-510.554,416.349,1115.85,-595.839,9.87738,1143.66,-638.213,-28.8694,997.937,-556.98,-27.0495,909.607,-584.117,11.0005,22.86663
22.87503,1308.63,-435.581,1059.83,1273.54,-446.688,894.199,1160.95,-514.844,415.091,1112.38,-601.917,8.48144,1139.97,-644.632,-29.4501,995.062,-562.643,-30.3164,905.777,-589.359,7.37929,22.87503
22.88333,1301.09,-438.313,1059.09,1265.82,-450.356,893.593,1156.28,-519.362,413.732,1110.11,-607.461,6.75935,1137.5,-650.178,-30.5043,993.223,-569.158,-33.9875,903.402,-595.272,2.66701,22.88333
22.89163,1293.74,-441.357,1058.65,1257.62,-453.465,893.203,1151.31,-523.292,412.521,1108.99,-612.197,4.82833,1136.78,-655.086,-31.961,992.309,-575.159,-38.029,902.09,-601.872,-2.74485,22.89163
22.90003,1286.25,-444.31,1058.22,1250,-456.954,892.661,1146.18,-527.658,411.106,1108.98,-616.383,2.53093,1137.47,-658.974,-33.6745,993.014,-580.69,-42.9063,901.984,-608.701,-9,22.90003
22.90833,1278.37,-447.059,1057.75,1241.12,-460.171,892.446,1141.1,-532.166,409.511,1109.84,-619.953,0.0948906,1138.92,-661.936,-36.697,992.418,-585.305,-45.2927,902.708,-616.849,-15.4167,22.90833
22.91663,1270.33,-449.758,1057.37,1232.33,-463.396,892.401,1136.24,-536.51,407.98,1111.16,-622.471,-2.05165,1139.66,-663.776,-39.481,991.655,-586.912,-43.151,903.423,-626.631,-20.4281,22.91663
22.92503,1261.86,-452.167,1057.12,1222.81,-466.894,892.191,1131.78,-541.463,406.03,1110.11,-624.938,-3.06189,1138.4,-665.42,-38.8949,991.475,-587.834,-40.3808,899.957,-634.187,-23.7622,22.92503
22.93333,1253.28,-454.72,1056.9,1213.06,-469.85,892.366,1127.37,-546.66,404.715,1104.93,-626.181,-1.7302,1135.63,-665.93,-36.9937,989.7,-587.243,-38.196,891.641,-637.684,-27.4908,22.93333
22.94163,1244.56,-457.491,1056.74,1203.83,-473.023,892.731,1122.55,-551.674,404.158,1097.85,-626.353,-0.319481,1133.56,-665.566,-35.8678,985.376,-583.984,-37.913,886.844,-629.317,-34.6674,22.94163
