Frame number,5302
First frame,1
Point frequency,120
Analog frequency,120

Time,M024,,,M025,,,M026,,,M027,,,M028,,,M029,,,M030,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
23.2833,240.362,507.096,1516.78,245.681,491.603,1359.67,215.246,501.924,851.288,213.721,359.073,457.463,181.709,313.423,420.713,248.668,467.219,389.837,198.672,559.008,389.109
23.2917,240.323,507.387,1516.68,245.561,492.31,1359.49,215.119,501.463,851.067,213.425,358.844,457.127,181.41,313.356,420.211,248.558,467.051,389.952,198.576,558.837,389.293
23.3,240.207,507.591,1516.66,245.417,492.958,1359.35,215.077,500.954,850.914,213.137,358.611,456.91,181.14,313.256,419.838,248.336,467.053,389.897,198.775,559.122,389.12
23.3083,240.14,507.734,1516.63,245.225,493.689,1359.27,215.063,500.424,850.706,212.966,358.423,456.562,180.878,313.12,419.43,248.29,466.95,389.964,198.573,559.115,389.003
23.3167,240.071,507.889,1516.71,245.05,494.332,1359.21,215.063,499.813,850.556,212.805,358.146,456.293,180.682,312.979,419.081,248.258,466.888,389.945,198.573,558.985,389.095
23.325,239.997,508.024,1516.76,244.812,495.035,1359.23,215.028,499.276,850.341,212.781,357.97,455.943,180.565,312.96,418.591,248.325,466.724,390.055,198.5,558.623,389.407
23.3333,239.904,508.135,1516.84,244.612,495.761,1359.22,214.884,498.716,850.12,212.787,357.785,455.673,180.511,312.783,418.296,248.236,466.748,389.893,198.601,558.816,389.216
23.3417,239.809,508.295,1516.97,244.335,496.431,1359.14,214.716,498.089,849.973,212.766,357.598,455.465,180.527,312.678,417.926,248.413,466.724,389.951,198.522,558.665,389.316
23.35,239.682,508.462,1517.08,244.153,497.15,1359.17,214.388,497.526,849.784,212.705,357.51,455.18,180.467,312.552,417.677,248.368,466.84,389.826,198.761,558.852,389.078
23.3583,239.589,508.605,1517.16,243.979,497.785,1359.15,214.077,496.974,849.727,212.675,357.369,454.971,180.321,312.576,417.289,248.464,466.652,389.962,198.569,558.639,389.27
23.3667,239.434,508.734,1517.29,243.69,498.368,1359.14,213.716,496.337,849.731,212.517,357.196,454.821,180.227,312.507,417.042,248.388,466.689,389.943,198.68,558.711,389.075
23.375,239.321,508.861,1517.36,243.493,499.017,1359.19,213.331,495.654,849.659,212.354,357.05,454.601,180.049,312.438,416.724,248.288,466.619,389.913,198.632,558.769,389.212
23.3833,239.13,508.968,1517.51,243.291,499.546,1359.24,212.838,494.782,849.702,212.026,356.789,454.48,179.759,312.275,416.538,248.2,466.523,389.977,198.596,558.647,389.304
23.3917,238.966,509.035,1517.64,243.075,500.203,1359.36,212.528,494.024,849.615,211.778,356.582,454.234,179.394,312.258,416.163,248.189,466.365,390.08,198.57,558.5,389.471
23.4,238.849,509.101,1517.74,242.877,500.862,1359.44,212.182,493.076,849.536,211.456,356.323,453.981,179.023,312.108,415.928,247.756,466.274,389.974,198.626,558.792,389.288
23.4083,238.705,509.16,1517.97,242.595,501.314,1359.41,212.038,492.323,849.586,211.194,356.079,453.823,178.694,312.065,415.548,247.893,466.131,390.119,198.551,558.454,389.427
23.4167,238.552,509.176,1518.16,242.315,501.945,1359.44,211.78,491.399,849.529,211.039,355.932,453.52,178.444,311.908,415.316,247.703,466.026,390.089,198.692,558.561,389.319
23.425,238.461,509.245,1518.36,242.055,502.507,1359.5,211.603,490.512,849.468,210.978,355.724,453.301,178.242,311.901,414.836,247.662,465.892,390.176,198.549,558.373,389.466
23.4333,238.316,509.286,1518.6,241.817,503.004,1359.53,211.467,489.668,849.452,210.947,355.468,453.131,178.209,311.77,414.566,247.521,465.899,390.058,198.59,558.518,389.369
23.4417,238.189,509.311,1518.75,241.529,503.555,1359.52,211.223,488.923,849.389,210.978,355.343,452.896,178.255,311.699,414.371,247.476,465.865,390.016,198.696,558.507,389.429
23.45,238.045,509.345,1518.95,241.218,504.026,1359.5,211.189,488.317,849.388,211.009,355.21,452.758,178.262,311.577,414.19,247.556,465.882,389.995,198.472,558.614,389.265
23.4583,237.832,509.316,1519.09,240.825,504.495,1359.48,211.063,487.799,849.346,211.079,355.097,452.564,178.365,311.56,413.931,247.858,465.828,390.119,198.533,558.22,389.542
23.4667,237.628,509.292,1519.19,240.578,504.979,1359.46,210.951,487.218,849.371,211.167,355.025,452.446,178.417,311.471,413.76,247.805,465.876,390.018,198.64,558.438,389.372
23.475,237.345,509.195,1519.32,240.271,505.376,1359.42,210.991,486.551,849.462,211.204,354.898,452.39,178.541,311.448,413.515,248.001,465.88,390.117,198.599,558.249,389.608
23.4833,237.075,509.114,1519.39,239.918,505.747,1359.43,211.184,486.012,849.473,211.295,354.819,452.248,178.524,311.372,413.421,247.83,465.884,389.954,198.646,558.362,389.452
23.4917,236.834,509.003,1519.41,239.606,506.077,1359.48,211.252,485.404,849.495,211.326,354.689,452.116,178.573,311.339,413.167,248.011,465.839,390.042,198.546,558.185,389.541
23.5,236.591,508.867,1519.48,239.303,506.31,1359.49,211.053,484.526,849.66,211.279,354.527,452.042,178.559,311.268,413.025,247.798,465.781,389.917,198.658,558.38,389.376
23.5083,236.379,508.699,1519.52,239.13,506.591,1359.55,211.127,483.973,849.718,211.084,354.413,451.766,178.585,311.183,412.869,247.808,465.739,389.931,198.73,558.224,389.316
23.5167,236.135,508.497,1519.63,238.805,506.689,1359.59,211.113,483.329,849.726,211.264,354.283,451.758,178.598,311.066,412.754,247.933,465.693,389.995,198.662,558.265,389.469
23.525,235.914,508.241,1519.73,238.567,506.902,1359.64,211.174,482.97,849.601,211.281,354.23,451.628,178.556,311.126,412.505,248.008,465.571,390.11,198.424,557.837,389.789
23.5333,235.757,507.91,1519.84,238.236,506.998,1359.71,211.124,482.526,849.619,211.111,354.239,451.426,178.615,310.953,412.43,247.781,465.611,389.928,198.573,558.135,389.541
23.5417,235.587,507.544,1520,238.017,507.068,1359.69,210.641,481.889,849.662,211.199,354.063,451.379,178.483,310.972,412.201,247.958,465.586,390.084,198.33,558.194,389.744
23.55,235.464,507.211,1520.14,237.724,507.108,1359.7,210.506,481.671,849.595,210.979,354.18,451.19,178.58,310.861,412.219,247.742,465.649,389.936,198.616,558.315,389.444
23.5583,235.297,506.809,1520.24,237.551,507.147,1359.67,210.171,481.333,849.635,211.031,354.244,451.088,178.446,310.905,412.036,247.938,465.603,390.117,198.475,558.017,389.634
23.5667,235.118,506.459,1520.38,237.336,507.17,1359.56,209.918,481.09,849.65,211.04,354.044,451.156,178.449,310.88,411.969,247.773,465.552,390.04,198.555,558.206,389.485
23.575,234.959,506.055,1520.46,237.122,507.213,1359.58,209.632,480.858,849.644,210.883,354.074,451.043,178.391,310.872,411.901,247.694,465.514,390.047,198.471,558.215,389.468
23.5833,234.746,505.629,1520.57,236.851,507.148,1359.54,209.481,480.689,849.702,211.022,353.901,451.182,178.349,310.758,411.939,247.68,465.524,390.015,198.526,558.251,389.574
23.5917,234.511,505.094,1520.67,236.669,507.204,1359.56,209.164,480.56,849.66,210.784,353.98,451.046,178.331,310.843,411.802,247.833,465.467,390.164,198.09,558.125,389.63
23.6,234.346,504.629,1520.69,236.302,507.047,1359.64,209.05,480.424,849.709,210.703,353.885,451.07,178.285,310.734,411.876,247.587,465.49,389.968,198.484,558.199,389.468
23.6083,234.154,504.145,1520.83,236.137,506.864,1359.6,209.035,480.372,849.708,210.817,353.758,451.167,178.282,310.782,411.735,247.694,465.414,390.153,198.349,558.037,389.656
23.6167,233.991,503.656,1520.92,235.902,506.756,1359.65,208.698,480.255,849.77,210.874,353.802,451.146,178.253,310.721,411.783,247.517,465.4,390.057,198.617,558.281,389.553
23.625,233.835,503.112,1521,235.711,506.626,1359.69,208.591,480.23,849.786,210.853,353.813,451.088,178.341,310.701,411.663,247.707,465.435,390.226,198.275,558.036,389.729
23.6333,233.701,502.569,1521.17,235.445,506.416,1359.73,208.402,480.085,849.801,210.738,353.784,451.088,178.333,310.747,411.578,247.602,465.545,390.091,198.415,558.168,389.531
23.6417,233.612,502.023,1521.28,235.295,506.423,1359.72,208.211,480.12,849.779,210.538,353.908,450.917,178.295,310.72,411.57,247.496,465.526,390.053,198.432,558.24,389.508
23.65,233.41,501.473,1521.47,235.012,506.211,1359.75,208.017,480.08,849.758,210.796,353.779,451.096,178.262,310.649,411.627,247.524,465.564,390.098,198.496,558.149,389.379
23.6583,233.278,500.956,1521.63,234.761,506.061,1359.75,207.868,480.064,849.74,210.479,353.871,450.865,178.292,310.686,411.464,247.613,465.385,390.257,198.244,558.074,389.724
23.6667,233.12,500.43,1521.71,234.528,505.805,1359.75,207.712,479.898,849.749,210.289,353.848,450.848,178.242,310.645,411.514,247.539,465.449,390.153,198.307,558.166,389.653
23.675,232.906,499.925,1521.88,234.375,505.578,1359.73,207.516,479.649,849.805,210.588,353.751,450.929,178.261,310.654,411.341,247.627,465.377,390.28,198.198,558.068,389.795
23.6833,232.714,499.402,1522.03,234.282,505.378,1359.69,207.346,479.41,849.787,210.426,353.763,450.734,178.203,310.569,411.377,247.383,465.423,390.172,198.256,558.298,389.67
23.6917,232.515,498.858,1522.09,234.15,505.2,1359.73,207.2,479.171,849.85,210.523,353.702,450.755,178.161,310.578,411.217,247.47,465.342,390.298,198.157,558.061,389.785
23.7,232.273,498.297,1522.22,233.869,504.766,1359.73,207.121,478.774,849.932,210.529,353.629,450.707,178.108,310.53,411.102,247.367,465.405,390.208,198.413,558.187,389.577
23.7083,232.067,497.788,1522.26,233.696,504.49,1359.79,207.063,478.378,849.911,210.599,353.543,450.538,178.13,310.471,410.933,247.293,465.314,390.185,198.39,558.184,389.594
23.7167,231.86,497.31,1522.36,233.558,504.163,1359.76,207.105,477.84,849.922,210.592,353.397,450.439,178.222,310.333,410.819,247.381,465.243,390.26,198.348,558.118,389.635
23.725,231.62,496.772,1522.44,233.333,503.821,1359.79,207.085,477.266,849.9,210.689,353.339,450.223,178.201,310.309,410.556,247.537,465.103,390.333,198.194,557.893,389.939
23.7333,231.389,496.193,1522.49,233.195,503.525,1359.78,207.087,476.584,849.865,210.773,353.149,450.1,178.336,310.101,410.461,247.332,465.094,390.163,198.094,558.054,389.634
23.7417,231.202,495.72,1522.58,233.002,503.162,1359.7,207.144,475.93,849.86,210.659,352.978,450.008,178.348,310.032,410.163,247.449,464.996,390.285,198.164,557.691,389.876
23.75,231.001,495.162,1522.65,232.862,502.846,1359.69,207.119,475.293,849.812,210.669,352.851,449.812,178.388,309.863,410.103,247.298,464.943,390.158,198.264,557.766,389.772
23.7583,230.748,494.593,1522.68,232.769,502.453,1359.63,207.182,474.669,849.811,210.735,352.724,449.661,178.398,309.798,409.86,247.437,464.779,390.296,198.174,557.508,389.968
23.7667,230.474,494.07,1522.74,232.687,501.927,1359.51,207.269,474.031,849.857,210.726,352.54,449.613,178.425,309.672,409.736,247.312,464.755,390.214,198.225,557.56,389.82
23.775,230.254,493.581,1522.75,232.503,501.364,1359.51,207.35,473.542,849.837,210.784,352.418,449.482,178.459,309.574,409.591,247.33,464.708,390.178,198.197,557.488,389.884
23.7833,230.035,493.019,1522.82,232.545,500.851,1359.44,207.431,473.094,849.867,210.783,352.244,449.447,178.484,309.43,409.483,247.395,464.631,390.205,198.161,557.386,389.983
23.7917,229.706,492.44,1522.87,232.542,500.326,1359.44,207.41,472.816,849.875,210.783,352.153,449.311,178.496,309.382,409.33,247.48,464.419,390.295,198.137,556.895,390.048
23.8,229.46,491.813,1522.91,232.488,499.724,1359.51,207.45,472.579,849.815,210.799,352.044,449.246,178.505,309.222,409.303,247.257,464.41,390.142,198.226,557.328,389.969
23.8083,229.225,491.172,1523.04,232.36,499.061,1359.52,207.54,472.382,849.818,210.753,351.85,449.278,178.565,309.118,409.148,247.465,464.225,390.319,198.061,556.898,390.256
23.8167,228.962,490.495,1523.13,232.277,498.41,1359.61,207.635,472.386,849.728,210.883,351.78,449.163,178.581,309.006,409.111,247.312,464.229,390.12,198.191,557.115,390.082
23.825,228.723,489.747,1523.2,232.282,497.718,1359.67,207.776,472.359,849.665,210.903,351.666,449.069,178.663,309.016,408.913,247.458,464.098,390.24,197.963,556.967,390.368
23.8333,228.406,488.941,1523.34,232.225,497.07,1359.69,207.912,472.368,849.638,210.956,351.617,449.08,178.701,308.969,408.849,247.435,464.166,390.043,198.201,556.983,390.127
23.8417,228.152,488.114,1523.39,232.194,496.456,1359.75,208.043,472.425,849.533,211.044,351.714,448.944,178.8,308.9,408.805,247.583,464.196,389.966,198.37,557.014,390.056
23.85,227.877,487.316,1523.52,232.156,495.808,1359.71,208.13,472.537,849.466,211.167,351.553,448.993,178.882,308.815,408.827,247.572,464.159,389.872,198.363,557.037,390.02
23.8583,227.606,486.518,1523.6,232.127,495.206,1359.77,208.308,472.851,849.35,211.243,351.542,448.921,178.965,308.849,408.732,247.868,464.058,390.033,198.313,556.766,390.189
23.8667,227.346,485.653,1523.62,232.063,494.654,1359.8,208.436,473.157,849.304,211.297,351.502,448.963,178.996,308.809,408.791,247.828,464.143,389.863,198.578,557.034,390.076
23.875,227.002,484.739,1523.78,232.063,493.996,1359.82,208.565,473.494,849.286,211.324,351.441,449.104,179.059,308.925,408.706,247.96,464.051,389.941,198.212,556.938,390.081
23.8833,226.742,483.918,1523.85,232.026,493.284,1359.93,208.587,473.977,849.207,211.253,351.533,449.133,179.097,308.851,408.835,247.809,464.053,389.811,198.507,556.962,390.049
23.8917,226.501,483.069,1523.92,232.145,492.587,1359.98,208.56,474.547,849.166,211.198,351.645,449.152,179.058,308.912,408.832,247.98,464.113,389.902,198.513,556.842,390.173
23.9,226.219,482.191,1524.06,232.238,491.778,1360,208.457,475.274,849.09,211.118,351.72,449.27,179.04,308.954,408.9,247.739,464.151,389.765,198.694,557.227,389.962
23.9083,225.891,481.307,1524.15,232.294,490.951,1360.03,208.295,476.148,848.951,211.045,351.834,449.316,178.983,308.986,408.976,247.718,464.217,389.761,198.637,557.255,389.906
23.9167,225.659,480.406,1524.36,232.364,490.088,1360.04,208.271,477.089,848.85,210.951,351.878,449.432,178.919,309.028,409.108,247.817,464.266,389.79,198.521,557.247,389.911
23.925,225.549,479.473,1524.47,232.405,489.331,1360.07,208.208,478.039,848.705,210.914,351.986,449.473,178.919,309.106,409.109,247.86,464.169,389.916,198.431,557.059,390.089
23.9333,225.226,478.501,1524.66,232.454,488.591,1360.13,208.196,479.079,848.526,210.859,352.085,449.575,178.864,309.102,409.286,247.666,464.263,389.708,198.46,557.115,389.883
23.9417,224.955,477.409,1524.85,232.623,487.885,1360.14,208.093,480.072,848.361,210.782,352.152,449.735,178.892,309.186,409.29,247.79,464.239,389.825,198.507,557.182,390.034
23.95,224.77,476.372,1524.95,232.795,487.201,1360.13,208.035,481.254,848.139,210.682,352.238,449.865,178.896,309.183,409.551,247.563,464.303,389.658,198.69,557.452,389.87
23.9583,224.551,475.21,1525.03,232.938,486.446,1360.12,208.05,482.598,847.94,210.755,352.424,449.979,178.877,309.304,409.619,247.793,464.3,389.807,198.54,557.265,390.027
23.9667,224.322,474.119,1525.19,233.046,485.512,1360.06,208.155,483.927,847.71,210.739,352.493,450.178,178.829,309.4,409.764,247.549,464.38,389.704,198.524,557.6,389.925
23.975,224.186,473.055,1525.25,233.124,484.662,1360.05,208.072,485.384,847.427,210.733,352.705,450.39,178.854,309.534,409.951,247.702,464.431,389.626,198.633,557.538,389.856
23.9833,223.933,472.048,1525.41,233.171,483.722,1359.9,208.271,487.1,847.17,210.708,352.94,450.564,178.938,309.55,410.234,247.8,464.521,389.616,198.789,557.538,389.936
23.9917,223.691,471.026,1525.54,233.335,482.857,1359.76,208.481,488.731,846.939,210.871,353.078,450.697,179.011,309.746,410.346,247.926,464.578,389.659,198.698,557.484,389.955
24,223.516,470.095,1525.64,233.403,481.907,1359.57,208.797,490.263,846.691,211.028,353.216,450.824,179.168,309.779,410.599,247.822,464.686,389.485,198.888,557.832,389.705
24.0083,223.27,469.153,1525.79,233.345,480.946,1359.4,209.32,491.671,846.403,211.117,353.327,451.011,179.351,309.856,410.674,248.087,464.654,389.599,198.822,557.646,389.926
24.0167,222.993,468.177,1525.94,233.375,480.089,1359.21,209.746,493.152,846.101,211.399,353.398,451.176,179.53,309.817,410.899,248.033,464.69,389.487,198.759,557.861,389.67
24.025,222.851,467.374,1525.98,233.267,479.133,1358.91,210.126,494.692,845.775,211.281,353.537,451.305,179.638,309.922,410.904,248.217,464.625,389.592,198.785,557.387,390.012
24.0333,222.617,466.53,1526.07,233.379,478.161,1358.53,210.56,496.207,845.466,211.202,353.61,451.492,179.714,309.932,411.093,248.031,464.576,389.455,198.862,557.49,389.877
24.0417,222.448,465.738,1526.06,233.417,477.205,1358.21,210.841,497.707,845.099,211.074,353.901,451.567,179.729,309.999,411.358,247.986,464.641,389.338,199.008,557.616,389.873
24.05,222.184,464.888,1526.06,233.484,476.076,1357.73,211.178,499.121,844.813,211.089,354.094,451.798,179.66,310.08,411.682,248.003,464.715,389.349,198.915,557.761,389.741
24.0583,221.967,464.018,1525.97,233.575,474.89,1357.33,211.5,500.624,844.471,210.917,354.395,451.886,179.609,310.196,411.906,248.251,464.746,389.485,198.863,557.528,389.925
24.0667,221.822,463.099,1525.77,233.69,473.713,1356.79,211.768,501.986,844.205,210.774,354.599,452.095,179.44,310.254,412.23,247.958,464.761,389.377,198.874,557.702,389.811
24.075,221.511,462.192,1525.63,233.859,472.518,1356.2,212.14,503.271,844.058,210.752,354.735,452.493,179.384,310.348,412.428,248,464.654,389.492,198.803,557.367,389.943
24.0833,221.29,461.211,1525.39,234.008,471.249,1355.65,212.457,504.384,843.874,210.465,355.007,452.636,179.211,310.358,412.808,247.726,464.625,389.381,198.868,557.655,389.902
24.0917,221.146,460.222,1525.09,234.018,469.985,1355.11,212.876,505.327,843.744,210.27,355.137,452.854,179.101,310.419,412.913,247.777,464.473,389.572,198.783,557.313,390.198
24.1,221.042,459.229,1524.83,234.107,468.725,1354.6,213.275,506.042,843.605,210.338,355.192,452.99,179.007,310.438,412.986,247.472,464.538,389.424,198.861,557.678,389.974
24.1083,220.881,458.225,1524.51,234.118,467.433,1354.16,213.766,506.734,843.422,210.148,355.297,452.847,179.058,310.405,412.996,247.406,464.419,389.497,198.871,557.697,390.031
24.1167,220.777,457.308,1524.27,233.942,466.211,1353.81,214.089,506.905,843.203,210.203,355.209,452.882,179.034,310.272,412.921,247.458,464.315,389.576,198.89,557.394,390.127
24.125,220.665,456.373,1523.96,233.828,465.12,1353.48,214.529,507.103,842.906,210.068,355.33,452.488,179.085,310.214,412.565,247.402,464.093,389.67,198.947,556.952,390.4
24.1333,220.54,455.49,1523.63,233.634,464.019,1353.21,215.097,507.11,842.575,209.879,355.051,452.252,178.872,310.032,412.347,247.291,464.05,389.609,199,557.003,390.313
24.1417,220.387,454.664,1523.39,233.35,462.919,1352.89,215.785,506.948,842.201,209.856,354.687,452.078,178.639,309.978,411.856,247.286,463.8,389.771,199.044,556.756,390.457
24.15,220.217,453.809,1523.08,233.128,461.979,1352.6,216.358,506.564,841.843,209.389,354.551,451.654,178.427,309.753,411.624,246.97,463.633,389.665,199.369,556.893,390.383
24.1583,220.057,452.969,1522.8,232.889,461.064,1352.22,217.002,506.028,841.528,209.14,354.213,451.412,178.162,309.665,411.203,247.006,463.221,389.853,199.083,556.359,390.514
24.1667,219.949,452.246,1522.55,232.683,460.196,1351.84,217.551,505.467,841.314,208.802,353.9,451.269,177.94,309.449,410.853,246.723,462.935,389.802,199.421,556.131,390.506
24.175,219.884,451.479,1522.21,232.53,459.355,1351.44,217.926,504.94,841.099,208.394,353.69,450.974,177.724,309.244,410.527,246.56,462.567,389.866,199.622,555.653,390.678
24.1833,219.782,450.721,1521.96,232.468,458.567,1351.06,218.269,504.452,840.958,208.239,353.43,450.944,177.486,309.004,410.399,246.324,462.087,389.933,199.996,555.355,390.851
24.1917,219.728,449.902,1521.69,232.245,457.678,1350.69,218.71,504.191,840.777,207.8,353.339,450.731,177.122,308.889,410.138,246.195,461.606,390.121,200.309,554.727,391.024
24.2,219.788,449.144,1521.41,232.077,456.812,1350.38,219.142,503.869,840.708,207.373,353.193,450.628,176.725,308.764,410.017,245.754,461.073,390.092,201.279,554.55,390.907
24.2083,219.853,448.364,1521.24,232.064,456.098,1350.1,219.657,503.383,840.766,207.078,352.928,450.678,176.338,308.798,409.767,245.935,460.694,390.394,202.135,554.015,391.353
24.2167,219.868,447.62,1521.15,232.027,455.329,1350.02,220.129,502.849,840.836,206.704,352.776,450.521,176.091,308.681,409.771,246.043,460.49,390.431,203.475,553.49,391.577
24.225,219.997,446.902,1521.06,232.035,454.601,1350,220.488,502.239,840.891,206.572,352.638,450.541,175.894,308.743,409.55,246.299,459.911,390.502,204.486,553.21,392.354
24.2333,220.102,446.277,1521.11,232.002,453.783,1349.94,220.874,501.686,841.004,206.505,352.382,450.747,175.692,308.663,409.513,246.358,459.545,390.418,205.421,552.885,393.17
24.2417,220.247,445.663,1521.08,232.052,452.934,1350.05,221.186,501.23,841.076,206.33,352.206,450.707,175.461,308.571,409.472,246.312,459.201,390.472,206.333,552.583,394.288
24.25,220.363,445.093,1521.15,232.214,452.067,1350.1,221.468,500.82,841.216,206.081,351.969,450.925,175.196,308.402,409.627,246.246,458.588,390.818,207.225,552.248,395.735
24.2583,220.582,444.508,1521.14,232.405,451.252,1350.31,221.615,500.522,841.351,205.632,351.795,451.034,174.667,308.411,409.62,246.563,457.867,391.348,208.515,551.363,397.303
24.2667,220.736,443.896,1521.1,232.653,450.309,1350.44,221.741,500.21,841.578,205.166,351.664,451.204,174.149,308.228,409.821,246.729,457.089,391.683,209.734,550.932,398.819
24.275,220.936,443.312,1521.11,232.867,449.413,1350.5,222.044,499.992,841.837,204.75,351.122,451.645,173.254,308.17,409.853,247.04,456.025,392.329,211.179,550.256,400.369
24.2833,221.209,442.677,1521.08,233.194,448.478,1350.69,222.238,499.74,842.079,204.091,350.676,451.798,172.166,307.955,410.152,247.591,454.952,392.905,212.911,549.824,401.3
24.2917,221.612,442.046,1520.98,233.573,447.583,1350.82,222.573,499.589,842.233,203.198,350.23,452.107,170.759,307.992,410.326,248.2,453.113,393.737,215.622,548.822,402.042
24.3,221.955,441.287,1520.99,233.921,446.634,1350.82,223.282,499.457,842.372,202.239,349.673,452.569,168.944,308.146,410.615,249.344,451.347,394.187,219.073,548.13,402.297
24.3083,222.536,440.632,1520.82,234.133,445.623,1350.86,224.333,499.44,842.403,200.94,349.339,452.793,166.59,308.39,410.968,250.469,449.06,394.858,223.329,546.935,402.626
24.3167,223.057,439.866,1520.78,234.548,444.717,1350.69,225.823,499.244,842.614,199.134,349.048,453.116,163.585,308.802,411.383,251.86,446.538,395.457,227.917,545.411,402.771
24.325,223.751,439.156,1520.71,235.047,443.845,1350.65,227.506,498.757,842.822,196.898,348.865,453.29,160.12,309.563,411.697,252.87,443.813,395.952,232.781,543.758,402.939
24.3333,224.375,438.528,1520.49,235.451,442.838,1350.48,229.536,498.03,843.116,194.213,348.819,453.538,156.141,310.632,412.074,253.558,441.579,396.153,236.735,542.207,402.331
24.3417,225.016,437.93,1520.37,235.876,441.736,1350.32,231.613,496.929,843.484,191.211,348.93,453.874,151.882,312.097,412.325,253.618,439.193,396.782,241.059,540.735,402.088
24.35,225.83,437.419,1520.13,236.45,440.696,1350.14,233.551,495.748,843.718,188.111,349.378,454.004,147.452,313.856,412.642,253.476,437.42,396.907,244.289,539.524,401.852
24.3583,226.528,436.881,1519.88,237.092,439.592,1349.95,235.458,494.53,843.982,184.734,350.07,454.046,142.91,316.041,412.774,253.078,435.395,397.067,247.478,537.898,401.593
24.3667,227.382,436.276,1519.65,237.784,438.555,1349.73,237.34,493.161,844.019,181.31,351.141,454.035,138.278,318.503,412.887,252.393,433.993,396.647,250.455,536.874,400.754
24.375,228.362,435.586,1519.34,238.527,437.482,1349.49,239.039,491.662,843.899,177.695,352.611,453.867,133.58,321.354,412.929,251.597,432.851,396.216,253.019,535.424,400.184
24.3833,229.442,434.789,1519.12,239.41,436.433,1349.17,240.984,490.14,843.758,174.217,354.245,453.758,128.877,324.441,413.053,250.702,431.876,395.782,255.55,534.826,399.091
24.3917,230.596,433.834,1518.9,240.251,435.308,1348.81,242.813,488.469,843.583,170.468,356.197,453.389,123.629,327.852,412.747,249.684,430.987,395.53,258.033,533.559,398.099
24.4,231.856,432.832,1518.63,241.16,434.168,1348.41,244.742,486.733,843.419,166.646,358.322,453.122,118.845,331.781,412.985,248.73,430.261,394.934,260.296,532.687,396.565
24.4083,233.252,431.847,1518.35,242.152,432.927,1347.93,246.433,484.826,843.35,162.878,360.632,452.959,113.8,335.942,413.015,247.762,428.932,394.762,262.852,530.902,395.449
24.4167,234.581,430.762,1518.09,243.157,431.692,1347.47,248.098,483.091,843.16,158.855,362.416,453.049,108.884,340.218,413.257,246.623,427.819,394.418,265.421,529.389,393.826
24.425,236.035,429.669,1517.8,244.222,430.374,1347.06,249.588,481.447,843.062,154.938,364.645,453.116,104.128,344.986,413.385,245.215,426.765,394.307,267.799,527.864,393.207
24.4333,237.536,428.533,1517.48,245.263,429.044,1346.62,250.998,479.831,842.899,151.277,367.097,453.101,99.761,349.357,413.385,243.631,426.581,393.987,269.098,527.64,392.754
24.4417,239.049,427.291,1517.12,246.27,427.666,1346.14,252.155,478.49,842.676,147.98,369.74,453.049,95.8793,353.788,413.389,241.832,426.682,393.675,269.55,528.042,392.278
24.45,240.69,426.075,1516.78,247.318,426.301,1345.72,253.133,477.222,842.525,145.108,372.129,452.99,92.5605,357.789,413.427,240.615,426.994,393.613,270.924,528.139,392.354
24.4583,242.36,424.732,1516.38,248.713,425.026,1345.35,253.964,476.3,842.229,142.96,374.23,452.841,89.9693,361.343,413.387,239.766,427.158,393.685,272.125,527.85,392.427
24.4667,244.11,423.384,1515.96,250.028,423.688,1345.02,254.804,475.591,841.96,141.499,375.848,452.688,88.1228,364.063,413.352,239.216,427.518,393.307,273.471,528.278,392.143
24.475,245.883,421.974,1515.55,251.296,422.28,1344.56,255.248,474.865,841.581,140.752,376.664,452.643,87.2022,365.702,413.269,239.225,427.767,393.347,273.664,528.269,391.949
24.4833,247.782,420.392,1515.13,252.616,420.906,1344.27,255.963,474.914,841.062,140.792,376.55,452.567,87.1315,365.934,413.088,239.399,428.162,393.14,273.529,529.052,391.603
24.4917,249.67,418.663,1514.58,254.043,419.77,1343.99,256.067,474.944,840.872,142.082,375.482,452.6,87.7137,365.3,412.562,240.061,428.199,393.029,273.322,529.153,391.705
24.5,251.627,416.989,1514.09,255.481,418.5,1343.54,256.196,475.189,840.528,142.464,374.594,451.554,88.5509,364.128,411.878,241.079,428.02,392.274,273.1,529.354,391.4
24.5083,253.475,415.246,1513.43,256.883,417.477,1343.23,256.589,476.093,840.086,143.765,374.012,450.644,89.5587,362.87,411.073,242.262,427.997,391.772,272.907,529.696,391.394
24.5167,255.569,413.495,1512.85,258.375,416.624,1342.71,256.908,476.205,839.658,144.913,373.294,449.561,90.4356,361.652,410.334,243.154,427.788,391.285,272.502,529.495,391.639
24.525,257.523,411.819,1512.12,259.78,415.545,1342.41,257.347,476.625,838.793,145.586,372.987,448.49,90.9476,360.978,409.671,243.881,427.402,391.146,272.293,529.594,391.77
24.5333,259.514,410.163,1511.36,261.419,414.707,1342,257.953,476.516,838.089,145.647,373.061,447.897,90.9488,360.652,409.279,243.717,427.453,390.914,271.92,529.873,391.594
24.5417,261.264,408.535,1510.55,262.829,413.863,1341.47,258.565,476.223,837.544,145.297,373.183,447.735,90.7819,360.75,408.949,243.425,427.413,391.096,271.626,529.853,391.822
