Frame number,13130
First frame,1
Point frequency,120
Analog frequency,120

Time,M024,,,M025,,,M026,,,M027,,,M028,,,M029,,,M030,,
66.8583,204.202,584.029,1412.82,215.439,530.705,1277.38,172.347,631.25,789.774,155.682,372.755,453.264,126.959,343.946,408.901,185.554,498.752,388.799,133.014,592.203,391.44
66.8667,203.462,591.973,1416.03,216.596,538.789,1279.81,174.641,630.449,789.981,156.141,372.696,453.127,127.19,343.965,408.883,186.224,498.636,388.583,133.003,591.897,391.406
66.875,203.047,600.36,1421.02,218.122,547.314,1282.54,177.189,629.056,790.915,156.895,372.804,453.25,127.705,344.146,409.28,186.848,498.822,388.239,133.317,592.116,391.043
66.8833,203.085,609.449,1428.14,219.228,556.262,1286.31,179.664,627.136,792.68,157.884,373.774,453.471,128.036,344.449,409.917,187.509,499.157,388.092,133.632,592.435,390.888
66.8917,203.714,619.321,1437.3,219.861,566.051,1291.31,182.013,624.741,795.316,158.857,374.767,453.821,128.483,344.907,411.123,188.23,499.662,388.004,133.882,592.924,390.648
66.9,205.346,629.106,1448.2,220.604,577.182,1297.95,184.003,621.584,798.819,159.578,376.139,454.314,128.888,345.519,412.876,188.855,500.123,388.034,134.06,593.172,390.723
66.9083,207.417,638.73,1460.35,220.84,589.563,1305.63,185.403,617.913,803.185,160.216,377.681,455.396,129.202,346.119,415.952,189.316,500.703,387.998,134.428,593.635,390.548
66.9167,208.792,647.691,1473.3,220.716,603.002,1314.58,186.314,614.253,808.651,160.56,379.372,457.599,129.564,346.91,420.502,189.421,500.653,388.214,134.597,593.266,390.84
66.925,210.448,656.568,1487.17,220.438,616.863,1324.62,186.962,611.585,815.216,160.153,381.822,461.138,129.935,348.137,427.66,188.9,500.087,388.459,134.507,592.787,391.004
66.9333,213.26,666.024,1501.17,220.835,630.376,1335.74,186.843,611.283,823.407,160.094,384.7,467.621,130.752,350.188,437.061,187.998,499.229,389.098,133.55,591.498,391.904
66.9417,215.558,674.934,1515.4,220.6,642.334,1347.6,186.014,614.752,833.681,160.912,388.27,477.818,132.084,353.448,448.701,186.754,498.569,389.898,132.81,590.614,392.524
66.95,217.41,682.788,1528.82,220.209,652.727,1359.99,184.781,623.116,845.212,162.692,393.486,490.64,133.828,358.648,462.206,185.645,498.304,391.192,132.43,589.881,393.334
66.9583,218.377,689.883,1541.83,219.37,660.322,1372.15,184.344,635.854,856.487,165.181,400.717,505.09,135.936,365.355,477.098,184.835,499.053,393.535,132.363,589.006,394.376
66.9667,218.903,696.185,1554.17,218.389,666.401,1384.82,184.673,652.42,866.644,168.95,410.175,520.374,138.463,373.824,492.633,183.766,500.133,397.17,132.271,587.819,395.222
66.975,220.129,701.894,1565.67,218.197,671.995,1397.2,185.234,671.855,876.012,173.41,421.57,536.233,141.695,383.14,508.436,182.596,503.522,404.46,132.229,589.427,394.407
66.9833,220.607,706.74,1576.72,217.491,676.361,1409.63,185.268,692.321,884.945,176.999,434.387,551.533,145.673,393.822,523.637,183.639,508.268,410.519,131.509,593.653,393.082
66.9917,220.953,710.711,1586.52,216.87,679.523,1420.93,185.213,713.846,893.878,179.975,448.518,565.483,149.918,406.394,537.93,184.374,525.902,432.874,130.04,599.343,396.071
67,221.785,713.992,1595.31,216.661,682.472,1430.61,184.841,734.983,902.305,182.39,463.513,578.566,153.814,420.217,549.832,185.353,539.584,443.949,126.188,613.226,411.019
67.0083,222.31,716.721,1602.83,216.952,684.847,1438.65,184.394,755.316,910.277,184.758,480.674,590.253,156.329,436.99,558.845,187.355,557.413,455.151,127.435,622.687,416.152
67.0167,222.504,719.258,1608.66,217.331,687.429,1444.79,184.387,774.582,918.105,185.805,501.718,599.265,156.811,456.022,565.614,190.693,578.496,464.643,130.405,641.687,425.215
67.025,222.239,722.143,1612.91,216.052,690.137,1450.49,185.201,792.358,926.146,186.232,524.575,604.25,157.177,477.756,570.829,196.575,601.162,471.366,136.665,663.396,432.128
67.0333,221.831,725.435,1615.79,215.43,692.878,1454.96,186.734,809.079,934.379,186.642,549.446,606.116,156.348,501.166,572.883,203.796,626.918,478.276,144.47,688.62,438.915
67.0417,221.48,729.18,1617.58,215.929,695.894,1457.82,189.078,824.378,942.98,186.212,574.182,606.397,155.508,526.051,571.832,209.66,655.461,483.771,161.514,742.09,448.333
67.05,220.987,733.533,1618.57,216.331,699.013,1459.14,191.53,837.916,951.817,184.852,598.798,604.413,154.365,554.276,568.908,215.869,686.019,488.037,168.365,773.38,455.197
67.0583,220.135,738.197,1618.6,216.468,702.618,1459.99,195.758,849.929,959.732,187.065,623.276,600.603,154.495,582.247,563.468,221.576,718.101,490.291,176.94,806.76,459.331
67.0667,219.315,743.178,1617.98,216.442,706.505,1460.11,200.388,860.019,966.99,187.852,648.901,595.229,155.467,612.314,556.701,225.999,750.554,490.529,185.831,841.685,464.957
67.075,218.619,748.703,1616.86,216.596,710.675,1459.34,203.691,868.286,972.466,189.053,675.765,588.783,157.951,641.673,550.178,229.042,783.877,488.957,189.987,876.695,469.69
67.0833,218.287,754.364,1615.39,216.852,715.248,1458.19,207.318,875.699,976.32,192.333,702.159,582.716,161.936,671.141,543.816,230.651,817.434,486.243,190.528,910.056,474.938
67.0917,218.02,760.289,1613.8,217.545,720.221,1456.65,210.785,882.684,978.506,196.723,727.825,577.531,167.692,699.208,538.03,231.227,850.02,482.368,188.502,941.801,479
67.1,218.025,766.306,1612.1,218.108,725.336,1454.88,213.725,889.975,979.042,201.425,752.647,572.37,173.665,725.688,532.655,231.679,880.544,478.081,186.504,969.328,480.988
67.1083,218.027,772.588,1609.97,218.639,730.732,1452.92,216.093,897.797,978.117,206.64,776.099,567.211,178.54,750.684,527.767,232.214,907.231,472.779,185.453,972.199,477.291
67.1167,217.926,778.921,1607.59,219.233,737.09,1450.46,217.987,906.254,976.063,0,0,0,183.05,773.573,523.111,235.04,930.552,466.391,183.948,1011,472.987
67.125,217.705,785.284,1604.66,219.559,744.37,1447.86,219.356,915.047,972.799,0,0,0,187.013,793.624,518.372,238.944,949.649,459.932,183.057,1034.01,470.435
67.1333,217.218,791.722,1600.95,219.792,752.529,1444.56,220.98,924.387,968.741,218.539,831.183,550.489,190.453,811.532,513.041,244.424,965.554,453.915,0,0,0
67.1417,216.982,798.401,1596.92,219.718,761.414,1440.46,222.676,933.569,963.341,0,0,0,193.603,827.29,507.216,250.872,979.516,447.308,0,0,0
67.15,216.863,805.4,1592.13,219.447,770.897,1435.67,223.991,942.017,957.011,226.47,863.683,537.311,196.147,841.169,500.588,258.042,990.604,440.528,208.98,1066.88,446.731
67.1583,216.643,812.825,1586.74,219.65,780.975,1429.84,225.441,950.483,949.564,0,0,0,199.252,853.018,493.463,264.978,1000.01,432.527,224.298,1090.58,430.397
67.1667,216.622,820.685,1580.87,218.718,791.479,1423.65,227.207,958.917,940.642,232.827,888.074,521.173,202.484,863.315,485.267,270.784,1007.9,423.604,230.344,1098.4,417.317
67.175,216.68,828.922,1574.29,217.926,802.601,1416.39,229.181,967.431,930.831,239.088,896.799,509.053,205.306,872.473,476.667,276.241,1014.7,413.401,234.685,1106.38,403.023
67.1833,216.287,837.312,1567.46,217.845,814.214,1408.37,231.092,975.965,920.04,239.628,909.771,495.294,208.347,880.383,467.131,280.339,1020.41,401.765,241.157,1112.78,389.882
67.1917,216.174,846.334,1559.96,217.346,826.29,1399.47,232.72,984.278,908.439,242.864,915.386,484.481,211.799,887.583,457.257,283.857,1025.68,388.859,243.666,1117.58,373.944
67.2,215.831,855.323,1551.66,216.784,838.793,1389.66,235.467,992.191,895.667,246.238,919.62,473.696,215.215,893.832,446.422,286.605,1030.39,374.85,245.206,1121.04,357.158
67.2083,215.404,864.537,1542.87,216.299,851.536,1378.99,238.066,999.505,882.332,249.473,923.687,462.58,218.839,899.461,435.202,288.79,1034.92,359.528,245.559,1124.28,339.197
67.2167,215.081,874.098,1533.13,215.841,864.552,1367.53,239.462,1006.47,867.854,252.97,927.859,450.202,222.722,905.696,423.052,290.839,1039.36,343.374,246.831,1127.76,321.523
67.225,214.226,883.463,1522.81,215.44,877.677,1355.17,240.951,1013.02,852.841,256.497,933.145,437.186,226.29,911.569,410.58,292.685,1043.74,326.553,247.109,1130.46,303
67.2333,213.625,892.652,1511.65,215.156,890.972,1342.09,242.334,1019.69,837.064,260.586,939.739,423.094,229.919,917.484,397.021,294.965,1048.84,309.732,247.541,1133.51,284.243
67.2417,213.23,901.679,1499.97,214.921,904.285,1328.17,243.326,1026.12,820.855,264.568,947.349,407.972,233.243,923.39,383.148,296.136,1053.33,292.003,248.426,1137.68,265.513
67.25,212.609,910.839,1487.4,214.451,917.217,1313.72,243.936,1032.6,804.264,268.167,955.375,392.13,235.97,930.115,368.258,297.096,1058.26,275.182,249.465,1142.47,247.377
67.2583,212.146,919.803,1474.12,214.665,930.652,1298.17,244.546,1039.62,787.302,271.035,963.686,375.504,237.682,936.577,352.497,299.227,1065.35,258.431,250.512,1148.12,229.863
67.2667,211.559,928.762,1460.18,214.582,943.679,1282.44,244.518,1046.25,769.961,271.698,972.265,358.081,239.882,943.533,335.863,301.322,1072.57,242.359,251.766,1154.75,213.371
67.275,210.865,937.804,1445.34,214.414,955.697,1265.94,245.386,1054.14,753.067,273.116,980.397,341.397,240.735,950.578,318.656,302.803,1080,226.002,253.54,1162.82,197.347
67.2833,210.839,946.843,1429.88,214.209,967.799,1249.09,246.795,1062.72,735.262,274.495,988.495,323.093,241.319,957.755,300.729,303.915,1087.82,209.084,254.929,1170.79,181.85
67.2917,210.69,956,1413.48,214.092,979.209,1231.79,247.013,1069.89,717.665,272.605,997,304.625,241.777,965.297,282.443,305.061,1095.59,192.134,256.543,1179.7,165.72
67.3,210.416,964.926,1396.29,214.597,990.346,1213.75,247.68,1077.52,699.548,270.768,1006.49,285.911,241.575,973.175,263.451,306.724,1104.01,174.567,257.532,1188.72,148.873
67.3083,210.215,973.61,1378.27,214.132,1000.94,1195.67,248.198,1084.98,681.181,270.152,1012.83,266.548,241.361,981.014,244.21,306.006,1113.18,157.046,257.498,1197.89,131.369
67.3167,210.068,982.011,1359.52,214.548,1011.05,1176.99,248.486,1092.44,662.783,269.826,1017.18,249.208,240.348,989.084,224.406,304.348,1122.15,138.967,256.583,1206.87,114.107
67.325,210.074,989.957,1339.93,214.241,1020.48,1157.72,248.415,1101.76,643.272,267.876,1025.93,229.498,239.417,997.179,204.559,304.584,1131.1,120.819,255.791,1216.36,95.3933
67.3333,210.221,997.426,1319.56,213.991,1029.13,1138.19,247.14,1111.95,623.628,265.842,1033.3,209.998,240.006,1006,185.41,303.886,1139.66,101.579,253.533,1224.38,76.1203
67.3417,210.558,1004.61,1298.46,214.089,1036.93,1117.79,246.962,1123.74,603.264,0,0,0,237.976,1013.3,164.939,301.101,1147.84,80.5224,250.291,1232.09,55.5683
67.35,210.848,1011.33,1276.63,214.172,1044.02,1096.48,247.292,1138.28,582.525,0,0,0,235.786,1020.57,145.405,297.527,1155.5,58.8049,244.407,1239.21,33.5719
67.3583,211.538,1018.25,1253.94,213.969,1050.53,1074.38,245.774,1154.08,560.891,0,0,0,235.263,1029.2,125.437,293.352,1162.79,36.6539,239.276,1245.58,11.39
67.3667,212.136,1025.03,1230.66,213.704,1056.91,1051.62,245.183,1171.23,538.498,0,0,0,233.883,1037.53,105.045,289.75,1169.83,14.8536,234.618,1251.46,-11.9772
67.375,212.787,1031.28,1206.29,212.759,1062.73,1028,244.501,1187.99,515.968,0,0,0,228.812,1046.96,84.5081,285.001,1177.88,-8.01742,231.228,1258.79,-35.4436
67.3833,213.111,1037.64,1181.35,212.901,1069.45,1003.87,244.142,1203.98,493.105,0,0,0,222.161,1040.99,63.5311,280.799,1186.1,-29.9904,225.456,1271.1,-22.7191
67.3917,213.314,1043.96,1155.75,213.694,1076.16,978.663,246.499,1221.92,469.393,0,0,0,217.184,1030.04,44.6416,281.271,1177.08,-13.8296,0,0,0
67.4,213.333,1050.17,1129.36,214.827,1082.08,952.669,246.736,1240.16,447.076,0,0,0,217.133,1024.58,30.3661,288.746,1162.52,-19.6286,228.021,1272.81,-24.1884
67.4083,213.672,1056.2,1102.93,216.398,1087.2,926.318,245.288,1254.73,425.735,0,0,0,215.043,1020.66,13.4498,286.926,1169.87,-17.9092,228.977,1274.51,-23.3994
67.4167,214.449,1062.19,1076.05,220.047,1091.9,899.829,246.323,1264.25,405.258,0,0,0,212.616,1018.27,1.15162,287.817,1171.94,-17.2687,229.201,1274.57,-23.2475
67.425,214.529,1068.42,1049.17,224.74,1095.36,872.914,249.008,1270.17,388.79,0,0,0,210.917,1013.8,1.16831,286.644,1168.71,-16.8368,231.665,1265.45,-22.0128
67.4333,214.587,1074.54,1022.96,228.088,1097.64,846.657,254.723,1284.39,381.6,0,0,0,208.222,1016.1,4.7456,284.642,1166.1,-15.4033,232.123,1270.96,-22.8814
67.4417,213.002,1080.75,999.244,228.722,1098,822.883,253.527,1306.02,387.066,0,0,0,208.715,1020.24,11.0145,284.768,1170.5,-16.1021,230.743,1275.34,-23.9415
67.45,211.201,1088.69,985.128,231.878,1097.27,803.799,251.358,1326.88,389.465,0,0,0,216.577,1021.29,19.1058,283.461,1169.92,-15.9013,230.958,1274.35,-23.4233
67.4583,211.911,1093.68,974.537,233.806,1099.72,794.482,250.471,1344.58,384.813,0,0,0,217.409,1021.6,22.7683,283.327,1169.52,-15.8504,231.223,1273.09,-23.3365
67.4667,214.154,1094.28,967.194,231.27,1104.09,791.107,249.312,1356.98,379.506,0,0,0,216.562,1023.44,28.6611,283.028,1169.37,-15.3903,231.312,1272.39,-23.1758
67.475,216.799,1093.05,961.355,229.049,1105.84,789.407,247.736,1366.25,375.38,0,0,0,216.135,1025.15,34.1901,281.575,1169.8,-14.3853,231.11,1272.16,-23.1909
67.4833,217.351,1092.46,955.714,227.727,1105.78,786.239,247.499,1374.06,372.078,0,0,0,215.377,1026.9,39.9311,280.539,1169.8,-13.4073,231.115,1272.07,-23.2393
67.4917,217.279,1093.35,950.805,226.976,1105.37,781.827,246.962,1379.08,370.572,0,0,0,215.363,1029,45.9824,279.847,1170.59,-11.8722,231.224,1271.9,-23.0008
67.5,217.42,1095.33,946.585,228.706,1106.78,774.668,247.456,1384.32,368.972,0,0,0,215.862,1031.52,51.2778,279.921,1170.94,-10.4239,231.473,1271.4,-22.7063
67.5083,218.073,1096.73,942.497,230.179,1108.84,768.289,249.004,1389.38,369.695,0,0,0,216.764,1033.89,56.0135,279.817,1172.34,-9.45729,231.133,1271.75,-22.8841
67.5167,219.006,1097.61,939.4,229.771,1110.27,764.624,250.381,1393.61,371.649,0,0,0,217.921,1036.08,59.7898,281.337,1173.85,-7.85005,231.144,1271.69,-22.6906
67.525,219.462,1097.66,936.872,230.271,1112.81,763.445,252.052,1398.03,372.791,0,0,0,219.502,1037.55,62.3883,280.704,1174.25,-8.67361,231.025,1271.9,-22.8418
67.5333,218.439,1098.43,934.008,230.347,1114.57,763.591,253.383,1401.26,373.176,0,0,0,221.719,1038.29,63.7987,281.8,1174.63,-8.58045,231.132,1271.7,-22.6007
67.5417,217.122,1099.8,932.992,229.858,1115.91,764.519,254.409,1402.77,372.918,245.959,1079.16,103.246,223.727,1038.47,64.1329,281.993,1175.21,-9.80461,230.831,1271.87,-22.935
67.55,217.184,1100.23,935.195,229.611,1118.09,765.753,256.53,1403.88,371.953,250.093,1081.5,102.148,225.601,1038.19,63.8602,282.888,1175.25,-10.5365,230.901,1271.91,-22.8477
67.5583,216.242,1102.41,935.421,228.988,1120.11,767.659,258.021,1402.69,370.868,252.042,1081.78,99.7438,227.471,1037.53,63.0104,283.842,1174.92,-11.3149,230.928,1271.53,-22.9331
67.5667,214.242,1105.39,936.27,228.673,1122.58,770.234,260.101,1400.59,369.798,252.81,1080.61,96.3133,227.732,1036.73,61.7612,284.874,1174.32,-11.3758,231.254,1271.1,-22.6074
67.575,213.158,1107.72,939.25,228.302,1124.59,773.849,262.507,1397.75,368.808,253.126,1079.19,92.4902,227.829,1035.8,60.2201,284.266,1174.24,-12.2725,231.251,1271.31,-22.7948
67.5833,212.335,1109.45,943.663,227.678,1126.14,778.04,264.591,1393.95,368.195,252.151,1078.82,88.797,226.516,1034.79,58.3546,285.046,1173.77,-12.2082,231.394,1271.1,-22.7318
67.5917,211.701,1110.82,949.056,227.613,1128,782.23,267.188,1390.27,367.79,249.178,1078.55,84.1747,224.467,1033.67,56.4044,283.47,1173.2,-12.697,231.284,1271.58,-22.8876
67.6,211.158,1111.76,955.449,227.478,1130.22,786.904,269.593,1385.68,368.186,245.607,1077.42,80.7163,222.474,1032.6,54.1965,282.77,1172.12,-12.8684,231.564,1271.41,-22.7135
67.6083,211.433,1112.35,962.526,226.505,1132.49,792.367,271.35,1379.95,369.547,242.982,1075.11,78.4163,220.172,1031.41,51.8373,282.452,1171.28,-13.0256,231.488,1271.57,-22.9589
67.6167,211.983,1112.6,969.333,225.605,1134.58,798.456,273.132,1374.54,370.921,241.911,1072.29,76.4717,218.011,1030.32,49.3288,281.977,1170.32,-13.2701,231.615,1271.5,-22.9424
67.625,211.927,1113.75,975.751,224.93,1135.37,805.403,273.892,1368.13,373.048,240.79,1069.42,74.9793,216.26,1029.09,46.8097,281.675,1169.55,-13.4612,231.855,1271.31,-22.8521
67.6333,211.458,1115.17,982.767,224.864,1135.64,813.225,274.824,1362.17,375.478,239.846,1067.03,73.1044,215.085,1028.06,44.1044,281.957,1168.94,-13.4783,232.106,1271.02,-22.688
67.6417,211.142,1115.84,991.782,224.342,1135.69,822.245,274.739,1355.75,378.445,239.842,1064.97,71.655,214.315,1026.99,41.6834,281.523,1168.82,-14.1664,232.203,1271.13,-22.8735
67.65,210.271,1117.19,1000.69,223.592,1136.04,831.66,273.566,1348.35,382.377,240.033,1063.02,70.6155,213.778,1026.18,39.2615,282.208,1168.5,-14.0974,232.416,1270.89,-22.7804
67.6583,209.342,1118.52,1009.36,223.356,1136.13,839.856,272.733,1341.59,386.246,240.3,1061.3,69.8112,213.595,1025.29,37.0432,281.983,1168.44,-14.6401,232.489,1271.06,-22.912
67.6667,208.464,1118.81,1018.33,224.627,1136.15,847.85,271.086,1334.08,390.479,240.248,1059.84,69.4376,213.082,1024.58,34.9064,282.871,1168.25,-14.2532,233.024,1270.58,-22.6699
67.675,206.785,1118.82,1026.98,225.54,1135.98,856.347,268.474,1325.61,395.144,239.818,1058.56,69.1331,212.532,1024.01,32.8114,282.422,1168.23,-14.6233,233.193,1270.57,-22.8206
67.6833,205.528,1118.79,1036.41,225.354,1135.6,866.257,266.729,1317.92,399.479,239.099,1057.28,68.4367,211.783,1023.4,30.9583,282.183,1168.05,-14.675,233.552,1270.39,-22.8288
67.6917,205.339,1118.65,1047.08,224.944,1135.48,876.804,263.301,1308.64,404.07,238.289,1055.7,67.7217,210.758,1022.88,29.1822,281.882,1167.74,-14.4973,233.976,1270.35,-22.7185
67.7,205.596,1118.58,1058.14,224.768,1135.46,887.204,261.427,1301.14,408.819,237.167,1053.96,67.0075,209.712,1022.55,27.5971,281.791,1167.36,-14.0131,234.178,1269.68,-22.6451
67.7083,205.196,1118.58,1068.81,224.512,1135.22,897.263,258.405,1292.72,413.612,236.219,1052.04,66.7996,208.771,1022.18,26.4023,281.051,1167.27,-13.9377,234.317,1269.55,-22.6812
67.7167,205.325,1118.39,1079.64,224.151,1134.65,907.063,254.787,1284.03,418.368,235.136,1050.25,65.8433,207.832,1021.97,25.2687,281.292,1166.91,-13.0563,234.587,1269.17,-22.382
67.725,205.726,1117.99,1090.55,223.279,1134.66,916.789,251.067,1275.47,422.915,234.026,1048.91,64.6807,207.229,1021.76,24.5637,280.034,1166.92,-13.1708,234.611,1269.01,-22.456
67.7333,206.072,1117.55,1101.09,222.591,1134.63,926.071,247.266,1267.42,427.743,233.547,1048.27,64.0696,206.809,1021.65,23.6841,280.04,1166.79,-12.6137,234.65,1268.89,-22.1435
67.7417,206.181,1117.13,1110.81,222.031,1134.47,934.964,244.035,1260.08,432.237,233.324,1047.89,63.8199,206.161,1021.55,23.0201,279.526,1166.95,-12.4806,234.391,1268.98,-22.2481
67.75,206.194,1116.58,1119.84,220.753,1134.3,942.983,240.547,1251.99,436.817,233.124,1047.78,63.2472,205.946,1021.47,22.3573,278.972,1166.99,-12.3627,234.264,1269.01,-22.2066
67.7583,205.954,1115.82,1128.12,219.542,1133.87,950.639,236.557,1243.69,441.15,232.895,1047.79,62.4661,205.692,1021.2,21.6658,278.81,1166.96,-12.1607,234.092,1268.99,-22.1847
67.7667,205.843,1115.4,1135.79,218.294,1133.64,957.668,234.398,1236.06,444.606,232.711,1048.08,61.6165,205.515,1021.12,20.8938,279.266,1166.82,-11.6585,234.149,1268.73,-21.8665
67.775,205.447,1114.84,1142.57,217.294,1133.45,964.093,232.016,1227.85,448.056,232.82,1048.17,61.106,205.564,1020.96,20.2202,278.605,1166.94,-12.038,233.968,1268.76,-21.8769
67.7833,205.084,1114.29,1148.42,216.199,1133.17,969.686,228.406,1218.86,451.182,233.111,1047.88,60.9102,205.496,1020.58,19.4632,278.891,1166.78,-11.8054,233.924,1268.49,-21.7243
67.7917,204.827,1113.84,1153.24,214.911,1132.79,974.455,225.937,1210.82,453.533,233.309,1047.46,60.2739,205.509,1020.31,18.9211,278.278,1166.82,-12.2393,233.669,1268.5,-21.8623
67.8,204.642,1113.25,1156.99,213.851,1132.42,978.271,223.638,1202.94,455.395,233.289,1046.6,59.2501,205.833,1019.85,17.8735,278.756,1166.72,-11.7899,233.743,1268.09,-21.4913
67.8083,204.407,1112.8,1159.73,212.73,1131.54,981.169,221.26,1195.07,456.969,233.175,1045.42,58.2992,205.996,1019.32,17.018,278.052,1166.56,-12.1048,233.396,1267.97,-21.5151
67.8167,204.111,1112.23,1161.53,212.037,1131,983.07,219.515,1188.09,457.829,233.145,1044.15,57.2835,205.991,1018.9,15.8879,277.896,1166.39,-12.0034,233.064,1267.55,-21.2711
67.825,203.808,1111.86,1162.41,211.178,1130.14,984.213,217.587,1180.83,458.6,233.127,1042.62,56.3357,205.912,1018.32,14.7614,277.705,1166.15,-12.0208,232.906,1267.17,-21.0084
67.8333,203.21,1111.54,1162.48,210.555,1129.41,984.497,216.362,1174.25,458.663,232.619,1041.16,55.1079,205.594,1017.91,13.3091,277.986,1165.65,-11.78,232.955,1266.77,-20.6171
67.8417,202.458,1111.22,1161.8,209.983,1128.57,984.252,215.494,1168,458.669,232.399,1039.79,53.8739,205.29,1017.32,11.8515,277.613,1165.52,-12.122,232.885,1266.56,-20.7764
67.85,201.492,1111.05,1160.43,209.227,1127.4,983.454,214.758,1161.95,458.32,231.935,1038.46,52.5663,204.864,1016.87,10.0843,278.153,1164.84,-11.8559,233.026,1266.21,-20.6543
67.8583,200.611,1110.88,1158.45,208.682,1126.21,981.925,214.153,1156.5,457.428,231.496,1037.46,50.9239,204.448,1016.25,8.30984,277.729,1164.55,-12.4208,233.051,1266.12,-20.7701
67.8667,199.642,1110.58,1155.86,208.414,1124.87,979.769,213.665,1151.15,456.178,231.174,1036.51,49.0394,204.32,1015.77,6.42532,278.352,1163.99,-12.2043,233.428,1265.54,-20.6639
67.875,198.885,1110.17,1152.91,208.132,1123.26,977.264,213.115,1146.12,455.061,231.035,1035.75,47.2827,204.57,1015.13,4.55701,278.11,1163.6,-12.4843,233.676,1265.36,-20.6468
67.8833,198.271,1109.38,1149.8,207.848,1121.54,974.241,213.122,1142.21,453.439,231.103,1035.22,45.5344,204.702,1014.53,3.27945,278.574,1163.03,-12.6698,234.228,1264.87,-20.4185
67.8917,197.77,1108.5,1146.42,207.999,1119.23,971.04,212.994,1138.35,452.22,231.571,1034.73,44.3641,205.07,1013.81,2.34389,278.833,1162.27,-13.0075,235.003,1263.88,-19.9518
67.9,197.003,1107.29,1142.7,208.212,1116.91,967.695,213.275,1135.96,451.045,231.883,1034.29,43.727,205.312,1013.13,1.52326,279.775,1161.07,-12.9473,236.656,1262.7,-18.7393
67.9083,196.375,1106.11,1138.94,208.416,1114.46,964.616,213.664,1134.54,450.449,232.383,1033.56,43.5029,205.447,1012.68,1.19936,280.343,1160.12,-13.33,238.358,1261.74,-17.3421
67.9167,195.512,1104.88,1135.23,208.75,1111.63,961.789,214.038,1133.59,450.634,232.459,1032.65,43.7033,205.539,1012.48,0.83214,281.353,1159.04,-13.1372,240.277,1260.67,-15.4894
67.925,194.458,1103.56,1131.74,209.31,1108.56,959.379,214.861,1133.33,451.1,232.631,1031.78,44.0943,205.661,1012.15,0.854194,281.545,1158.57,-13.4248,241.726,1260.35,-14.4405
67.9333,193.359,1102.29,1128.62,209.958,1105.13,957.517,215.977,1133.1,452.048,233.277,1031.07,44.8868,205.644,1012.33,0.983894,282.373,1158.1,-13.0957,242.862,1259.86,-13.585
67.9417,192.34,1100.8,1125.84,210.443,1101.19,956.41,217.053,1132.73,453.201,233.811,1030.7,45.659,205.996,1012.17,0.954509,282.319,1157.97,-13.4508,243.87,1259.97,-13.1599
67.95,191.356,1099.04,1123.93,211.061,1097.82,956.289,218.334,1132.77,454.176,234.043,1030.72,46.0097,206.049,1012.02,1.21999,282.403,1157.88,-13.3348,244.573,1259.85,-12.4676
67.9583,190.838,1096.93,1123.04,211.576,1094.64,957.094,219.213,1132.54,455.201,234.127,1030.75,46.1105,206.019,1011.91,1.53393,282.526,1157.47,-12.7079,245.019,1259.53,-11.453
67.9667,190.827,1094.5,1123.18,211.677,1091.69,958.737,219.956,1132.59,455.865,233.863,1030.81,46.0471,205.525,1011.93,2.07263,282.976,1156.88,-11.5477,245.786,1258.87,-10.2773
67.975,191.197,1091.72,1124.48,211.659,1089.33,960.613,220.281,1132.45,456.446,233.439,1030.82,46.314,205.35,1011.32,2.57909,282.662,1156.24,-10.7035,246.607,1258.57,-9.19467
67.9833,192.051,1089,1126.36,211.754,1087.37,962.558,220.276,1132.27,457.085,232.677,1030.66,46.9833,204.511,1010.71,3.52561,283.134,1155.12,-9.10944,247.719,1257.39,-7.68322
67.9917,192.882,1086.3,1128.65,212.24,1085.96,964.372,220.379,1132.55,457.609,231.61,1030.31,48.1084,203.521,1009.69,5.02694,282.986,1153.91,-7.57736,248.668,1256.28,-6.10197
68,193.797,1084.01,1131.37,212.778,1084.48,966.304,220.184,1132.74,458.382,230.44,1029.4,49.5278,202.273,1008.32,6.38437,283.607,1151.45,-5.06145,249.721,1254.32,-4.36974
68.0083,194.566,1082.28,1134.16,212.976,1083.04,968.262,219.625,1132.49,459.612,229.065,1027.38,51.3161,200.568,1006.44,7.7008,283.259,1148.75,-3.31426,250.527,1252.03,-3.31891
68.0167,195.322,1081.05,1136.7,213.679,1082.01,969.765,219.32,1132.55,460.863,227.51,1024.7,53.1768,198.74,1003.99,8.97813,282.582,1145.34,-1.55914,250.929,1249.06,-1.96242
68.025,195.974,1080.17,1138.74,213.934,1081.11,971.11,218.843,1132.07,462.26,225.381,1021.38,54.886,196.205,1001.13,10.5686,281.378,1141.5,0.102282,250.842,1245.65,-0.838101
68.0333,196.475,1079.48,1140.16,214.61,1080.67,972.425,218.771,1131.76,463.256,222.729,1017.53,56.4259,193.476,998.057,12.1099,280.437,1137.18,1.74719,250.243,1241.51,-0.0240207
68.0417,196.994,1078.89,1141.15,215.107,1080.46,973.518,218.661,1131.04,464.053,220.28,1013.25,57.9023,190.99,993.895,13.2424,277.986,1132.81,2.18159,248.721,1237.56,-0.134706
68.05,197.567,1078.51,1141.94,215.66,1080.35,974.847,218.449,1129.86,464.679,217.964,1008.45,59.3783,188.505,990.2,14.7349,276.125,1128.2,2.64209,247.193,1232.88,0.0162125
