TIME,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,M000X,M000Y,M000Z,M001X,M001Y,M001Z,M002X,M002Y,M002Z,M003X,M003Y,M003Z,M004X,M004Y,M004Z,M005X,M005Y,M005Z,M006X,M006Y,M006Z
3.63333,-0.01687169,-0.01505067,-0.60361856,0.04823516,0.06858332,-0.01575194,0,0,-265.366,-466.565,567.19,-312.575,-382.239,578.432,-267.666,-251.995,667.997,-290.848,-296.079,687.085,-290.111,-603.507,971.323,-296.741,-620.655,1486.68,-307.728,-679.622,1641.56
3.64167,-0.07644069,-0.07374695,-0.37311738,0.00724143,0.06572483,-0.00443518,0,0,-265.919,-467.027,570.425,-313.235,-386.373,585.042,-270.157,-262.28,684.319,-292.877,-307.188,701.274,-289.546,-616.741,981.835,-295.91,-629.326,1500.87,-307.065,-687.826,1654.05
3.65,-0.076477,-0.073771,-0.659689,0.061907,0.057995,-0.004488,0,0,-266.331,-470.225,571.818,-313.997,-391.719,592.282,-272.773,-274.992,700.953,-295.811,-320.307,715.594,-288.451,-631.694,991.955,-295.891,-636.287,1514.29,-307.573,-695.904,1665.23
3.65833,-0.04681949,-0.07288773,-0.7758654,0.039773,0.04412461,-0.00220874,0,0,-264.715,-476.736,573.735,-313.779,-399.428,601.167,-275.579,-288.129,716.551,-298.141,-335.376,728.347,-287.313,-648.091,1002.02,-296.059,-643.031,1525.81,-307.824,-702.291,1675.83
3.66667,-0.07670008,-0.07375351,-0.5460601,0.06196772,0.04282259,-0.00450285,0,0,-261.072,-486.561,576.176,-313.616,-409.729,612.744,-277.949,-302.332,730.715,-299.323,-350.986,740.387,-285.645,-665.068,1011.77,-296.695,-649.04,1536.35,-308.149,-708.092,1685.57
3.675,0.012166,-0.073527,-0.660203,0.061748,0.062312,-0.02129,0,0,-255.402,-499.7,579.141,-314.751,-423.792,624.89,-279.25,-317.677,743.209,-300.119,-366.188,751.79,-284.57,-682.196,1020.67,-297.764,-655.015,1545.21,-308.453,-712.954,1694.3
3.68333,-0.164149,0.105387,-0.321244,0.053754,0.100683,0.002675,0,0,0,0,0,-315.253,-440.416,637.745,-279.317,-332.259,753.474,-300.583,-381.163,763.342,-283.561,-699.549,1029.71,-298.593,-660.888,1552.6,-309.089,-717.546,1701.36
3.69167,-0.07563,-0.161462,-0.661117,0.000437,0.05817,0.007511,0,0,0,0,0,-316.262,-461.134,651.897,-279.328,-347.057,762.294,-300.012,-397.03,773.68,-282.437,-716.787,1038.25,-299.166,-666.626,1559.36,-309.534,-722.575,1707.54
3.7,0.013692,0.193816,-1.005933,0.048962,0.062759,-0.009545,0,0,0,0,0,-319.2,-483.128,665.85,-277.197,-364.904,769.375,-298.869,-414.517,782.192,-281.919,-734.126,1046.83,-299.061,-672.009,1564.84,-309.777,-727.398,1712.6
3.70833,0.012507,0.016084,-0.661707,0.057449,0.062644,-0.009384,0,0,0,0,0,-321.004,-504.703,676.213,-275.276,-383.945,775.475,-297.312,-434.028,789.152,-281.667,-750.798,1055.21,-298.839,-677.417,1569.53,-309.756,-732.979,1716.8
3.71667,0.04213049,-0.0147351,-0.66140763,-0.00670913,0.09473548,-0.02682231,0,0,0,0,0,-322.852,-525.845,684.717,-272.274,-403.921,779.879,-295.366,-453.339,794.17,-282.185,-767.601,1063.81,-299.217,-682.73,1573.2,-309.532,-738.864,1719.74
3.725,-0.076267,0.015935,-0.317931,-0.007872,0.058483,0.007453,0,0,0,0,0,-324.696,-549.417,692.989,-269.372,-424.365,781.962,-293.136,-473.923,797.513,-282.951,-784.279,1072.35,-299.366,-687.598,1575.98,-309.027,-745.028,1721.61
3.73333,-0.04606787,-0.04290206,-0.31935833,0.0385198,0.07526525,0.00184942,0,0,0,0,0,-325.603,-573.534,699.497,-266.844,-445.926,782.03,-291.063,-494.804,799.352,-283.879,-799.938,1080.75,-299.126,-693.023,1578.08,-308.465,-751.611,1722.83
3.74167,-0.04717929,-0.13263055,-0.25813521,0.03204549,0.03659633,-0.00195644,0,0,0,0,0,-326.083,-598.938,703.965,-264.573,-468.586,780.028,-289.401,-516.47,799.357,-284.983,-814.971,1088.79,-298.718,-698.414,1579.58,-307.364,-758.442,1723.36
3.75,-0.165219,-0.072144,-0.489875,0.029096,0.031176,0.036181,0,0,0,0,0,-326.542,-623.471,705.463,-263.132,-491.907,776.935,-288.367,-538.678,797.771,-286.393,-829.146,1096.47,-298.506,-703.412,1580.45,-306.884,-765.304,1723.14
3.75833,-0.16495073,-0.10352069,-0.48813837,0.07467954,0.04606351,0.02432843,0,0,0,0,0,-326.224,-648.296,705.456,-262.289,-515.845,772.415,-287.966,-561.634,794.927,-287.912,-842.647,1103.1,-298.324,-709.139,1581.21,-306.333,-772.531,1722.5
3.76667,-0.04644265,-0.01292836,-0.3193132,0.05924432,0.05999483,-0.01660652,0,0,0,0,0,-325.299,-674.882,703.467,-263.217,-539.653,766.548,-288.356,-584.549,791.055,-289.357,-855.257,1109.26,-298.122,-714.589,1581.09,-305.41,-779.678,1721.22
3.775,0.012715,0.015803,-0.317688,0.057694,0.062726,-0.009287,0,0,0,0,0,-324.468,-702.333,699.716,-264.144,-563.409,760.932,-289.099,-608.01,786.354,-290.979,-867.459,1114.05,-297.93,-720.364,1580.62,-304.922,-786.961,1719.51
3.78333,-0.0165365,0.01595443,-0.43337267,0.01397737,0.07675256,-0.00376883,0,0,0,0,0,-323.392,-727.67,693.815,-265.699,-586.753,754.406,-290.398,-630.748,780.398,-291.88,-878.885,1117.69,-297.688,-726.569,1579.72,-304.25,-794.429,1717.36
3.79167,-0.07580195,0.07609287,-0.26062847,0.02221785,0.03570749,0.00431867,0,0,0,0,0,-322.699,-752.736,686.469,-267.881,-610.278,747.303,-292.821,-653.505,774.106,-292.912,-890.273,1119.87,-297.637,-733.216,1578.39,-303.805,-801.537,1714.53
3.8,0.012441,-0.161762,-0.317167,0.066092,0.062511,-0.009178,0,0,0,0,0,-322.308,-776.445,678.953,-269.973,-632.666,739.47,-294.895,-675.733,766.714,-293.813,-901.323,1120.52,-297.609,-740.338,1576.27,-303.466,-808.742,1711.69
3.80833,-0.164594,0.016373,-0.319874,-0.007577,0.05435,-0.009389,0,0,0,0,0,-322.371,-799.282,671.146,-271.955,-654.53,730.49,-296.321,-696.834,758.833,-294.317,-911.99,1119.79,-297.902,-748.148,1573.66,-303.171,-816.112,1708.06
3.81667,-0.07576,0.01572,-0.489717,0.024899,0.081434,0.007507,0,0,0,0,0,-323.88,-821.38,662.298,-274.184,-674.563,720.884,-298.126,-716.481,749.737,-295.147,-922.486,1117.61,-297.78,-756.423,1570.65,-303.062,-823.423,1703.87
3.825,-0.075718,-0.161162,-0.491654,0.033432,0.081404,-0.026029,0,0,0,0,0,-325.049,-841.625,653.031,-275.92,-694.473,711.099,-300.492,-735.621,740.4,-295.846,-932.329,1113.97,-297.826,-765.576,1566.74,-302.871,-830.769,1699.74
3.83333,-0.13525634,-0.01286731,-0.37624658,0.00449242,0.06332666,0.0001513,0,0,0,0,0,-326.643,-859.335,642.825,-277.817,-712.834,700.897,-302.282,-754.239,729.937,-296.342,-941.806,1109.06,-297.6,-774.791,1562.06,-303.534,-838.328,1694.72
3.84167,-0.0757002,-0.04305025,-0.20303314,-0.00528847,0.04314808,0.01551815,0,0,0,0,0,-328.951,-876.748,631.812,-279.797,-730.707,689.971,-304.204,-771.382,719.077,-296.91,-950.812,1102.88,-297.216,-784.782,1556.93,-303.932,-845.757,1690.02
3.85,-0.075524,0.015941,-0.489093,0.024994,0.035358,0.00741,0,0,0,0,0,-331.153,-893.268,620.006,-281.898,-747.127,678.625,-306.236,-787.363,707.548,-297.687,-959.348,1095.39,-297.076,-794.87,1550.81,-304.872,-853.779,1684.72
3.85833,0.01314111,-0.01283982,-0.48993206,0.02618667,0.03971461,-0.00542705,0,0,0,0,0,-334.123,-908.931,607.142,-284.069,-762.922,666.68,-308.396,-802.745,695.383,-298.557,-967.401,1087.02,-296.903,-804.927,1543.57,-305.619,-861.966,1678.88
3.86667,-0.10507591,0.01570287,-0.31781419,0.05795035,0.05704411,0.00195714,0,0,0,0,0,-336.153,-923.381,593.705,-286.268,-777.604,654.147,-310.45,-817.285,682.428,-299.576,-975.393,1077.23,-296.722,-815.319,1535.82,-305.788,-870.456,1672.96
3.875,0.012274,-0.071936,-0.146884,0.029022,0.039893,0.002674,0,0,0,0,0,-339.059,-936.928,579.849,-287.803,-791.644,641.162,-312.517,-830.541,668.976,-300.822,-982.992,1066.33,-296.397,-825.606,1526.93,-306.24,-879.263,1666.02
3.88333,-0.0754041,-0.04224037,-0.37703211,0.04978098,0.05115234,0.00088285,0,0,0,0,0,-341.338,-949.03,564.872,-290.192,-804.367,627.024,-314.423,-843.091,654.734,-302.251,-990.367,1054.44,-296.313,-835.538,1516.91,-306.23,-888.472,1658.45
3.89167,-0.10502047,0.015756,-0.37475371,0.04707553,0.06464269,0.0019545,0,0,0,0,0,-343.664,-961.18,548.598,-292.416,-817.217,612.375,-316.272,-855.268,639.58,-304.111,-997.752,1041.46,-295.924,-845.709,1506.3,-306.682,-898.048,1650.05
3.9,0.012952,0.106011,-0.319325,-0.012235,0.017057,0.00246,0,0,0,0,0,-346.03,-971.787,531.612,-293.699,-829.154,596.661,-317.954,-866.738,623.554,-306.05,-1004.99,1027.35,-296.067,-856.323,1494.75,-306.954,-907.888,1640.6
3.90833,-0.07501521,-0.01138557,-0.55089828,0.01540887,0.07435194,-0.00618063,0,0,0,0,0,-348.045,-983.173,513.107,-295.65,-841.186,580.011,-319.664,-878.096,606.631,-308.145,-1011.29,1012.54,-295.6,-866.786,1482.4,-306.265,-918.187,1630.39
3.91667,-0.01622434,-0.04253383,-0.3757303,0.04958333,0.05392145,0.01216632,0,0,0,0,0,-349.925,-992.945,493.81,-296.324,-852.484,563.139,-320.877,-888.903,589.179,-310.692,-1017.62,996.441,-295.338,-877.614,1468.73,-306.577,-928.427,1618.67
3.925,0.013186,-0.071769,-0.49059,0.028933,0.039793,0.002623,0,0,0,0,0,-351.897,-1002.84,473.426,-297.414,-863.577,545.396,-322.659,-899.454,570.27,-312.88,-1023.54,979.617,-295.204,-888.849,1454.54,-306.436,-938.921,1605.98
3.93333,0.013259,0.015845,-0.318757,-0.00797,0.108858,-0.009207,0,0,0,0,0,-353.822,-1012.16,452.069,-299.087,-874.841,526.731,-324.336,-910.028,550.778,-315.167,-1029,961.727,-295.003,-899.644,1439.68,-306.5,-949.735,1592.91
3.94167,0.013903,0.017723,-0.320619,-0.008075,0.063233,0.014617,0,0,-318.469,-1100.69,404.333,-355.867,-1021.78,429.771,-299.611,-886.348,507.049,-326.938,-920.582,530.804,-318.083,-1034.53,943.148,-294.566,-911.149,1423.97,-306.333,-960.258,1578.99
3.95,-0.07552,0.017216,-0.31966,0.057653,0.058858,0.031435,0,0,-321.47,-1109.7,381.141,-357.625,-1029.95,407.319,-297.29,-897.213,487.033,-327.704,-930.209,509.84,-320.706,-1039.86,923.83,-294.322,-922.084,1407.6,-306.664,-971.174,1563.83
3.95833,0.01234197,0.01656381,-0.14672238,0.024857,0.0399235,-0.0014474,0,0,-322.568,-1119.73,357.312,-359.66,-1038.85,384.168,-298.656,-908.319,466.649,-329.095,-939.8,488.012,-323.797,-1044.54,903.508,-294.32,-934.023,1390.72,-306.742,-982.578,1548.48
3.96667,-0.01610574,-0.04274029,-0.20410845,0.0385111,0.07701031,0.01226027,0,0,-325.602,-1128.83,333.461,-361.413,-1047.43,360.925,-299.409,-917.997,445.383,-330.861,-949.065,466.029,-326.628,-1049.29,882.516,-294.737,-946.238,1372.35,-306.682,-993.013,1532.07
3.975,0.012782,-0.072151,-0.31867,0.061793,0.062843,0.002727,0,0,-328.706,-1137.67,309.98,-363.376,-1056.54,337.33,-301.097,-927.261,423.713,-332.459,-959.211,442.929,-329.191,-1053.34,861.109,-295.409,-958.462,1353.86,-306.292,-1004.35,1515.18
3.98333,-0.04653243,-0.04294126,-0.20404327,0.08271716,0.04460786,-0.01251573,0,0,-330.789,-1147.4,286.488,-365.027,-1065.55,313.596,-300.361,-938.21,400.742,-333.515,-968.064,419.92,-331.743,-1057,839.03,-295.629,-970.414,1334.51,-305.851,-1014.75,1498.18
3.99167,-0.07550014,0.04581263,-0.32012632,0.05657033,0.05870156,-0.02220002,0,0,-332.62,-1157,263.511,-366.704,-1075.2,289.766,-301.361,-948.656,377.533,-334.927,-977.191,396.407,-333.889,-1060.45,816.436,-295.33,-982.544,1314.87,-305.394,-1025.29,1480.38
4,-0.07531,-0.071492,-0.319989,0.062183,0.012634,-0.014211,0,0,-334.365,-1166.49,240.44,-368.296,-1085.05,266.108,-302.569,-958.625,353.947,-336.278,-986.286,372.621,-336.339,-1063.99,793.873,-295.811,-994.268,1294.52,-304.847,-1036.04,1462.12
4.00833,-0.10542345,-0.04252912,-0.2052355,0.03876281,0.07277275,0.00668881,0,0,-335.563,-1177.02,217.116,-369.324,-1095.19,242.4,-303.787,-968.56,330.267,-337.452,-994.861,348.962,-338.453,-1068.14,770.466,-296.391,-1006.12,1273.58,-304.224,-1046.46,1443.28
4.01667,-0.07554436,0.01804205,-0.20702038,0.03583243,0.04366483,-0.00224451,0,0,-336.51,-1187.12,193.952,-371.218,-1105.14,219.457,-304.751,-977.739,306.327,-338.429,-1003.97,324.693,-340.03,-1071.93,747.257,-295.984,-1018.01,1251.72,-303.777,-1056.56,1423.55
4.025,-0.163538,0.105488,-0.149145,0.02114,0.077714,0.002667,0,0,-337.551,-1197.85,171.52,-372.88,-1115.06,195.834,-305.883,-987.195,281.633,-339.321,-1013.03,300.124,-341.8,-1076.2,723.75,-295.794,-1029.14,1229.68,-302.583,-1066.77,1403.51
4.03333,-0.01563015,0.01782121,-0.37941484,0.02478085,0.05399292,0.00903416,0,0,-339.176,-1208.45,148.71,-373.941,-1125.6,172.628,-304.435,-996.578,256.336,-339.669,-1021.48,275.613,-343.43,-1080.77,699.888,-295.361,-1039.94,1206.94,-303.17,-1076.96,1381.95
4.04167,-0.04592277,0.01787952,-0.37820941,0.04684785,0.05279939,0.00331421,0,0,-340.752,-1218.36,126.218,-375.472,-1134.94,149.008,-306.005,-1005.86,231.298,-339.65,-1029.61,250.791,-345.057,-1085.6,675.699,-295.677,-1051.23,1184.85,-303.169,-1086.92,1360.23
4.05,-0.163812,-0.072076,-0.148624,0.029537,0.0775,0.002776,0,0,-342.046,-1228.59,102.539,-376.505,-1144.38,124.535,-307.045,-1014.44,206.485,-339.05,-1037.32,226.017,-346.433,-1090.21,651.486,-296.091,-1062.37,1161.51,-302.032,-1096.77,1338.07
4.05833,0.01277209,0.04532117,-0.26124447,0.06715048,0.05523698,-0.00535538,0,0,-342.488,-1238.03,78.8714,-377.628,-1153.44,99.7453,-305.604,-1023.92,181.578,-337.951,-1045.7,201.04,-347.545,-1095.6,626.949,-296.512,-1072.63,1137.46,-302.126,-1106.36,1314.66
4.06667,-0.07502914,-0.04175837,-0.49302932,0.02780933,0.03576956,-0.01029035,0,0,-343.787,-1246.92,54.4611,-378.839,-1162.69,75.593,-304.736,-1032.97,156.952,-337.135,-1053.56,175.719,-348.919,-1101.78,602.019,-296.483,-1081.98,1113.14,-301.345,-1116.15,1291.09
4.075,-0.075649,-0.071115,-0.320747,-0.003542,0.012709,-0.014273,0,0,-344.753,-1254.82,29.5514,-378.509,-1169.65,50.4038,-303.782,-1041.03,132.042,-335.915,-1061.45,150.54,-349.945,-1108.76,576.951,-296.821,-1091.45,1088.44,-301.184,-1125.5,1267.22
4.08333,-0.07544132,0.01836894,-0.2655174,0.00300247,0.0206475,-0.00233235,0,0,-344.829,-1262.71,4.19706,-377.726,-1176.24,26.1142,-302.704,-1048.96,107.336,-334.774,-1068.89,125.998,-350.65,-1117.21,551.616,-297.224,-1100.6,1063.18,-300.771,-1134.57,1241.91
4.09167,-0.07481876,0.01794466,-0.26396235,0.0250295,0.06691719,-0.00218402,0,0,-345.547,-1269.06,-20.9974,-376.795,-1182.85,1.66887,-301.434,-1056.13,82.204,-332.579,-1075.81,101.492,-351.027,-1127.51,526.363,-297.482,-1108.3,1038.07,-300.658,-1143.4,1215.88
4.1,0.012782,-0.072151,-0.31867,0.061793,0.062843,0.002727,0,0,-343.016,-1275.14,-47.5329,-374.215,-1188.09,-23.2273,-299.434,-1062.49,57.6028,-330.497,-1082.5,76.8254,-351.82,-1139.52,500.541,-298.795,-1116.17,1011.66,-300.804,-1151.89,1189.14
4.10833,0.01317676,-0.07193466,-0.37726965,0.0289825,0.05502514,0.00268669,0,0,-339.526,-1280.62,-75.1376,-372.066,-1194.17,-50.1741,-298.001,-1068.63,32.4923,-328.793,-1089.4,52.0431,-351.892,-1153.39,474.364,-299.435,-1123.34,985.033,-301.066,-1159.68,1161.34
4.11667,-0.07516411,-0.04230551,-0.49220861,0.02787533,0.03562106,-0.01818395,0,0,-334.326,-1285.92,-103.035,-367.284,-1199.06,-77.8126,-296.687,-1073.57,8.73154,-326.412,-1096.57,27.3799,-352.452,-1168.58,448.183,-299.712,-1129.49,957.699,-301.172,-1167.84,1132.46
4.125,0.103395,0.107363,-0.494423,0.020237,0.090833,0.009774,0,0,-327.438,-1290.46,-131.02,-362.25,-1204.99,-104.785,-296.68,-1078.92,-15.8147,-324.156,-1103.54,2.33239,-352.797,-1185.28,421.334,-300.693,-1135.5,930.179,-301.634,-1174.82,1103.17
4.13333,0.57570811,-0.21871852,-0.54939045,0.00154584,0.09021008,0.02195202,0,0,-314.823,-1297.64,-141.88,-356.308,-1211.37,-131.502,-295.707,-1085.14,-40.1671,-321.523,-1110.95,-22.2978,-352.492,-1202.81,394.526,-300.642,-1141.26,902.152,-302.22,-1182.14,1073.07
4.14167,0.51831322,-0.24857386,-0.6061488,0.01453863,0.11030749,-0.04288089,0,0,-313.143,-1302.89,-142.076,-351.809,-1218.31,-158.362,-291.943,-1090.63,-64.8271,-322.847,-1111.8,-44.4968,-353.21,-1220.65,367.484,-301.925,-1146.55,872.53,-302.852,-1189.49,1041.9
4.15,0.368031,0.106772,-0.493168,0.019898,0.057277,-0.064696,0,0,-313.333,-1298.59,-140.542,-356.343,-1212.34,-137.176,-290.273,-1066.8,-75.1849,-313.08,-1089.07,-59.0597,-353.911,-1242.82,340.652,-302.966,-1151.96,841.954,-303.475,-1196.57,1009.83
4.15833,-0.16397338,0.75890217,0.19236446,-0.00936903,0.0170402,0.01326114,0,0,-313.679,-1297.29,-139.801,-352.942,-1197.3,-136.127,-276.126,-1052.51,-86.4312,-308.839,-1078.48,-66.942,-351.929,-1260.94,318.265,-305.083,-1156.34,811.394,-303.582,-1203.22,977.023
4.16667,-0.43237087,0.2200946,0.53952254,0.01684515,-0.01217067,-0.03503686,0,0,-315.047,-1300.2,-141.725,-356.189,-1200.89,-139.743,-278.414,-1053.94,-109.703,-306.986,-1079.69,-73.3615,-350.413,-1277.19,298.319,-307.848,-1158.97,780.735,-303.04,-1209.82,943.971
4.175,-0.697576,0.015997,0.538877,0.026878,-0.04009,0.024151,0,0,-315.572,-1298.08,-141.161,-354.308,-1202.41,-138.416,-273.791,-1052.56,-122.152,-303.595,-1086.54,-83.7673,-347.7,-1291.9,280.741,-311.017,-1160.46,751.471,-302.984,-1215.54,909.921
4.18333,-0.63659649,-0.3076878,0.07707245,0.01982015,0.00912123,0.04099942,0,0,-316.608,-1298.5,-141.815,-350.47,-1199.39,-136.27,-271.199,-1046.53,-119.232,-301.551,-1084.39,-85.0127,-343.806,-1307.85,269.22,-313.447,-1161.49,723.378,-301.967,-1221,876.387
4.19167,-0.1369946,-0.51426416,0.31394259,0.07229251,-0.02894071,0.06204221,0,0,-316.497,-1300.49,-142.473,-349.745,-1201.97,-135.604,-270.507,-1055.23,-111.111,-300.596,-1089.43,-79.8532,-339.3,-1327.12,265.486,-317.184,-1159.01,696.636,-300.517,-1225.45,843.679
4.2,0.011452,-0.60463,-0.145322,0.054215,0.03925,0.003001,0,0,-316.308,-1300.71,-142.498,-348.399,-1204.45,-135.167,-269.914,-1057.74,-105.455,-299.972,-1095.26,-73.7596,-335.174,-1343.86,261.079,-320.044,-1159.03,674.537,-299.001,-1228.84,812.311
4.20833,0.30672904,-0.31048679,0.03077398,0.02879353,0.04606195,0.01418674,0,0,-316.557,-1300.24,-142.38,-347.996,-1204.55,-134.854,-269.721,-1058.17,-104.071,-298.174,-1096.23,-70.4415,-332.482,-1356.67,254.847,-321.257,-1160.15,659.57,-296.699,-1230.08,784.929
4.21667,-0.01491518,-0.01174657,0.07957836,-0.03952832,0.054341,0.00500572,0,0,-316.711,-1299.94,-142.367,-347.142,-1203.21,-134.354,-268.657,-1056.53,-105.26,-296.969,-1095.17,-71.5421,-329.639,-1366.61,249.359,-319.523,-1162.14,650.443,-295.787,-1231.42,771.717
4.225,0.191463,0.195776,-0.322168,-0.016792,0.072082,-0.019097,0,0,-316.932,-1299.67,-142.408,-346.491,-1202.98,-134.14,-268.592,-1055.54,-105.151,-296.543,-1095.71,-72.8593,-326.836,-1374.29,244.481,-318.454,-1164.84,643.03,-298.424,-1233.48,766.101
4.23333,-0.16246781,0.25491369,-0.26545129,0.01426462,0.04724802,-0.0272022,0,0,-317.381,-1299.26,-142.451,-345.623,-1202.95,-133.616,-266.924,-1056.25,-101.549,-295.506,-1096.48,-70.982,-324.466,-1380.56,240.382,-318.258,-1164.79,636.243,-301.261,-1235.09,759.504
4.24167,-0.1924459,0.37341998,-0.32456043,-0.02427115,0.05386583,-0.00246913,0,0,-317.178,-1298.56,-142.077,-344.997,-1202.85,-133.332,-266.051,-1057.64,-97.5612,-294.686,-1097.84,-67.6267,-322.354,-1384.42,237.486,-319.368,-1162.84,630.716,-303.53,-1239,750.792
4.25,-0.163296,0.018557,-0.323435,0.058179,0.008833,-0.019147,0,0,-317.296,-1298.48,-142.189,-344.217,-1202.62,-132.478,-265.811,-1058.54,-93.8179,-294.135,-1099.15,-64.3772,-320.689,-1386.55,236.792,-321.255,-1161.67,624.972,-305.36,-1239.28,744.545
4.25833,-0.04380288,-0.0397164,-0.61097418,0.04965105,0.0070499,-0.00324571,0,0,-317.358,-1298.06,-141.944,-343.851,-1203.43,-131.584,-266.094,-1059.71,-89.5907,-294.423,-1100.9,-61.0056,-320.26,-1388.39,238.008,0,0,0,-306.59,-1240.9,738.45
4.26667,-0.04556138,-0.01069891,-0.37872061,0.0483404,0.00682405,-0.00391969,0,0,-317.519,-1297.92,-141.7,-344.075,-1204.27,-130.528,-267.182,-1061.09,-85.2961,-295.452,-1102.97,-57.4213,-320.081,-1390.84,239.946,0,0,0,-307.305,-1243.45,731.749
4.275,0.102677,0.017872,-0.664394,0.057246,0.067394,-0.002221,0,0,-316.784,-1297.86,-141.609,-344.785,-1205.52,-129.529,-269.514,-1062.12,-81.6473,-297.322,-1104.76,-53.9874,-319.843,-1394.3,242.226,0,0,0,-307.509,-1246.57,723.84
4.28333,0.01456926,-0.04047022,-0.43887545,-0.004895,0.0636929,-0.01099391,0,0,-316.829,-1298.02,-141.654,-346.068,-1206.51,-128.889,-272.781,-1062.79,-78.7408,-299.638,-1105.94,-51.0985,-319.616,-1397.87,244.1,0,0,0,-307.265,-1249.45,714.914
4.29167,-0.01551294,0.04811989,-0.323194,-0.00934674,0.03124276,-0.0096485,0,0,-316.276,-1298.15,-141.589,-347.622,-1207.65,-129.205,-276.621,-1063.52,-77.424,-302.527,-1107.04,-49.5989,-319.378,-1400.75,245.375,0,0,0,-307.257,-1252.55,705.608
4.3,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,-316.381,-1298.26,-141.72,-348.935,-1208.43,-129.884,-279.854,-1063.61,-77.1324,-304.905,-1107.27,-49.1667,-319.58,-1402.38,245.625,0,0,0,-306.62,-1254.91,697.008
4.30833,-0.04568278,0.07777108,-0.20702519,0.0552534,0.04522072,0.01132596,0,0,-316.339,-1297.9,-141.594,-350.064,-1208.45,-130.859,-282.315,-1063.31,-77.6786,-306.925,-1107.08,-49.6397,-320.3,-1403.01,244.876,0,0,0,-305.435,-1257.79,689.378
4.31667,-0.13423308,0.07657602,-0.0347486,0.00055362,0.01787439,0.00896886,0,0,-316.347,-1298.19,-141.831,-350.708,-1207.99,-131.389,-283.62,-1062.28,-78.2281,-308.155,-1106.45,-50.446,-321.239,-1403.03,243.496,0,0,0,-304.831,-1259.86,682.193
4.325,-0.074969,0.018119,-0.321493,0.057884,0.012967,-0.002305,0,0,-316.414,-1298.08,-141.793,-351.029,-1207.94,-131.774,-283.92,-1061.7,-79.3622,-308.568,-1105.8,-51.6393,-322.146,-1403,241.825,0,0,0,-304,-1262.26,676.235
4.33333,-0.07528658,-0.01076177,-0.20672077,0.0372801,-0.00237156,0.00162344,0,0,-316.403,-1297.94,-141.795,-350.824,-1207.4,-131.963,-283.004,-1061.05,-80.4486,-308.072,-1104.93,-52.6819,-322.791,-1402.58,240.137,0,0,0,-302.695,-1265.92,670.765
4.34167,-0.135248,-0.04070006,-0.09287517,0.03877169,0.02552974,0.00903395,0,0,-316.349,-1297.48,-141.536,-350.23,-1206.77,-131.925,-281.144,-1060.68,-81.8022,-306.679,-1103.97,-53.7689,-323.008,-1401.74,238.512,0,0,0,-301.209,-1269.91,666.206
4.35,-0.074865,-0.069578,-0.151759,-0.036452,0.036266,0.009736,0,0,-316.643,-1297.41,-141.657,-349.363,-1205.78,-131.646,-278.814,-1059.82,-83.1695,-304.651,-1102.69,-54.9863,-322.963,-1400.88,236.771,0,0,0,-299.35,-1273.52,663.664
4.35833,-0.01561006,0.0178394,-0.32054396,0.03601723,0.03095967,0.00900554,0,0,-316.542,-1297,-141.373,-348.409,-1204.98,-131.639,-276.487,-1059.59,-84.7505,-302.465,-1101.8,-56.4571,-322.602,-1399.96,235.189,0,0,0,-298.62,-1277.32,662.368
4.36667,-0.01480874,-0.06948078,-0.3234713,-0.00372488,0.03123914,-0.00153233,0,0,-316.837,-1296.98,-141.504,-347.528,-1204.1,-131.6,-274.63,-1058.68,-85.5183,-300.917,-1100.94,-57.1015,-321.953,-1399.68,233.69,0,0,0,-299.069,-1281.19,662.098
4.375,0.013234,-0.069376,-0.151204,0.029053,-0.005549,-0.007146,0,0,-316.57,-1296.72,-141.27,-346.808,-1203.7,-131.568,-273.382,-1058.67,-86.1586,-299.954,-1100.61,-57.5988,-321.044,-1399.86,232.794,0,0,0,-300.021,-1285.15,663.269
4.38333,-0.04507833,0.04880161,-0.20893631,0.03436316,0.03028436,0.01216502,0,0,-316.774,-1296.69,-141.345,-346.441,-1203.48,-131.37,-272.919,-1058.55,-86.027,-299.404,-1100.41,-57.2954,-319.943,-1400.33,232.459,0,0,0,-300.906,-1289.15,666.032
4.39167,-0.07434242,0.04901388,-0.1513494,0.02364634,0.03633538,0.00972497,0,0,-316.627,-1296.59,-141.209,-346.592,-1203.92,-131.311,-273.405,-1059.11,-85.5923,-299.762,-1100.81,-56.7703,-318.849,-1401.32,232.519,0,0,0,-301.749,-1293.13,669.796
4.4,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,-316.399,-1296.66,-141.177,-346.963,-1204.27,-131.375,-274.671,-1059.44,-84.7488,-300.681,-1101.25,-55.8465,-317.847,-1402.5,232.823,0,0,0,-302.881,-1297.39,674.024
4.40833,-0.07460892,-0.0697126,-0.43843325,0.0182337,0.04373531,0.00973037,0,0,-316.158,-1296.58,-141.004,-347.752,-1204.86,-131.407,-276.433,-1059.73,-83.6197,-302.146,-1101.83,-54.8828,-316.944,-1403.65,233.199,0,0,0,-303.268,-1301.87,678.611
